,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
145,145,146,Madame Ratignolle had spoken what she believed to be the law and the gospel. The young man shrugged his shoulders impatiently.,NO QUOTE,,,,0,0,1.0,1.0,,
146,146,147, slamming his hat down vehemently upon his head. ,"Oh! well! That isn't it, /newquote You ought to feel that such things are not flattering to say to a fellow.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4364156238968335,0.17246722206224566
147,147,148,NO APPEND,Should our whole intercourse consist of an exchange of compliments? _Ma foi!_,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.43345788948231945,0.4429249047329758
148,148,149," he went on, unheedingly, but breaking off suddenly:  /newquote  And he related the story of Alc e Arobin and the consul's wife; and another about the tenor of the French Opera, who received letters which should never have been written; and still other stories, grave and gay, till Mrs. Pontellier and her possible propensity for taking young men seriously was apparently forgotten.",It isn't pleasant to have a woman tell you  /newquote Now if I were like Arobin you remember Alc e Arobin and that story of the consul's wife at Biloxi?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he went on,0.2990091022925719,0.6532891865763624
149,149,150,"Madame Ratignolle, when they had regained her cottage, went in to take the hour's rest which she considered helpful. Before leaving her, Robert begged her pardon for the impatience he called it rudeness with which he had received her well-meant caution.",NO QUOTE,,,,0,0,1.0,1.0,,
150,150,151," he said, with a light smile;  /newquote  he added, solicitously. ","You made one mistake, Ad le, /newquote there is no earthly possibility of Mrs. Pontellier ever taking me seriously. You should have warned me against taking myself seriously. Your advice might then have carried some weight and given me subject for some reflection. _Au revoir_. But you look tired, /newquote Would you like a cup of bouillon? Shall I stir you a toddy? Let me mix you a toddy with a drop of Angostura.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he added,0.26571592482116446,0.29994752877403147
151,151,152,"She acceded to the suggestion of bouillon, which was grateful and acceptable. He went himself to the kitchen, which was a building apart from the cottages and lying to the rear of the house. And he himself brought her the golden-brown bouillon, in a dainty S vres cup, with a flaky cracker or two on the saucer.",NO QUOTE,,,,0,0,1.0,1.0,,
152,152,153,"She thrust a bare, white arm from the curtain which shielded her open door, and received the cup from his hands. She told him he was a _bon gar on_, and she meant it. Robert thanked her and turned away toward ",the house.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,laughed Edna,0.9854726685533005,0.17930094597469343
153,153,154,"The lovers were just entering the grounds of the _pension_. They were leaning toward each other as the water-oaks bent from the sea. There was not a particle of earth beneath their feet. Their heads might have been turned upside-down, so absolutely did they tread upon blue ether. The lady in black, creeping behind them, looked a trifle paler and more jaded than usual. There was no sign of Mrs. Pontellier and the children. Robert scanned the distance for any such apparition. They would doubtless remain away till the dinner hour. The young man ascended to his mother's room. It was situated at the top of the house, made up of odd angles and a queer, sloping ceiling. Two broad dormer windows looked out toward the Gulf, and as far across it as a man's eye might reach. The furnishings of the room were light, cool, and practical.",NO QUOTE,,,,0,0,1.0,1.0,,
154,154,155,"Madame Lebrun was busily engaged at the sewing-machine. A little black girl sat on the floor, and with her hands worked the treadle of the machine. The Creole woman does not take any chances which may be avoided of imperiling her health.",NO QUOTE,,,,0,0,1.0,1.0,,
155,155,156,"Robert went over and seated himself on the broad sill of one of the dormer windows. He took a book from his pocket and began energetically to read it, judging by the precision and frequency with which he turned the leaves. The sewing-machine made a resounding clatter in the room; it was of a ponderous, by-gone make. In the lulls, Robert and his mother exchanged bits of desultory conversation.",NO QUOTE,,,,0,0,1.0,1.0,,
156,156,157,NO APPEND,Where is Mrs. Pontellier?,Alcee Arobin,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.4179682328886785,0.567425473154923
157,157,158,NO APPEND,Down at the beach with the children.,Edna Pontellier,Alcee Arobin,NO MONOLOGUE,0,0,Implicit,,0.42820405615407814,0.4948376949710378
158,158,159," Clatter, clatter, clatter, bang! for the next five or eight minutes.",I promised to lend her the Goncourt. Don't forget to take it down when you go; it's there on the bookshelf over the small table.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4369374589833909,0.18813833243390482
159,159,160,NO APPEND,Where is Victor going with the rockaway?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4271864656299855,0.17246722206224566
160,160,161,NO APPEND,The rockaway? Victor?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4201856408664049,0.18104208882363576
161,161,162,NO APPEND,Yes; down there in front. He seems to be getting ready to drive away somewhere.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.42962730927526205,0.18813833243390482
162,162,163," Clatter, clatter!",Call him.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4222107633254838,0.17930094597469343
163,163,164,"Robert uttered a shrill, piercing whistle which might have been heard back at the wharf.",NO QUOTE,,,,0,0,1.0,1.0,,
164,164,165,NO APPEND,He won't look up.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.42424798991403656,0.18813833243390482
165,165,166,Madame Lebrun flew to the window. She called  /newquote  She waved a handkerchief and called again. The young fellow below got into the vehicle and started the horse off at a gallop.,Victor!,Edna Pontellier,,NO MONOLOGUE,0,0,Anaphoric,She called,0.7725752088016451,
166,166,167,"Madame Lebrun went back to the machine, crimson with annoyance. Victor was the younger son and brother a _t te mont e_, with a temper which invited violence and a will which no ax could break.",NO QUOTE,,,,0,0,1.0,1.0,,
167,167,168,NO APPEND,Whenever you say the word I'm ready to thrash any amount of reason into him that he's able to hold.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3859156506687204,0.44874951039440075
168,168,169," Clatter, clatter, clatter, clatter, bang! It was a fixed belief with Madame Lebrun that the conduct of the universe and all things pertaining thereto would have been manifestly of a more intelligent and higher order had not Monsieur Lebrun been removed to other spheres during the early years of their married life.",If your father had only lived!,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3929939265467406,0.6361286372529289
169,169,170," Montel was a middle-aged gentleman whose vain ambition and desire for the past twenty years had been to fill the void which Monsieur Lebrun's taking off had left in the Lebrun household. Clatter, clatter, bang, clatter!",What do you hear from Montel?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.37902613116763273,0.24535299305840189
170,170,171," looking in the machine drawer and finding the letter in the bottom of the workbasket.  /newquote  clatter, clatter!  /newquote  bang! clatter, clatter, bang!","I have a letter somewhere, /newquote He says to tell you he will be in Vera Cruz the beginning of next month, /newquote and if you still have the intention of joining him",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3717354169494905,0.24535299305840189
171,171,172," Clatter, clatter, clatter!","Why didn't you tell me so before, mother? You know I wanted ",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3774183852407588,0.24535299305840189
172,172,173," Clatter, clatter! ",Do you see Mrs. Pontellier starting back with the children? She will be in late to luncheon again. She never starts to get ready for luncheon till the last minute. /newquote Where are you going?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.37547489246412585,0.25820686863244213
173,173,174,NO APPEND,Where did you say the Goncourt was?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3887752661164187,0.258368271389733
174,174,175,IX,NO QUOTE,,,,0,0,1.0,1.0,,
175,175,176,"Every light in the hall was ablaze; every lamp turned as high as it could be without smoking the chimney or threatening explosion. The lamps were fixed at intervals against the wall, encircling the whole room. Some one had gathered orange and lemon branches, and with these fashioned graceful festoons between. The dark green of the branches stood out and glistened against the white muslin curtains which draped the windows, and which puffed, floated, and flapped at the capricious will of a stiff breeze that swept up from the Gulf.",NO QUOTE,,,,0,0,1.0,1.0,,
176,176,177,"It was Saturday night a few weeks after the intimate conversation held between Robert and Madame Ratignolle on their way from the beach. An unusual number of husbands, fathers, and friends had come down to stay over Sunday; and they were being suitably entertained by their families, with the material help of Madame Lebrun. The dining tables had all been removed to one end of the hall, and the chairs ranged about in rows and in clusters. Each little family group had had its say and exchanged its domestic gossip earlier in the evening. There was now an apparent disposition to relax; to widen the circle of confidences and give a more general tone to the conversation.",NO QUOTE,,,,0,0,1.0,1.0,,
177,177,178,"Many of the children had been permitted to sit up beyond their usual bedtime. A small band of them were lying on their stomachs on the floor looking at the colored sheets of the comic papers which Mr. Pontellier had brought down. The little Pontellier boys were permitting them to do so, and making their authority felt.",NO QUOTE,,,,0,0,1.0,1.0,,
178,178,179,"Music, dancing, and a recitation or two were the entertainments furnished, or rather, offered. But there was nothing systematic about the programme, no appearance of prearrangement nor even premeditation.",NO QUOTE,,,,0,0,1.0,1.0,,
179,179,180,"At an early hour in the evening the Farival twins were prevailed upon to play the piano. They were girls of fourteen, always clad in the Virgin's colors, blue and white, having been dedicated to the Blessed Virgin at their baptism. They played a duet from  /newquote  and at the earnest solicitation of every one present followed it with the overture to ","Zampa, /newquote The Poet and the Peasant.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,persisted Edna,0.9854932595761535,0.5762949283675118
180,180,181," shrieked the parrot outside the door. He was the only being present who possessed sufficient candor to admit that he was not listening to these gracious performances for the first time that summer. Old Monsieur Farival, grandfather of the twins, grew indignant over the interruption, and insisted upon having the bird removed and consigned to regions of darkness. Victor Lebrun objected; and his decrees were as immutable as those of Fate. The parrot fortunately offered no further interruption to the entertainment, the whole venom of his nature apparently having been cherished up and hurled against the twins in that one impetuous outburst.",_Allez vous-en! Sapristi!_,Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.9934942816970107,
181,181,182,"Later a young brother and sister gave recitations, which every one present had heard many times at winter evening entertainments in the city.",NO QUOTE,,,,0,0,1.0,1.0,,
182,182,183,"A little girl performed a skirt dance in the center of the floor. The mother played her accompaniments and at the same time watched her daughter with greedy admiration and nervous apprehension. She need have had no apprehension. The child was mistress of the situation. She had been properly dressed for the occasion in black tulle and black silk tights. Her little neck and arms were bare, and her hair, artificially crimped, stood out like fluffy black plumes over her head. Her poses were full of grace, and her little black-shod toes twinkled as they shot out and upward with a rapidity and suddenness which were bewildering.",NO QUOTE,,,,0,0,1.0,1.0,,
183,183,184,"But there was no reason why every one should not dance. Madame Ratignolle could not, so it was she who gaily consented to play for the others. She played very well, keeping excellent waltz time and infusing an expression into the strains which was indeed inspiring. She was keeping up her music on account of the children, she said; because she and her husband both considered it a means of brightening the home and making it attractive.",NO QUOTE,,,,0,0,1.0,1.0,,
184,184,185,"Almost every one danced but the twins, who could not be induced to separate during the brief period when one or the other should be whirling around the room in the arms of a man. They might have danced together, but they did not think of it.",NO QUOTE,,,,0,0,1.0,1.0,,
185,185,186,"The children were sent to bed. Some went submissively; others with shrieks and protests as they were dragged away. They had been permitted to sit up till after the ice-cream, which naturally marked the limit of human indulgence.",NO QUOTE,,,,0,0,1.0,1.0,,
186,186,187,"The ice-cream was passed around with cake gold and silver cake arranged on platters in alternate slices; it had been made and frozen during the afternoon back of the kitchen by two black women, under the supervision of Victor. It was pronounced a great success excellent if it had only contained a little less vanilla or a little more sugar, if it had been frozen a degree harder, and if the salt might have been kept out of portions of it. Victor was proud of his achievement, and went about recommending it and urging every one to partake of it to excess.",NO QUOTE,,,,0,0,1.0,1.0,,
187,187,188,"After Mrs. Pontellier had danced twice with her husband, once with Robert, and once with Monsieur Ratignolle, who was thin and tall and swayed like a reed in the wind when he danced, she went out on the gallery and seated herself on the low window-sill, where she commanded a view of all that went on in the hall and could look out toward the Gulf. There was a soft effulgence in the east. The moon was coming up, and its mystic shimmer was casting a million lights across the distant, restless water.",NO QUOTE,,,,0,0,1.0,1.0,,
188,188,189," asked Robert, coming out on the porch where she was. Of course Edna would like to hear Mademoiselle Reisz play; but she feared it would be useless to entreat her.",Would you like to hear Mademoiselle Reisz play?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Robert,0.9947706752624066,0.2564357812515747
189,189,190," he said.  /newquote  He turned and hurried away to one of the far cottages, where Mademoiselle Reisz was shuffling away. She was dragging a chair in and out of her room, and at intervals objecting to the crying of a baby, which a nurse in the adjoining cottage was endeavoring to put to sleep. She was a disagreeable little woman, no longer young, who had quarreled with almost every one, owing to a temper which was self-assertive and a disposition to trample upon the rights of others. Robert prevailed upon her without any too great difficulty.","I'll ask her, /newquote I'll tell her that you want to hear her. She likes you. She will come.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.3751602120689782,0.25707889116627436
190,190,191,"She entered the hall with him during a lull in the dance. She made an awkward, imperious little bow as she went in. She was a homely woman, with a small weazened face and body and eyes that glowed. She had absolutely no taste in dress, and wore a batch of rusty black lace with a bunch of artificial violets pinned to the side of her hair.",NO QUOTE,,,,0,0,1.0,1.0,,
191,191,192," she requested of Robert. She sat perfectly still before the piano, not touching the keys, while Robert carried her message to Edna at the window. A general air of surprise and genuine satisfaction fell upon every one as they saw the pianist enter. There was a settling down, and a prevailing air of expectancy everywhere. Edna was a trifle embarrassed at being thus signaled out for the imperious little woman's favor. She would not dare to choose, and begged that Mademoiselle Reisz would please herself in her selections.","Ask Mrs. Pontellier what she would like to hear me play,",Madame Ratignolle,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,she requested of Robert,0.3349827133066377,0.5198664641879039
192,192,193,"Edna was what she herself called very fond of music. Musical strains, well rendered, had a way of evoking pictures in her mind. She sometimes liked to sit in the room of mornings when Madame Ratignolle played or practiced. One piece which that lady played Edna had entitled  /newquote  It was a short, plaintive, minor strain. The name of the piece was something else, but she called it  /newquote  When she heard it there came before her imagination the figure of a man standing beside a desolate rock on the seashore. He was naked. His attitude was one of hopeless resignation as he looked toward a distant bird winging its flight away from him.",Solitude. /newquote Solitude.,Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,exclaimed Mr Pontellier,0.9915061100833815,
193,193,194,"Another piece called to her mind a dainty young woman clad in an Empire gown, taking mincing dancing steps as she came down a long avenue between tall hedges. Again, another reminded her of children at play, and still another of nothing on earth but a demure lady stroking a cat.",NO QUOTE,,,,0,0,1.0,1.0,,
194,194,195,"The very first chords which Mademoiselle Reisz struck upon the piano sent a keen tremor down Mrs. Pontellier's spinal column. It was not the first time she had heard an artist at the piano. Perhaps it was the first time she was ready, perhaps the first time her being was tempered to take an impress of the abiding truth.",NO QUOTE,,,,0,0,1.0,1.0,,
195,195,196,"She waited for the material pictures which she thought would gather and blaze before her imagination. She waited in vain. She saw no pictures of solitude, of hope, of longing, or of despair. But the very passions themselves were aroused within her soul, swaying it, lashing it, as the waves daily beat upon her splendid body. She trembled, she was choking, and the tears blinded her.",NO QUOTE,,,,0,0,1.0,1.0,,
196,196,197,"Mademoiselle had finished. She arose, and bowing her stiff, lofty bow, she went away, stopping for neither thanks nor applause. As she passed along the gallery she patted Edna upon the shoulder.",NO QUOTE,,,,0,0,1.0,1.0,,
197,197,198, she asked. The young woman was unable to answer; she pressed the hand of the pianist convulsively. Mademoiselle Reisz perceived her agitation and even her tears. She patted her again upon the shoulder as she said:,"Well, how did you like my music?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked,0.7634395458719639,0.18151249218724008
198,198,199, and she went shuffling and sidling on down the gallery toward her room.,You are the only one worth playing for. Those others? Bah!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said,0.7606036076864139,0.18328220514817836
199,199,200,But she was mistaken about  /newquote  Her playing had aroused a fever of enthusiasm.  /newquote   /newquote   /newquote  ,those others. /newquote What passion! /newquote What an artist! /newquote I have always said no one could play Chopin like Mademoiselle Reisz! /newquote That last prelude! Bon Dieu! It shakes a man!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.42069563102507784,0.17456662447671162
200,200,201,"It was growing late, and there was a general disposition to disband. But some one, perhaps it was Robert, thought of a bath at that mystic hour and under that mystic moon.",NO QUOTE,,,,0,0,1.0,1.0,,
201,201,202,X,NO QUOTE,,,,0,0,1.0,1.0,,
202,202,203,"At all events Robert proposed it, and there was not a dissenting voice. There was not one but was ready to follow when he led the way. He did not lead the way, however, he directed the way; and he himself loitered behind with the lovers, who had betrayed a disposition to linger and hold themselves apart. He walked between them, whether with malicious or mischievous intent was not wholly clear, even to himself.",NO QUOTE,,,,0,0,1.0,1.0,,
203,203,204,"The Pontelliers and Ratignolles walked ahead; the women leaning upon the arms of their husbands. Edna could hear Robert's voice behind them, and could sometimes hear what he said. She wondered why he did not join them. It was unlike him not to. Of late he had sometimes held away from her for an entire day, redoubling his devotion upon the next and the next, as though to make up for hours that had been lost. She missed him the days when some pretext served to take him away from her, just as one misses the sun on a cloudy day without having thought much about the sun when it was shining.",NO QUOTE,,,,0,0,1.0,1.0,,
204,204,205,"The people walked in little groups toward the beach. They talked and laughed; some of them sang. There was a band playing down at Klein's hotel, and the strains reached them faintly, tempered by the distance. There were strange, rare odors abroad a tangle of the sea smell and of weeds and damp, new-plowed earth, mingled with the heavy perfume of a field of white blossoms somewhere near. But the night sat lightly upon the sea and the land. There was no weight of darkness; there were no shadows. The white light of the moon had fallen upon the world like the mystery and the softness of sleep.",NO QUOTE,,,,0,0,1.0,1.0,,
205,205,206,"Most of them walked into the water as though into a native element. The sea was quiet now, and swelled lazily in broad billows that melted into one another and did not break except upon the beach in little foamy crests that coiled back like slow, white serpents.",NO QUOTE,,,,0,0,1.0,1.0,,
206,206,207,"Edna had attempted all summer to learn to swim. She had received instructions from both the men and women; in some instances from the children. Robert had pursued a system of lessons almost daily; and he was nearly at the point of discouragement in realizing the futility of his efforts. A certain ungovernable dread hung about her when in the water, unless there was a hand near by that might reach out and reassure her.",NO QUOTE,,,,0,0,1.0,1.0,,
207,207,208,"But that night she was like the little tottering, stumbling, clutching child, who of a sudden realizes its powers, and walks for the first time alone, boldly and with over-confidence. She could have shouted for joy. She did shout for joy, as with a sweeping stroke or two she lifted her body to the surface of the water.",NO QUOTE,,,,0,0,1.0,1.0,,
208,208,209,"A feeling of exultation overtook her, as if some power of significant import had been given her to control the working of her body and her soul. She grew daring and reckless, overestimating her strength. She wanted to swim far out, where no woman had swum before.",NO QUOTE,,,,0,0,1.0,1.0,,
209,209,210,"Her unlooked-for achievement was the subject of wonder, applause, and admiration. Each one congratulated himself that his special teachings had accomplished this desired end.",NO QUOTE,,,,0,0,1.0,1.0,,
210,210,211," she thought.  /newquote  she said aloud;  /newquote  She would not join the groups in their sports and bouts, but intoxicated with her newly conquered power, she swam out alone.","How easy it is! /newquote It is nothing, /newquote why did I not discover before that it was nothing. Think of the time I have lost splashing about like a baby!",Edna Pontellier,,NO MONOLOGUE,0,0,Anaphoric,she said,0.7732827912994757,
211,211,212,"She turned her face seaward to gather in an impression of space and solitude, which the vast expanse of water, meeting and melting with the moonlit sky, conveyed to her excited fancy. As she swam she seemed to be reaching out for the unlimited in which to lose herself.",NO QUOTE,,,,0,0,1.0,1.0,,
212,212,213,"Once she turned and looked toward the shore, toward the people she had left there. She had not gone any great distance that is, what would have been a great distance for an experienced swimmer. But to her unaccustomed vision the stretch of water behind her assumed the aspect of a barrier which her unaided strength would never be able to overcome.",NO QUOTE,,,,0,0,1.0,1.0,,
213,213,214,"A quick vision of death smote her soul, and for a second of time appalled and enfeebled her senses. But by an effort she rallied her staggering faculties and managed to regain the land.",NO QUOTE,,,,0,0,1.0,1.0,,
214,214,215,"She made no mention of her encounter with death and her flash of terror, except to say to her husband, ",I thought I should have perished out there alone.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,She made no mention of her encounter with death and her flash of terror except to say to her husband,0.7638612530104006,0.1780130190438674
215,215,216, he told her.,"You were not so very far, my dear; I was watching you,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,he told her,0.7655389096617399,0.18151249218724008
216,216,217,"Edna went at once to the bath-house, and she had put on her dry clothes and was ready to return home before the others had left the water. She started to walk away alone. They all called to her and shouted to her. She waved a dissenting hand, and went on, paying no further heed to their renewed cries which sought to detain her.",NO QUOTE,,,,0,0,1.0,1.0,,
217,217,218," said Madame Lebrun, who was amusing herself immensely and feared that Edna's abrupt departure might put an end to the pleasure.","Sometimes I am tempted to think that Mrs. Pontellier is capricious,",Madame Lebrun,,NO MONOLOGUE,0,0,Explicit,said Madame Lebrun,0.9792709091246629,
218,218,219, assented Mr. Pontellier; ,"I know she is, /newquote sometimes, not often.",Leonce Pontellier,,NO MONOLOGUE,0,0,Explicit,assented Mr Pontellier,0.9912458048372177,
219,219,220,Edna had not traversed a quarter of the distance on her way home before she was overtaken by Robert.,NO QUOTE,,,,0,0,1.0,1.0,,
220,220,221," she asked him, without a shade of annoyance.",Did you think I was afraid?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked him,0.7557182584539442,0.15970749861704692
221,221,222,NO APPEND,No; I knew you weren't afraid.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3894036126830354,0.16454330611871285
222,222,223,NO APPEND,Then why did you come? Why didn't you stay out there with the others?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3970325623500905,0.1678320499645623
223,223,224,NO APPEND,I never thought of it.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3902740558992931,0.16949600244748117
224,224,225,NO APPEND,Thought of what?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.39074900128233436,0.17286325443869985
225,225,226,NO APPEND,Of anything. What difference does it make?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3963131920404975,0.17628320203485842
226,226,227," she uttered, complainingly.","I'm very tired,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she uttered,0.7613880548053323,0.18151249218724008
227,227,228,NO APPEND,I know you are.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.39273217201407684,0.17975610605008557
228,228,229,NO APPEND,"You don't know anything about it. Why should you know? I never was so exhausted in my life. But it isn't unpleasant. A thousand emotions have swept through me to-night. I don't comprehend half of them. Don't mind what I'm saying; I am just thinking aloud. I wonder if I shall ever be stirred again as Mademoiselle Reisz's playing moved me to-night. I wonder if any night on earth will ever again be like this one. It is like a night in a dream. The people about me are like some uncanny, half-human beings. There must be spirits abroad to-night.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.48081985486486717,0.4519120716387653
229,229,230," whispered Robert, ","There are, /newquote Didn't you know this was the twenty-eighth of August?",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,whispered Robert,0.9947396091880367,0.5753275720231259
230,230,231,NO APPEND,The twenty-eighth of August?,Robert Lebrun,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,,0.3691169160812606,0.6811832820735385
231,231,232,NO APPEND,"Yes. On the twenty-eighth of August, at the hour of midnight, and if the moon is shining the moon must be shining a spirit that has haunted these shores for ages rises up from the Gulf. With its own penetrating vision the spirit seeks some one mortal worthy to hold him company, worthy of being exalted for a few hours into realms of the semi-celestials. His search has always hitherto been fruitless, and he has sunk back, disheartened, into the sea. But to-night he found Mrs. Pontellier. Perhaps he will never wholly release her from the spell. Perhaps she will never again suffer a poor, unworthy earthling to walk in the shadow of her divine presence.",Mademoiselle Reisz,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.489469048103162,0.5338153712180478
232,232,233," she said, wounded at what appeared to be his flippancy. He did not mind the entreaty, but the tone with its delicate note of pathos was like a reproach. He could not explain; he could not tell her that he had penetrated her mood and understood. He said nothing except to offer her his arm, for, by her own admission, she was exhausted. She had been walking alone with her arms hanging limp, letting her white skirts trail along the dewy path. She took his arm, but she did not lean upon it. She let her hand lie listlessly, as though her thoughts were elsewhere somewhere in advance of her body, and she was striving to overtake them.","Don't banter me,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,she said,0.7582286642579633,0.507022463221422
233,233,234,Robert assisted her into the hammock which swung from the post before her door out to the trunk of a tree.,NO QUOTE,,,,0,0,1.0,1.0,,
234,234,235, he asked.,Will you stay out here and wait for Mr. Pontellier?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked,0.3625126914639283,0.5088388014981156
235,235,236,NO APPEND,I'll stay out here. Good-night.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3924159521086885,0.5338153712180478
236,236,237,NO APPEND,Shall I get you a pillow?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.39289182446104215,0.17975610605008557
237,237,238," she said, feeling about, for they were in the shadow.","There's one here,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said,0.7594472663504739,0.17975610605008557
238,238,239,NO APPEND,It must be soiled; the children have been tumbling it about.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3991857494050384,0.18151249218724008
239,239,240," And having discovered the pillow, she adjusted it beneath her head. She extended herself in the hammock with a deep breath of relief. She was not a supercilious or an over-dainty woman. She was not much given to reclining in the hammock, and when she did so it was with no cat-like suggestion of voluptuous ease, but with a beneficent repose which seemed to invade her whole body.",No matter.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3926523543855859,0.4025890532835518
240,240,241," asked Robert, seating himself on the outer edge of one of the steps and taking hold of the hammock rope which was fastened to the post.",Shall I stay with you till Mr. Pontellier comes?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Robert,0.9932587560556876,0.8125621380965684
241,241,242,NO APPEND,If you wish. Don't swing the hammock. Will you get my white shawl which I left on the window-sill over at the house?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.34024596032789367,0.796665759945788
242,242,243,NO APPEND,Are you chilly?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3898238807467364,0.5753275720231259
243,243,244,NO APPEND,No; but I shall be presently.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3543337754160247,0.24535299305840189
244,244,245, he laughed. ,Presently? /newquote Do you know what time it is? How long are you going to stay out here?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he laughed,0.3459495849871206,0.24535299305840189
245,245,246,NO APPEND,I don't know. Will you get the shawl?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.35393024816790186,0.24535299305840189
246,246,247," he said, rising. He went over to the house, walking along the grass. She watched his figure pass in and out of the strips of moonlight. It was past midnight. It was very quiet.","Of course I will,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.3496012411029103,0.24535299305840189
247,247,248,When he returned with the shawl she took it and kept it in her hand. She did not put it around her.,NO QUOTE,,,,0,0,1.0,1.0,,
248,248,249,NO APPEND,Did you say I should stay till Mr. Pontellier came back?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3676801283883462,0.24535299305840189
249,249,250,NO APPEND,I said you might if you wished to.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3837847189121207,0.24535299305840189
250,250,251,"He seated himself again and rolled a cigarette, which he smoked in silence. Neither did Mrs. Pontellier speak. No multitude of words could have been more significant than those moments of silence, or more pregnant with the first-felt throbbings of desire.",NO QUOTE,,,,0,0,1.0,1.0,,
