,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
274,274,274,275," he answered, with a glance following a misty puff of smoke. ","Yes, dear, /newquote Just as soon as I have finished my cigar.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he answered,0.1999026028317295,0.6147191746558883
283,283,283,284, she laughed. ,Wasn't it enough to think of going to the _Ch ni re_ and waking you up? /newquote Do I have to think of everything? as L once says when he's in a bad humor. I don't blame him; he'd never be in a bad humor if it weren't for me.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she laughed,0.7583424638769326,0.1273690870693205
286,286,286,287,"Beaudelet grumbled because Mariequita was there, taking up so much room. In reality he was annoyed at having old Monsieur Farival, who considered himself the better sailor of the two. But he would not quarrel with so old a man as Monsieur Farival, so he quarreled with Mariequita. The girl was deprecatory at one moment, appealing to Robert. She was saucy the next, moving her head up and down, making  /newquote  at Robert and making  /newquote  at Beaudelet.",eyes /newquote mouths,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4130361759289216,0.1387815254230596
289,289,289,290, inquired the girl of Robert.,Why does she look at me like that?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,inquired the girl of Robert,0.2941236947385269,0.5584092911655986
290,290,290,291,NO APPEND,Maybe she thinks you are pretty. Shall I ask her?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4265822685418412,0.4975388882412763
291,291,291,292,NO APPEND,No. Is she your sweetheart?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4168938567647398,0.1387815254230596
292,292,292,293,NO APPEND,"She's a married lady, and has two children.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4199882615631494,0.1387815254230596
293,293,293,294,NO APPEND,"Oh! well! Francisco ran away with Sylvano's wife, who had four children. They took all his money and one of the children and stole his boat.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.43887457166015,0.1387815254230596
294,294,294,295,NO APPEND,Shut up!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4179548820853362,0.1472714424729835
295,295,295,296,NO APPEND,Does she understand?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4141921600039902,0.1535953931804413
296,296,296,297,NO APPEND,"Oh, hush!",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4161201539587193,0.1485187571118368
297,297,297,298,NO APPEND,Are those two married over there leaning on each other?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4263884365979089,0.4222546184090396
298,298,298,299, laughed Robert.,"Of course not,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,laughed Robert,0.9960051204445344,0.61562905604767
299,299,299,300," echoed Mariequita, with a serious, confirmatory bob of the head.","Of course not,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,laughed Robert,0.9957614315565746,0.2681601807485483
302,302,302,303, said Robert in a low voice.,Let us go to Grande Terre to-morrow?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Robert,0.9958389568048912,0.5585030228973097
303,303,303,304,NO APPEND,What shall we do there?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4161212674304263,0.5272048757009842
304,304,304,305,NO APPEND,"Climb up the hill to the old fort and look at the little wriggling gold snakes, and watch the lizards sun themselves.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4343782037384407,0.1523130697347578
306,306,306,307, he went on.,"And the next day or the next we can sail to the Bayou Brulow,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he went on,0.3499257024174967,0.5584821939836324
307,307,307,308,NO APPEND,What shall we do there?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4167969821962642,0.5296712745871068
308,308,308,309,NO APPEND,Anything cast bait for fish.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4184396992388892,0.1460328066589495
309,309,309,310,NO APPEND,No; we'll go back to Grande Terre. Let the fish alone.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4255142329237334,0.4198419109551102
310,310,310,311, he said. ,"We'll go wherever you like, /newquote I'll have Tonie come over and help me patch and trim my boat. We shall not need Beaudelet nor any one. Are you afraid of the pirogue?",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.3439836939972655,0.6146591542061114
311,311,311,312,NO APPEND,"Oh, no.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.354293095596545,0.5594505195717722
312,312,312,313,NO APPEND,"Then I'll take you some night in the pirogue when the moon shines. Maybe your Gulf spirit will whisper to you in which of these islands the treasures are hidden direct you to the very spot, perhaps.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.388068263915929,0.5222682121072256
313,313,313,314, she laughed. ,"And in a day we should be rich! /newquote I'd give it all to you, the pirate gold and every bit of treasure we could dig up. I think you would know how to spend it. Pirate gold isn't a thing to be hoarded or utilized. It is something to squander and throw to the four winds, for the fun of seeing the golden specks fly.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she laughed,0.7311859273664353,0.4198419109551102
314,314,314,315, he said. His face flushed.,"We'd share it, and scatter it together,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.3412514330452907,0.61562905604767
319,319,319,320," Edna said, lifting her hands instinctively to her head and pushing her straw hat up from her forehead.  /newquote  They were outside in the shadow of the church. Robert was full of solicitude.","I felt giddy and almost overcome, /newquote I couldn't have stayed through the service.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,Edna said,0.9854145194900678,0.1435814501701837
320,320,320,321," He took her arm and led her away, looking anxiously and continuously down into her face.","It was folly to have thought of going in the first place, let alone staying. Come over to Madame Antoine's; you can rest there.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4329156980260116,0.1448028194411108
331,331,331,332, she inquired. ,"How many years have I slept? /newquote The whole island seems changed. A new race of beings must have sprung up, leaving only you and me as past relics. How many ages ago did Madame Antoine and Tonie die? and when did our people from Grand Isle disappear from the earth?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she inquired,0.7755210309923782,0.1523130697347578
333,333,333,334,NO APPEND,You have slept precisely one hundred years. I was left here to guard your slumbers; and for one hundred years I have been out under the shed reading a book. The only evil I couldn't prevent was to keep a broiled fowl from drying up.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4528166459095051,0.1535953931804413
334,334,334,335," said Edna, moving with him into the house. ","If it has turned to stone, still will I eat it, /newquote But really, what has become of Monsieur Farival and the others?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna,0.985875487550718,0.1341169334683716
335,335,335,336,NO APPEND,"Gone hours ago. When they found that you were sleeping they thought it best not to awake you. Any way, I wouldn't have let them. What was I here for?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4378973479672025,0.1485187571118368
336,336,336,337," she speculated, as she seated herself at table.",I wonder if L once will be uneasy!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she speculated,0.7395922924460706,0.4246710418261827
337,337,337,338," Robert replied, as he busied himself among sundry pans and covered dishes which had been left standing on the hearth.","Of course not; he knows you are with me,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,Robert replied,0.9957550355168144,0.8468002776280603
338,338,338,339, asked Edna.,Where are Madame Antoine and her son?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,asked Edna,0.9852015332428335,0.5272048757009842
339,339,339,340,NO APPEND,"Gone to Vespers, and to visit some friends, I believe. I am to take you back in Tonie's boat whenever you are ready to go.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.43946011798191,0.1435814501701837
341,341,341,342," she asked, after draining her glass and brushing together the crumbs of the crusty loaf.",Shall we go right away?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked,0.7389791228562214,0.4102304165748787
342,342,342,343, he answered.,"The sun isn't as low as it will be in two hours,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he answered,0.3192237761904291,0.8468057567860678
343,343,343,344,NO APPEND,The sun will be gone in two hours.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.422990021702883,0.512382786382148
344,344,344,345,NO APPEND,"Well, let it go; who cares!",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4195999954361222,0.1497747803730741
357,357,357,358, she said at parting.,"Do you know we have been together the whole livelong day, Robert since early this morning?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said,0.7480721296329339,0.4242626429119704
358,358,358,359,NO APPEND,All but the hundred years when you were sleeping. Good-night.,Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Implicit,,0.428916730257849,0.1225792624989836
362,362,362,363,As Edna waited for her husband she sang low a little song that Robert had sung as they crossed the bay. It began with  /newquote  and every verse ended with ,"Ah! _si tu savais_, /newquote _si tu savais_.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4230878507616892,0.1318347213708038
368,368,368,369,"  /newquote   /newquote   /newquote  were some of the replies she gathered, uttered simultaneously in French and English.",To-night! /newquote This very evening! /newquote Did you ever! /newquote What possesses him!,Doctor Mandelet,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said the Doctor,0.8511506266876877,0.8468221932970322
385,385,385,386, she asked Robert.,At what time do you leave?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked Robert,0.7378284117594872,0.1523130697347578
386,386,386,387, he told her. ,"At ten, /newquote Beaudelet wants to wait for the moon.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,he told her,0.7422622161121323,0.1523130697347578
387,387,387,388,NO APPEND,Are you all ready to go?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4203738350966732,0.1485187571118368
388,388,388,389,NO APPEND,"Quite ready. I shall only take a hand-bag, and shall pack my trunk in the city.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4324243302426399,0.151039541612728
393,393,393,394," replied Edna, ","All that noise and confusion at the table must have upset me, /newquote and moreover, I hate shocks and surprises. The idea of Robert starting off in such a ridiculously sudden and dramatic way! As if it were a matter of life and death! Never saying a word about it all morning when he was with me.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,replied Edna,0.9886933462808756,0.3912343965358977
394,394,394,395, agreed Madame Ratignolle. ,"Yes, /newquote I think it was showing us all you especially very little consideration. It wouldn't have surprised me in any of the others; those Lebruns are all given to heroics. But I must say I should never have expected such a thing from Robert. Are you not coming down? Come on, dear; it doesn't look friendly.",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,agreed Madame Ratignolle,0.9833202794041463,0.8005516743089838
395,395,395,396," said Edna, a little sullenly. ","No, /newquote I can't go to the trouble of dressing again; I don't feel like it.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,said Edna,0.985277080362521,0.5690711537653534
396,396,396,397,NO APPEND,You needn't dress; you look all right; fasten a belt around your waist. Just look at me!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4098542354711366,0.1815864244070612
397,397,397,398, persisted Edna; ,"No, /newquote but you go on. Madame Lebrun might be offended if we both stayed away.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,persisted Edna,0.9853690560447728,0.1815864244070612
400,400,400,401, he asked.,Aren't you feeling well?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked,0.3038269806893313,0.4928755950807352
401,401,401,402,NO APPEND,"Oh, well enough. Are you going right away?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3957731364427099,0.7965323173230414
402,402,402,403,He lit a match and looked at his watch.  /newquote  he said. The sudden and brief flare of the match emphasized the darkness for a while. He sat down upon a stool which the children had left out on the porch.,"In twenty minutes,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.3318167340163858,0.8003594103319025
403,403,403,404, said Edna.,"Get a chair,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna,0.984063208461602,0.80700109560377
404,404,404,405," he replied. He put on his soft hat and nervously took it off again, and wiping his face with his handkerchief, complained of the heat.","This will do,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he replied,0.326699977526466,0.8003594103319025
405,405,405,406," said Edna, offering it to him.","Take the fan,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna,0.9841541684364008,0.577062851981474
406,406,406,407,NO APPEND,"Oh, no! Thank you. It does no good; you have to stop fanning some time, and feel all the more uncomfortable afterward.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4197539806263574,0.2212173814774107
407,407,407,408,NO APPEND,That's one of the ridiculous things which men always say. I have never known one to speak otherwise of fanning. How long will you be gone?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4248875488220193,0.21282236110165
408,408,408,409,NO APPEND,"Forever, perhaps. I don't know. It depends upon a good many things.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4037438208265307,0.218392958239063
409,409,409,410,NO APPEND,"Well, in case it shouldn't be forever, how long will it be?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4017930975953171,0.051878116688845
410,410,410,411,NO APPEND,I don't know.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3885369371762804,0.051878116688845
411,411,411,412," He remained silent, not offering to defend himself. He only said, after a moment:","This seems to me perfectly preposterous and uncalled for. I don't like it. I don't understand your motive for silence and mystery, never saying a word to me about it this morning.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4373887956056351,0.1456414591685558
412,412,412,413,NO APPEND,Don't part from me in any ill humor. I never knew you to be out of patience with me before.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,He only said,0.0552924397221091,0.8002952914346858
413,413,413,414, she said. ,"I don't want to part in any ill humor, /newquote But can't you understand? I've grown used to seeing you, to having you with me all the time, and your action seems unfriendly, even unkind. You don't even offer an excuse for it. Why, I was planning to be together, thinking of how pleasant it would be to see you in the city next winter.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said,0.8137615645037887,0.45019338252016
414,414,414,415," he blurted.  /newquote  He stood up suddenly and held out his hand.  /newquote  She clung to his hand, striving to detain him.","So was I, /newquote Perhaps that's the  /newquote Good-by, my dear Mrs. Pontellier; good-by. You won't I hope you won't completely forget me.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he blurted,0.0560117374439174,0.8003594103319025
415,415,415,416, she entreated.,"Write to me when you get there, won't you, Robert?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she entreated,0.7526647099977474,0.8253430107567413
416,416,416,417,NO APPEND,"I will, thank you. Good-by.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,,0.3885312300019825,0.0465686606596766
417,417,417,418,How unlike Robert! The merest acquaintance would have said something more emphatic than  /newquote  to such a request.,"I will, thank you; good-by,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3885312300019825,0.1815864244070612
422,422,422,423," asked Mademoiselle Reisz one morning as she came creeping up behind Edna, who had just left her cottage on her way to the beach. She spent much of her time in the water since she had acquired finally the art of swimming. As their stay at Grand Isle drew near its close, she felt that she could not give too much time to a diversion which afforded her the only real pleasurable moments that she knew. When Mademoiselle Reisz came and touched her upon the shoulder and spoke to her, the woman seemed to echo the thought which was ever in Edna's mind; or, better, the feeling which constantly possessed her.",Do you miss your friend greatly?,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Mademoiselle Reisz,0.0793049434039006,0.2525811644247133
425,425,425,426," explained Madame Lebrun. She had a letter from him, written before he left New Orleans. Edna wished to see the letter, and Madame Lebrun told her to look for it either on the table or the dresser, or perhaps it was on the mantelpiece.","Oh, Robert stopped having his pictures taken when he had to pay for them himself! He found wiser use for his money, he says,",Madame Lebrun,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,explained Madame Lebrun,0.9853466435323722,0.5614826130961708
428,428,428,429, he asked.,"How do you get on without him, Edna?",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked,0.2731978601022401,0.777393053396844
429,429,429,430," she admitted. Mr. Pontellier had seen Robert in the city, and Edna asked him a dozen questions or more. Where had they met? On Carondelet Street, in the morning. They had gone  /newquote  and had a drink and a cigar together. What had they talked about? Chiefly about his prospects in Mexico, which Mr. Pontellier thought were promising. How did he look? How did he seem grave, or gay, or how? Quite cheerful, and wholly taken up with the idea of his trip, which Mr. Pontellier found altogether natural in a young fellow about to seek fortune and adventure in a strange, queer country.","It's very dull without him, /newquote in",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she admitted,0.7524225969637622,0.5323441755758413
432,432,432,433,NO APPEND,"I would give up the unessential; I would give my money, I would give my life for my children; but I wouldn't give myself. I can't make it more clear; it's only something which I am beginning to comprehend, which is revealing itself to me.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,Edna tried to appease her friend to explain,0.9875378456148096,0.2212173814774107
433,433,433,434," said Madame Ratignolle, cheerfully; ","I don't know what you would call the essential, or what you mean by the unessential, /newquote but a woman who would give her life for her children could do no more than that your Bible tells you so. I'm sure I couldn't do more than that.",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Madame Ratignolle,0.9416933694614952,0.800935785086511
434,434,434,435, laughed Edna.,"Oh, yes you could!",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,laughed Edna,0.9842001901334092,0.444370537106068
436,436,436,437,NO APPEND,"Oh, good morning, Mademoiselle; is it you? Why, of course I miss Robert. Are you going down to bathe?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4140237977967041,0.4653871489885399
437,437,437,438," replied the woman, disagreeably.","Why should I go down to bathe at the very end of the season when I haven't been in the surf all summer,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,replied the woman,0.2991988908045226,0.8002952914346858
438,438,438,439," offered Edna, in some embarrassment, for she should have remembered that Mademoiselle Reisz's avoidance of the water had furnished a theme for much pleasantry. Some among them thought it was on account of her false hair, or the dread of getting the violets wet, while others attributed it to the natural aversion for water sometimes believed to accompany the artistic temperament. Mademoiselle offered Edna some chocolates in a paper bag, which she took from her pocket, by way of showing that she bore no ill feeling. She habitually ate chocolates for their sustaining quality; they contained much nutriment in small compass, she said. They saved her from starvation, as Madame Lebrun's table was utterly impossible; and no one save so impertinent a woman as Madame Lebrun could think of offering such food to people and requiring them to pay for it.","I beg your pardon,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,offered Edna,0.9840802537316592,0.544622863903193
439,439,439,440," said Edna, desiring to change the subject. ","She must feel very lonely without her son, /newquote Her favorite son, too. It must have been quite hard to let him go.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna,0.985986443549911,0.2019943254917687
441,441,441,442,NO APPEND,"Her favorite son! Oh, dear! Who could have been imposing such a tale upon you? Aline Lebrun lives for Victor, and for Victor alone. She has spoiled him into the worthless creature he is. She worships him and the ground he walks on. Robert is very well in a way, to give up all the money he can earn to the family, and keep the barest pittance for himself. Favorite son, indeed! I miss the poor fellow myself, my dear. I liked to see him and to hear him about the place the only Lebrun who is worth a pinch of salt. He comes to see me often in the city. I like to play to him. That Victor! hanging would be too good for him. It's a wonder Robert hasn't beaten him to death long ago.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.5859866932070408,0.1993525093991998
442,442,442,443," offered Edna, glad to be talking about Robert, no matter what was said.","I thought he had great patience with his brother,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,offered Edna,0.9847479896408268,0.4519843016429775
443,443,443,444, said Mademoiselle. ,"Oh! he thrashed him well enough a year or two ago, /newquote It was about a Spanish girl, whom Victor considered that he had some sort of claim upon. He met Robert one day talking to the girl, or walking with her, or bathing with her, or carrying her basket I don't remember what; and he became so insulting and abusive that Robert gave him a thrashing on the spot that has kept him comparatively in order for a good while. It's about time he was getting another.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Mademoiselle,0.0925298884575161,0.8002952914346858
444,444,444,445, asked Edna.,Was her name Mariequita?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,asked Edna,0.9840972810654832,0.3094617253360184
445,445,445,446,NO APPEND,"Mariequita yes, that was it; Mariequita. I had forgotten. Oh, she's a sly one, and a bad one, that Mariequita!",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4140466835121862,0.2212173814774107
448,448,448,449, asked Edna.,When do you leave?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,asked Edna,0.9842240705074556,0.457201686011185
449,449,449,450,NO APPEND,Next Monday; and you?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,,0.3895568193192828,0.8008078099605356
450,450,450,451," answered Edna, adding, ","The following week, /newquote It has been a pleasant summer, hasn't it, Mademoiselle?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,answered Edna,0.9852753634044724,0.577062851981474
451,451,451,452," agreed Mademoiselle Reisz, with a shrug, ","Well, /newquote rather pleasant, if it hadn't been for the mosquitoes and the Farival twins.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,agreed Mademoiselle Reisz,0.098213836673035,0.5818916660207775
459,459,459,460," he asked. He tasted his soup and began to season it with pepper, salt, vinegar, mustard everything within reach.","Tired out, Edna? Whom did you have? Many callers?",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked,0.1695456752640183,0.7773236105509773
460,460,460,461," replied Edna, who was eating her soup with evident satisfaction. ","There were a good many, /newquote I found their cards when I got home; I was out.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,replied Edna,0.9848654270645362,0.3736343865690277
461,461,461,462," exclaimed her husband, with something like genuine consternation in his voice as he laid down the vinegar cruet and looked at her through his glasses. ","Out! /newquote Why, what could have taken you out on Tuesday? What did you have to do?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,exclaimed her husband,0.7595358486817717,0.051878116688845
462,462,462,463,NO APPEND,"Nothing. I simply felt like going out, and I went out.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3940893864631773,0.051878116688845
463,463,463,464," said her husband, somewhat appeased, as he added a dash of cayenne pepper to the soup.","Well, I hope you left some suitable excuse,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,said her husband,0.7533814950641937,0.051878116688845
464,464,464,465,NO APPEND,"No, I left no excuse. I told Joe to say I was out, that was all.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4032430569559549,0.051878116688845
465,465,465,466,NO APPEND,"Why, my dear, I should think you'd understand by this time that people don't do such things; we've got to observe _les convenances_ if we ever expect to get on and keep up with the procession. If you felt that you had to leave home this afternoon, you should have left some suitable explanation for your absence.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.477167230981128,0.051878116688845
466,466,466,467,NO APPEND,This soup is really impossible; it's strange that woman hasn't learned yet to make a decent soup. Any free-lunch stand in town serves a better one. Was Mrs. Belthrop here?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4338836383718568,0.051878116688845
467,467,467,468,NO APPEND,"Bring the tray with the cards, Joe. I don't remember who was here.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4034535760867276,0.051878116688845
469,469,469,470, she said.,"Give it to Mr. Pontellier,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said,0.751280161263549,0.051878116688845
472,472,472,473, He pushed the cards aside.," The Misses Delasidas.' I worked a big deal in futures for their father this morning; nice girls; it's time they were getting married.  Mrs. Belthrop.' I tell you what it is, Edna; you can't afford to snub Mrs. Belthrop. Why, Belthrop could buy and sell us ten times over. His business is worth a good, round sum to me. You'd better write her a note.  Mrs. James Highcamp.' Hugh! the less you have to do with Mrs. Highcamp, the better.  Madame Laforc .' Came all the way from Carrolton, too, poor old soul.  Miss Wiggs,'  Mrs. Eleanor Boltons.'",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he read,0.1573305543810286,0.777878720518766
473,473,473,474," exclaimed Edna, who had been fuming. ",Mercy! /newquote Why are you taking the thing so seriously and making such a fuss over it?,Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,exclaimed Edna,0.9854068419559312,0.3672309512436744
474,474,474,475,NO APPEND,I'm not making any fuss over it. But it's just such seeming trifles that we've got to take seriously; such things count.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4188443704763729,0.051878116688845
476,476,476,477," he said, ","It seems to me, /newquote we spend money enough in this house to procure at least one meal a day which a man could eat and retain his self-respect.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said,0.1879203240987704,0.4927753067536944
477,477,477,478," returned Edna, indifferently.","You used to think the cook was a treasure,",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,returned Edna,0.9846903570857464,0.3865730348761546
478,478,478,479,NO APPEND,"Perhaps she was when she first came; but cooks are only human. They need looking after, like any other class of persons that you employ. Suppose I didn't look after the clerks in my office, just let them run things their own way; they'd soon make a nice mess of me and my business.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.4647910617093078,0.051878116688845
479,479,479,480," asked Edna, seeing that her husband arose from table without having eaten a morsel except a taste of the highly-seasoned soup.",Where are you going?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3883515414513926,0.051878116688845
480,480,480,481," He went into the hall, took his hat and stick from the stand, and left the house.",I'm going to get my dinner at the club. Good night.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,,0.3825920476694029,0.075084238160562
486,486,486,487, said Edna. ,"A vase fell upon the hearth, /newquote Never mind; leave it till morning.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna,0.9852641748381478,0.2869253457523829
487,487,487,488," insisted the young woman, picking up bits of the broken vase that were scattered upon the carpet. ","Oh! you might get some of the glass in your feet, ma'am, /newquote And here's your ring, ma'am, under the chair.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,insisted the young woman,0.0698201621351248,0.6279185908709368
