,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
387,387,387,388,"He raised his head irritably when his sister Janey entered, and then quickly bent over his book (Swinburne's  /newquote --just out) as if he had not seen her.  She glanced at the writing-table heaped with books, opened a volume of the  /newquote  made a wry face over the archaic French, and sighed:  ","Chastelard /newquote Contes Drolatiques, /newquote What learned things you read!",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,She glanced at the writingtable heaped with books opened a volume of the Contes Drolatiques made a wry face over the archaic French and sighed,0.4474749093301657,0.1173662193834711
388,388,388,389," he asked, as she hovered Cassandra-like before him.",Well--?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he asked,0.5222066996099527,0.0742602463777656
389,389,389,390,NO APPEND,Mother's very angry.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5027230478746427,0.0742602463777656
390,390,390,391,NO APPEND,Angry?  With whom?  About what?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4914314474642943,0.0742602463777656
391,391,391,392,NO APPEND,"Miss Sophy Jackson has just been here.  She brought word that her brother would come in after dinner: she couldn't say very much, because he forbade her to: he wishes to give all the details himself.  He's with cousin Louisa van der Luyden now.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.2856118184535597,0.0742602463777656
392,392,392,393,NO APPEND,"For heaven's sake, my dear girl, try a fresh start.  It would take an omniscient Deity to know what you're talking about.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3972460279615821,0.0742602463777656
393,393,393,394,NO APPEND,"It's not a time to be profane, Newland....  Mother feels badly enough about your not going to church ...",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.1124062888739141,0.0742602463777656
395,395,395,396,NO APPEND,NEWLAND!  Do listen.  Your friend Madame Olenska was at Mrs. Lemuel Struthers's party last night: she went there with the Duke and Mr. Beaufort.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3730248544248274,0.0742602463777656
396,396,396,397,At the last clause of this announcement a senseless anger swelled the young man's breast.  To smother it he laughed.  ,"Well, what of it?  I knew she meant to.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he laughed,0.4867527860279561,0.0742602463777656
397,397,397,398,Janey paled and her eyes began to project.  ,You knew she meant to--and you didn't try to stop her?  To warn her?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4496864858971053,0.0742602463777656
398,398,398,399,  He laughed again.   /newquote   The words had a fantastic sound in his own ears.,Stop her?  Warn her? /newquote I'm not engaged to be married to the Countess Olenska!,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4318354915984816,0.0742602463777656
399,399,399,400,NO APPEND,You're marrying into her family.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4858213843153689,0.0742602463777656
400,400,400,401, he jeered.,"Oh, family--family!",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he jeered,0.5040053286487418,0.0742602463777656
401,401,401,402,NO APPEND,Newland--don't you care about Family?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.1425965212551408,0.0742602463777656
402,402,402,403,NO APPEND,Not a brass farthing.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4951445843237523,0.0742602463777656
403,403,403,404,NO APPEND,Nor about what cousin Louisa van der Luyden will think?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4616264649139218,0.0742602463777656
404,404,404,405,NO APPEND,Not the half of one--if she thinks such old maid's rubbish.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4575469634416856,0.0742602463777656
405,405,405,406, said his virgin sister with pinched lips.,"Mother is not an old maid,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,said his virgin sister,0.1633191499315216,0.0742602463777656
406,406,406,407,"He felt like shouting back:   /newquote  But he saw her long gentle face puckering into tears, and felt ashamed of the useless pain he was inflicting.","Yes, she is, and so are the van der Luydens, and so we all are, when it comes to being so much as brushed by the wing-tip of Reality.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.3876160792951675,0.0742602463777656
407,407,407,408,NO APPEND,"Hang Countess Olenska!  Don't be a goose, Janey--I'm not her keeper.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4477415521695327,0.0742602463777656
408,408,408,409,NO APPEND,No; but you DID ask the Wellands to announce your engagement sooner so that we might all back her up; and if it hadn't been for that cousin Louisa would never have invited her to the dinner for the Duke.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.317744330634465,0.0742602463777656
409,409,409,410,NO APPEND,Well--what harm was there in inviting her?  She was the best-looking woman in the room; she made the dinner a little less funereal than the usual van der Luyden banquet.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3487492743561265,0.0605201069351419
410,410,410,411,NO APPEND,"You know cousin Henry asked her to please you: he persuaded cousin Louisa.  And now they're so upset that they're going back to Skuytercliff tomorrow.  I think, Newland, you'd better come down.  You don't seem to understand how mother feels.",Miss Welland,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.0859123380194262,0.7731131857340238
452,452,452,453," he always addressed Archer as  /newquote -- /newquote   The gentlemen he spoke of were the other senior partners of the firm; for, as was always the case with legal associations of old standing in New York, all the partners named on the office letter-head were long since dead; and Mr. Letterblair, for example, was, professionally speaking, his own grandson.","My dear sir-- /newquote sir /newquote I have sent for you to go into a little matter; a matter which, for the moment, I prefer not to mention either to Mr. Skipworth or Mr. Redwood.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he always addressed Archer,0.3250170271171884,0.0942669988589333
453,453,453,454,He leaned back in his chair with a furrowed brow.   /newquote  he continued.,For family reasons--,Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he continued,0.5028971236372028,0.1005677200299832
455,455,455,456, said Mr. Letterblair with an explanatory smile and bow.   /newquote   He paused and drummed on his desk.  ,"The Mingott family, /newquote Mrs. Manson Mingott sent for me yesterday.  Her grand-daughter the Countess Olenska wishes to sue her husband for divorce.  Certain papers have been placed in my hands. /newquote In view of your prospective alliance with the family I should like to consult you--to consider the case with you--before taking any farther steps.",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Explicit,said Mr Letterblair,0.9970215904619372,0.2541812947673608
457,457,457,458,He waited for the senior partner to continue.  Mr. Letterblair unlocked a drawer and drew out a packet.  ,If you will run your eye over these papers--,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4870514050655164,0.0812788454014167
458,458,458,459,Archer frowned.  ,"I beg your pardon, sir; but just because of the prospective relationship, I should prefer your consulting Mr. Skipworth or Mr. Redwood.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3832828268605431,0.0812788454014167
460,460,460,461,He bowed.  ,"I respect your scruple, sir; but in this case I believe true delicacy requires you to do as I ask.  Indeed, the suggestion is not mine but Mrs. Manson Mingott's and her son's.  I have seen Lovell Mingott; and also Mr. Welland.  They all named you.",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.2783544924206466,0.2589179337158322
462,462,462,463, he said.,"Her uncles ought to deal with this,",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Anaphoric,he said,0.4840347359007925,0.1005677200299832
463,463,463,464,NO APPEND,"They have.  The matter has been gone into by the family.  They are opposed to the Countess's idea; but she is firm, and insists on a legal opinion.",Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Implicit,,0.3683783762368031,0.1005677200299832
465,465,465,466,NO APPEND,Does she want to marry again?,Newland Archer,Janey Archer,NO MONOLOGUE,0,0,Implicit,,0.5054215469839655,0.1038563571605168
466,466,466,467,NO APPEND,I believe it is suggested; but she denies it.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4834226553625749,0.0812788454014167
467,467,467,468,NO APPEND,Then--,Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Implicit,,0.528583912917351,0.4340230640147911
468,468,468,469,NO APPEND,"Will you oblige me, Mr. Archer, by first looking through these papers? Afterward, when we have talked the case over, I will give you my opinion.",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.265771117192516,0.7849809342384855
470,470,470,471," he argued; and she had answered, with her clearest look:  ","You know, when it comes to the point, your parents have always let you have your way ever since you were a little girl, /newquote Yes; and that's what makes it so hard to refuse the very last thing they'll ever ask of me as a little girl.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he argued,0.2683596378276265,0.0812788454014167
473,473,473,474, he said in a constrained voice.,"Here are the letters, sir.  If you wish, I'll see Madame Olenska,",Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Anaphoric,he said,0.4509037104241112,0.4735519336306231
474,474,474,475,NO APPEND,"Thank you--thank you, Mr. Archer.  Come and dine with me tonight if you're free, and we'll go into the matter afterward: in case you wish to call on our client tomorrow.",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.1779708544805113,0.4203815358729877
479,479,479,480,"On reaching home he wrote a line to the Countess Olenska, asking at what hour of the next day she could receive him, and despatched it by a messenger-boy, who returned presently with a word to the effect that she was going to Skuytercliff the next morning to stay over Sunday with the van der Luydens, but that he would find her alone that evening after dinner.  The note was written on a rather untidy half-sheet, without date or address, but her hand was firm and free.  He was amused at the idea of her week-ending in the stately solitude of Skuytercliff, but immediately afterward felt that there, of all places, she would most feel the chill of minds rigorously averted from the ",unpleasant.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,She shook her head and sighed,0.5148070536334162,0.0812788454014167
481,481,481,482,"After a velvety oyster soup came shad and cucumbers, then a young broiled turkey with corn fritters, followed by a canvas-back with currant jelly and a celery mayonnaise.  Mr. Letterblair, who lunched on a sandwich and tea, dined deliberately and deeply, and insisted on his guest's doing the same.  Finally, when the closing rites had been accomplished, the cloth was removed, cigars were lit, and Mr. Letterblair, leaning back in his chair and pushing the port westward, said, spreading his back agreeably to the coal fire behind him:  ",The whole family are against a divorce.  And I think rightly.,Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mr Letterblair leaning back in his chair and pushing the port westward said,0.996938551281378,0.3285462137041936
482,482,482,483,Archer instantly felt himself on the other side of the argument.  ,"But why, sir?  If there ever was a case--",Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Implicit,,0.49003204147367,0.9999869850922412
483,483,483,484,NO APPEND,"Well--what's the use?  SHE'S here--he's there; the Atlantic's between them.  She'll never get back a dollar more of her money than what he's voluntarily returned to her: their damned heathen marriage settlements take precious good care of that.  As things go over there, Olenski's acted generously: he might have turned her out without a penny.",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.3111266784409662,0.4186536017879229
485,485,485,486," Mr. Letterblair continued, ","I understand, though, /newquote that she attaches no importance to the money.  Therefore, as the family say, why not let well enough alone?",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mr Letterblair continued,0.9900029322030534,0.2568809334113863
487,487,487,488,NO APPEND,I think that's for her to decide.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4993022155826316,0.0812788454014167
488,488,488,489,NO APPEND,H'm--have you considered the consequences if she decides for divorce?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4704744552593337,0.0812788454014167
489,489,489,490,NO APPEND,You mean the threat in her husband's letter?  What weight would that carry?  It's no more than the vague charge of an angry blackguard.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3912634106555232,0.0812788454014167
490,490,490,491,NO APPEND,Yes; but it might make some unpleasant talk if he really defends the suit.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4558578204682256,0.0812788454014167
491,491,491,492, said Archer explosively.,Unpleasant--!,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Explicit,said Archer,0.9557986349045604,0.0812788454014167
492,492,492,493,"Mr. Letterblair looked at him from under enquiring eyebrows, and the young man, aware of the uselessness of trying to explain what was in his mind, bowed acquiescently while his senior continued:  ",Divorce is always unpleasant.,Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Anaphoric,his senior continued,0.2020566118233767,0.4340230640147911
493,493,493,494," Mr. Letterblair resumed, after a waiting silence.",You agree with me?,Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mr Letterblair resumed,0.996602092681254,0.5127730023330352
494,494,494,495, said Archer.,"Naturally,",Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Explicit,said Archer,0.9568749716167672,0.6193609596477383
495,495,495,496,NO APPEND,"Well, then, I may count on you; the Mingotts may count on you; to use your influence against the idea?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4185830342655137,0.0812788454014167
496,496,496,497,Archer hesitated.   /newquote  he said at length.,"I can't pledge myself till I've seen the Countess Olenska,",Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Anaphoric,he said,0.4574767295886655,0.4368248949039945
497,497,497,498,NO APPEND,"Mr. Archer, I don't understand you.  Do you want to marry into a family with a scandalous divorce-suit hanging over it?",Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Implicit,,0.2385138002391651,0.8383438023972172
498,498,498,499,NO APPEND,I don't think that has anything to do with the case.,Newland Archer,Mr. Letterblair,NO MONOLOGUE,0,0,Implicit,,0.4753240824290893,0.6247201199276115
501,501,501,502,NO APPEND,"You may be sure, sir, that I shan't commit myself till I've reported to you; what I meant was that I'd rather not give an opinion till I've heard what Madame Olenska has to say.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3384209941516924,0.0812788454014167
505,505,505,506,"Beyond the small and slippery pyramid which composed Mrs. Archer's world lay the almost unmapped quarter inhabited by artists, musicians and  /newquote   These scattered fragments of humanity had never shown any desire to be amalgamated with the social structure.  In spite of odd ways they were said to be, for the most part, quite respectable; but they preferred to keep to themselves.  Medora Manson, in her prosperous days, had inaugurated a  /newquote ; but it had soon died out owing to the reluctance of the literary to frequent it.",people who wrote. /newquote literary salon,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.486896388848858,0.0812788454014167
508,508,508,509," Mrs. Archer used to say, ","When I was a girl, /newquote we knew everybody between the Battery and Canal Street; and only the people one knew had carriages.  It was perfectly easy to place any one then; now one can't tell, and I prefer not to try.",Mrs. Adeline Archer,Newland Archer,NO MONOLOGUE,0,0,Explicit,Mrs Archer used to say,0.9942162917222812,0.5101135566183128
509,509,509,510,"Only old Catherine Mingott, with her absence of moral prejudices and almost parvenu indifference to the subtler distinctions, might have bridged the abyss; but she had never opened a book or looked at a picture, and cared for music only because it reminded her of gala nights at the Italiens, in the days of her triumph at the Tuileries. Possibly Beaufort, who was her match in daring, would have succeeded in bringing about a fusion; but his grand house and silk-stockinged footmen were an obstacle to informal sociability.  Moreover, he was as illiterate as old Mrs. Mingott, and considered  /newquote  as the mere paid purveyors of rich men's pleasures; and no one rich enough to influence his opinion had ever questioned it.",fellows who wrote,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5173436441306836,0.0812788454014167
510,510,510,511,"Newland Archer had been aware of these things ever since he could remember, and had accepted them as part of the structure of his universe.  He knew that there were societies where painters and poets and novelists and men of science, and even great actors, were as sought after as Dukes; he had often pictured to himself what it would have been to live in the intimacy of drawing-rooms dominated by the talk of Merimee (whose  /newquote  was one of his inseparables), of Thackeray, Browning or William Morris.  But such things were inconceivable in New York, and unsettling to think of.  Archer knew most of the  /newquote  the musicians and the painters: he met them at the Century, or at the little musical and theatrical clubs that were beginning to come into existence.  He enjoyed them there, and was bored with them at the Blenkers', where they were mingled with fervid and dowdy women who passed them about like captured curiosities; and even after his most exciting talks with Ned Winsett he always came away with the feeling that if his world was small, so was theirs, and that the only way to enlarge either was to reach a stage of manners where they would naturally merge.","Lettres a une Inconnue /newquote fellows who wrote,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she asked,0.4684957029923363,0.0812788454014167
511,511,511,512,"He was reminded of this by trying to picture the society in which the Countess Olenska had lived and suffered, and also--perhaps--tasted mysterious joys.  He remembered with what amusement she had told him that her grandmother Mingott and the Wellands objected to her living in a  /newquote  quarter given over to  /newquote   It was not the peril but the poverty that her family disliked; but that shade escaped her, and she supposed they considered literature compromising.",Bohemian /newquote people who wrote.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.495825501680919,0.0812788454014167
516,516,516,517,"It was usual for ladies who received in the evenings to wear what were called  /newquote : a close-fitting armour of whale-boned silk, slightly open in the neck, with lace ruffles filling in the crack, and tight sleeves with a flounce uncovering just enough wrist to show an Etruscan gold bracelet or a velvet band.  But Madame Olenska, heedless of tradition, was attired in a long robe of red velvet bordered about the chin and down the front with glossy black fur. Archer remembered, on his last visit to Paris, seeing a portrait by the new painter, Carolus Duran, whose pictures were the sensation of the Salon, in which the lady wore one of these bold sheath-like robes with her chin nestling in fur.  There was something perverse and provocative in the notion of fur worn in the evening in a heated drawing-room, and in the combination of a muffled throat and bare arms; but the effect was undeniably pleasing.",simple dinner dresses,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5141948395743137,0.0841374618735585
526,526,526,527,"She said the words  /newquote  as if no sinister associations were connected with them, and in a tone that seemed almost to sigh over the lost delights of her married life.  Archer looked at her perplexedly, wondering if it were lightness or dissimulation that enabled her to touch so easily on the past at the very moment when she was risking her reputation in order to break with it.",my husband,Mr. Letterblair,Newland Archer,NO MONOLOGUE,0,0,Explicit,said Mr Letterblair,0.9034682161079702,0.5074535383088231
537,537,537,538," she asked, her eyes full of interest.","You know painters, then?  You live in their milieu?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she asked,0.4704667258159837,0.0812788454014167
538,538,538,539,NO APPEND,"Oh, not exactly.  I don't know that the arts have a milieu here, any of them; they're more like a very thinly settled outskirt.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3920861999266531,0.0812788454014167
539,539,539,540,NO APPEND,But you care for such things?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5034433089321305,0.0812788454014167
540,540,540,541,NO APPEND,Immensely.  When I'm in Paris or London I never miss an exhibition.  I try to keep up.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4362490379922378,0.0812788454014167
542,542,542,543,NO APPEND,I used to care immensely too: my life was full of such things.  But now I want to try not to.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4282855371830805,0.0812788454014167
543,543,543,544,NO APPEND,You want to try not to?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5089122431604308,0.0812788454014167
544,544,544,545,NO APPEND,"Yes: I want to cast off all my old life, to become just like everybody else here.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4448872872997792,0.0812788454014167
545,545,545,546,Archer reddened.   /newquote  he said.,"You'll never be like everybody else,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he said,0.4828770684419844,0.0812788454014167
546,546,546,547,She raised her straight eyebrows a little.  ,"Ah, don't say that.  If you knew how I hate to be different!",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4685471067179329,0.0812788454014167
548,548,548,549, she insisted.,"I want to get away from it all,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she insisted,0.4891613512207685,0.0812788454014167
549,549,549,550,He waited a moment and cleared his throat.  ,I know.  Mr. Letterblair has told me.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4931830932096571,0.0812788454014167
550,550,550,551,NO APPEND,Ah?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.532540463420298,0.0812788454014167
551,551,551,552,NO APPEND,That's the reason I've come.  He asked me to--you see I'm in the firm.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4550593656381512,0.0812788454014167
552,552,552,553,"She looked slightly surprised, and then her eyes brightened.  ","You mean you can manage it for me?  I can talk to you instead of Mr. Letterblair?  Oh, that will be so much easier!",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4039923396307461,0.0812788454014167
554,554,554,555, he repeated.,"I am here to talk about it,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he repeated,0.4933012021116693,0.0812788454014167
557,557,557,558,After a pause Madame Olenska broke out with unexpected vehemence:  ,I want to be free; I want to wipe out all the past.,Miss Welland,Newland Archer,NO MONOLOGUE,0,0,Explicit,Madame Olenska broke out,0.047294090205636,0.5136593309965023
558,558,558,559,NO APPEND,I understand that.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5176681061623167,0.1212675385674714
559,559,559,560,Her face warmed.  ,Then you'll help me?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5153527640482333,0.0812788454014167
560,560,560,561, he hesitated--,First-- /newquote perhaps I ought to know a little more.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he hesitated,0.4627284938783809,0.0812788454014167
561,561,561,562,She seemed surprised.  ,You know about my husband--my life with him?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4875456848832549,0.0812788454014167
563,563,563,564,NO APPEND,Well--then--what more is there?  In this country are such things tolerated?  I'm a Protestant--our church does not forbid divorce in such cases.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3730071656147218,0.0812788454014167
564,564,564,565,NO APPEND,Certainly not.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5203216159070662,0.0812788454014167
566,566,566,567, he said at length.,"I've looked through the papers you gave to Mr. Letterblair,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he said,0.456817271803801,0.0812788454014167
567,567,567,568,NO APPEND,Well--can there be anything more abominable?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4850745486831928,0.0812788454014167
568,568,568,569,NO APPEND,No.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.532540463420298,0.0812788454014167
570,570,570,571," Archer continued, ","Of course you know, /newquote that if your husband chooses to fight the case--as he threatens to--",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Explicit,Archer continued,0.9359400141352914,0.0812788454014167
571,571,571,572,NO APPEND,Yes--?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5290768674776759,0.0812788454014167
572,572,572,573,NO APPEND,"He can say things--things that might be unpl--might be disagreeable to you: say them publicly, so that they would get about, and harm you even if--",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3688388207805937,0.0812788454014167
573,573,573,574,NO APPEND,If--?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5302317272001179,0.0812788454014167
574,574,574,575,NO APPEND,I mean: no matter how unfounded they were.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.487390660828202,0.0812788454014167
576,576,576,577,NO APPEND,"What harm could such accusations, even if he made them publicly, do me here?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4486603097229464,0.0812788454014167
577,577,577,578,"It was on his lips to exclaim:   /newquote   Instead, he answered, in a voice that sounded in his ears like Mr. Letterblair's: ","My poor child--far more harm than anywhere else! /newquote New York society is a very small world compared with the one you've lived in.  And it's ruled, in spite of appearances, by a few people with--well, rather old-fashioned ideas.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he answered,0.2724079648530864,0.0812788454014167
578,578,578,579,"She said nothing, and he continued:  ",Our ideas about marriage and divorce are particularly old-fashioned.  Our legislation favours divorce--our social customs don't.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he continued,0.3796461334990318,0.0812788454014167
579,579,579,580,NO APPEND,Never?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5290768674776759,0.0812788454014167
580,580,580,581,NO APPEND,"Well--not if the woman, however injured, however irreproachable, has appearances in the least degree against her, has exposed herself by any unconventional action to--to offensive insinuations--",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3637278580274586,0.0812788454014167
583,583,583,584," she murmured at length, ","Yes, /newquote that's what my family tell me.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she murmured,0.4828332682190595,0.0812788454014167
584,584,584,585,He winced a little.  ,It's not unnatural--,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5227608357777939,0.0812788454014167
585,585,585,586, she corrected herself; and Archer coloured.   /newquote  she continued gently.,"OUR family, /newquote For you'll be my cousin soon,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she continued,0.4729317930733093,0.0812788454014167
586,586,586,587,NO APPEND,I hope so.,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5303717153989652,0.0812788454014167
587,587,587,588,NO APPEND,And you take their view?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.5117089015150817,0.0812788454014167
588,588,588,589,"He stood up at this, wandered across the room, stared with void eyes at one of the pictures against the old red damask, and came back irresolutely to her side.  How could he say:  ","Yes, if what your husband hints is true, or if you've no way of disproving it?",The Marchioness,Newland Archer,NO MONOLOGUE,0,0,Explicit,the Marchioness acquiesced,0.982974098936738,0.5136593309965023
589,589,589,590," she interjected, as he was about to speak.",Sincerely--,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she interjected,0.5153012042621872,0.0812788454014167
590,590,590,591,He looked down into the fire.  ,"Sincerely, then--what should you gain that would compensate for the possibility--the certainty--of a lot of beastly talk?",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3982612234435186,0.0812788454014167
591,591,591,592,NO APPEND,But my freedom--is that nothing?,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.4984827604956854,0.0812788454014167
592,592,592,593,"It flashed across him at that instant that the charge in the letter was true, and that she hoped to marry the partner of her guilt.  How was he to tell her that, if she really cherished such a plan, the laws of the State were inexorably opposed to it?  The mere suspicion that the thought was in her mind made him feel harshly and impatiently toward her.   /newquote  he returned.  ",But aren't you as free as air as it is? /newquote Who can touch you?  Mr. Letterblair tells me the financial question has been settled--,Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he returned,0.3709516352042123,0.0812788454014167
593,593,593,594, she said indifferently.,"Oh, yes,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,she said,0.5153158078209603,0.0812788454014167
594,594,594,595,NO APPEND,"Well, then: is it worth while to risk what may be infinitely disagreeable and painful?  Think of the newspapers--their vileness! It's all stupid and narrow and unjust--but one can't make over society.",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Implicit,,0.3132702681208357,0.0812788454014167
596,596,596,597," he rambled on, pouring out all the stock phrases that rose to his lips in his intense desire to cover over the ugly reality which her silence seemed to have laid bare.  Since she would not or could not say the one word that would have cleared the air, his wish was not to let her feel that he was trying to probe into her secret.  Better keep on the surface, in the prudent old New York way, than risk uncovering a wound he could not heal.","The individual, in such cases, is nearly always sacrificed to what is supposed to be the collective interest: people cling to any convention that keeps the family together--protects the children, if there are any,",Newland Archer,Miss Welland,NO MONOLOGUE,0,0,Anaphoric,he rambled,0.3337648072594474,0.0812788454014167
