,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression,probability_sp,probability_ad
347,347,347,348,"This stranger, to the perceptions of the proprietor of the cocoanut shy, appeared to be talking to himself, and Mr. Huxter remarked the same thing. He stopped at the foot of the  /newquote  steps, and, according to Mr. Huxter, appeared to undergo a severe internal struggle before he could induce himself to enter the house. Finally he marched up the steps, and was seen by Mr. Huxter to turn to the left and open the door of the parlour. Mr. Huxter heard voices from within the room and from the bar apprising the man of his error.  /newquote  said Hall, and the stranger shut the door clumsily and went into the bar.",Coach and Horses /newquote That room s private!,Mrs. Hall,Mr. Thomas Marvel,NO MONOLOGUE,0,10,Explicit,said Mrs Hall,0.8317383262268769,0.2129330603522345
350,350,350,351,"Presently the stranger stood up abruptly and put his pipe in his pocket. Then he vanished into the yard. Forthwith Mr. Huxter, conceiving he was witness of some petty larceny, leapt round his counter and ran out into the road to intercept the thief. As he did so, Mr. Marvel reappeared, his hat askew, a big bundle in a blue table-cloth in one hand, and three books tied together as it proved afterwards with the Vicar s braces in the other. Directly he saw Huxter he gave a sort of gasp, and turning sharply to the left, began to run.  /newquote  cried Huxter, and set off after him. Mr. Huxter s sensations were vivid but brief. He saw the man just before him and spurting briskly for the church corner and the hill road. He saw the village flags and festivities beyond, and a face or so turned towards him. He bawled,  /newquote  again. He had hardly gone ten strides before his shin was caught in some mysterious fashion, and he was no longer running, but flying with inconceivable rapidity through the air. He saw the ground suddenly close to his face. The world seemed to splash into a million whirling specks of light, and subsequent proceedings interested him no more.","Stop, thief! /newquote Stop!",Huxter,Mr. Thomas Marvel,NO MONOLOGUE,0,10,Explicit,cried Huxter,0.9846384118424146,0.1944211685223923
351,351,351,352,IN THE ,COACH AND HORSES,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,11,Anaphoric,he cried,0.3360270782511629,0.2066231490087285
353,353,353,354,"At that precise moment Mr. Cuss and Mr. Bunting were in the parlour. They were seriously investigating the strange occurrences of the morning, and were, with Mr. Hall s permission, making a thorough examination of the Invisible Man s belongings. Jaffers had partially recovered from his fall and had gone home in the charge of his sympathetic friends. The stranger s scattered garments had been removed by Mrs. Hall and the room tidied up. And on the table under the window where the stranger had been wont to work, Cuss had hit almost at once on three big books in manuscript labelled ",Diary.,The Invisible Man,Mrs. Bunting,NO MONOLOGUE,0,11,Anaphoric,he cried,0.3276609106502109,0.1532221999469977
354,354,354,355," said Cuss, putting the three books on the table.  /newquote  The Vicar stood with his hands on the table.","Diary! /newquote Now, at any rate, we shall learn something.",Cuss,Mrs. Bunting,NO MONOLOGUE,0,11,Explicit,said Cuss,0.998627324420691,0.3299842613607373
355,355,355,356," repeated Cuss, sitting down, putting two volumes to support the third, and opening it. ","Diary, /newquote H m no name on the fly-leaf. Bother! cypher. And figures.",Cuss,Mr. Hall,NO MONOLOGUE,0,11,Explicit,repeated Cuss,0.9954201626263772,0.0879635799202642
357,357,357,358,Cuss turned the pages over with a face suddenly disappointed. ,"I m dear me! It s all cypher, Bunting.",The Invisible Man,Bunting,NO MONOLOGUE,0,11,Implicit,,0.4617631928959216,0.996698572556896
358,358,358,359, asked Mr. Bunting. ,There are no diagrams? /newquote No illustrations throwing light ,Bunting,Mr. Thomas Marvel,NO MONOLOGUE,0,11,Explicit,asked Mr Bunting,0.9825260860855528,0.1462737433654956
359,359,359,360, said Mr. Cuss. ,"See for yourself, /newquote Some of it s mathematical and some of it s Russian or some such language (to judge by the letters), and some of it s Greek. Now the Greek I thought _you_ ",Cuss,Bunting,NO MONOLOGUE,0,11,Explicit,said Mr Cuss,0.9997496913145584,0.9901661638122596
360,360,360,361," said Mr. Bunting, taking out and wiping his spectacles and feeling suddenly very uncomfortable for he had no Greek left in his mind worth talking about; ","Of course, /newquote yes the Greek, of course, may furnish a clue.",Bunting,Cuss,NO MONOLOGUE,0,11,Explicit,said Mr Bunting,0.9915583433645668,0.9993864974235864
361,361,361,362,NO APPEND,I ll find you a place.,Cuss,Bunting,NO MONOLOGUE,0,11,Implicit,,0.8691753833390401,0.9959637527843328
362,362,362,363," said Mr. Bunting, still wiping. ","I d rather glance through the volumes first, /newquote A general impression first, Cuss, and _then_, you know, we can go looking for clues.",Bunting,Cuss,NO MONOLOGUE,0,11,Explicit,said Mr Bunting,0.9910901433822864,0.8495400465714426
366,366,366,367, said both gentlemen at once.,"No,",Cuss,Bunting,NO MONOLOGUE,0,11,Anaphoric,he said,0.8722841769539734,0.8648478226437116
369,369,369,370, said Mr. Bunting. ,"A sailor, I should judge, /newquote Amusing fellows, they are. Stand clear! indeed. A nautical term, referring to his getting back out of the room, I suppose.",Bunting,Cuss,NO MONOLOGUE,0,11,Explicit,said Mr Bunting,0.991893138521844,0.9991864649691344
370,370,370,371, said Cuss. ,"I daresay so, /newquote My nerves are all loose to-day. It quite made me jump the door opening like that.",Cuss,Bunting,NO MONOLOGUE,0,11,Explicit,said Cuss,0.9998874944085588,0.9948577025451462
371,371,371,372,"Mr. Bunting smiled as if he had not jumped.  /newquote  he said with a sigh, ","And now, /newquote these books.",Cuss,Bunting,NO MONOLOGUE,0,11,Anaphoric,he said,0.8396504151619889,0.7881938309842585
373,373,373,374," said Bunting, drawing up a chair next to that of Cuss. ","One thing is indisputable, /newquote There certainly have been very strange things happen in Iping during the last few days very strange. I cannot of course believe in this absurd invisibility story ",Bunting,Cuss,NO MONOLOGUE,0,11,Explicit,said Bunting,0.9899901131544429,0.4783433963159901
374,374,374,375, said Cuss ,"It s incredible, /newquote incredible. But the fact remains that I saw I certainly saw right down his sleeve ",Cuss,Bunting,NO MONOLOGUE,0,11,Explicit,said Cuss,0.9998796249314188,0.9934782705672728
375,375,375,376,NO APPEND,"But did you are you sure? Suppose a mirror, for instance  hallucinations are so easily produced. I don t know if you have ever seen a really good conjuror ",Cuss,Bunting,NO MONOLOGUE,0,11,Implicit,,0.8673324355710457,0.7780460334014104
376,376,376,377, said Cuss. ,"I won t argue again, /newquote We ve thrashed that out, Bunting. And just now there s these books Ah! here s some of what I take to be Greek! Greek letters certainly.",Cuss,Bunting,NO MONOLOGUE,0,11,Explicit,said Cuss,0.9999107869541138,0.9981764546950144
383,383,383,384,"The vicar and the doctor looked at one another, and the doctor pulled a face.  /newquote  said Mr. Bunting, and the doctor repeated it. Then the pressure on the necks relaxed, and the doctor and the vicar sat up, both very red in the face and wriggling their heads.","Yes,",Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,11,Explicit,said Teddy,0.9778095876594258,0.7780460334014104
389,389,389,390, said Teddy Henfrey.,Hul-lo!,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Teddy Henfrey,0.999144460102532,0.745555211256692
390,390,390,391, from the Tap.,Hul-lo!,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Teddy Henfrey,0.999144460102532,0.745555211256692
391,391,391,392,"Mr. Hall took things in slowly but surely.  /newquote  he said, and came round from behind the bar towards the parlour door.","That ain t right,",The Invisible Man,Bunting,NO MONOLOGUE,0,12,Anaphoric,he said,0.3758570736998489,0.745555211256692
392,392,392,393,"He and Teddy approached the door together, with intent faces. Their eyes considered.  /newquote  said Hall, and Henfrey nodded agreement. Whiffs of an unpleasant chemical odour met them, and there was a muffled sound of conversation, very rapid and subdued.","Summat wrong,",Mr. Hall,Bunting,NO MONOLOGUE,0,12,Explicit,said Hall,0.9285278569551512,0.7675554278983332
394,394,394,395,"The muttered conversation ceased abruptly, for a moment silence, then the conversation was resumed, in hissing whispers, then a sharp cry of  /newquote  There came a sudden motion and the oversetting of a chair, a brief struggle. Silence again.","No! no, you don t!",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,12,Anaphoric,said the rigid figure,0.3766681451845668,0.1574158249117865
395,395,395,396," exclaimed Henfrey, _sotto voce_.",What the dooce?,Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,12,Explicit,exclaimed Henfrey,0.9995726408786584,0.6773056559955258
398,398,398,399, said Mr. Henfrey.,Odd!,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Mr Henfrey,0.9995882624402748,0.588547447426522
399,399,399,400, said Mr. Hall.,Odd!,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Mr Henfrey,0.9995166810151908,0.588547447426522
400,400,400,401, said Henfrey.,"Says,  Don t interrupt, ",Mr. Teddy Henfrey,Mr. Hall,NO MONOLOGUE,0,12,Explicit,said Henfrey,0.999482826795964,0.6715348981888666
401,401,401,402, said Hall.,"I heerd n,",Mr. Hall,Mr. Teddy Henfrey,NO MONOLOGUE,0,12,Explicit,said Hall,0.9452040162969916,0.8196758851312915
402,402,402,403, said Henfrey.,"And a sniff,",Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Henfrey,0.9994170896086588,0.7787823032236774
404,404,404,405, asked Henfrey.,What was that?,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,asked Henfrey,0.9995566708247332,0.9942086759677116
405,405,405,406, said Hall. ,"Says he wi  nart, /newquote Warn t speaking to us, wuz he?",Mr. Hall,Bunting,NO MONOLOGUE,0,12,Explicit,said Hall,0.9439496527931684,0.850259601782435
407,407,407,408, said Mr. Henfrey. ," Disgraceful,  /newquote I heard it distinct.",Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Mr Henfrey,0.9995269593799544,0.9934782705672728
408,408,408,409, asked Henfrey.,Who s that speaking now?,Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,asked Henfrey,0.99955941995273,0.745555211256692
409,409,409,410, said Hall. ,"Mr. Cuss, I s pose, /newquote Can you hear anything?",Mr. Hall,Bunting,NO MONOLOGUE,0,12,Explicit,said Hall,0.9442501376845268,0.745555211256692
411,411,411,412, said Hall.,"Sounds like throwing the table-cloth about,",Mr. Hall,Bunting,NO MONOLOGUE,0,12,Explicit,said Hall,0.9412154267236544,0.7780460334014104
414,414,414,415,"At first she refused to see anything in what they had heard at all. Then she insisted on Hall keeping silence, while Henfrey told her his story. She was inclined to think the whole business nonsense perhaps they were just moving the furniture about.  /newquote  said Hall.","I heerd n say  disgraceful ; _that_ I did,",Mr. Hall,Bunting,NO MONOLOGUE,0,12,Explicit,said Hall,0.946958553093258,0.7675554278983332
420,420,420,421,"Everyone stood listening intently. Mrs. Hall s eyes, directed straight before her, saw without seeing the brilliant oblong of the inn door, the road white and vivid, and Huxter s shop-front blistering in the June sun. Abruptly Huxter s door opened and Huxter appeared, eyes staring with excitement, arms gesticulating.  /newquote  cried Huxter.  /newquote  and he ran obliquely across the oblong towards the yard gates, and vanished.",Yap! /newquote Stop thief!,Huxter,Mr. Teddy Henfrey,NO MONOLOGUE,0,12,Explicit,cried Huxter,0.9883392724673856,0.3985872512736793
429,429,429,430,"In another moment Mr. Cuss was back in the parlour.  /newquote  he said, rushing in. ","He s coming back, Bunting! /newquote Save yourself!",Cuss,Bunting,NO MONOLOGUE,0,12,Anaphoric,he said,0.4660618782925944,0.966980012977542
430,430,430,431,"Mr. Bunting was standing in the window engaged in an attempt to clothe himself in the hearth-rug and a _West Surrey Gazette_.  /newquote  he said, so startled that his costume narrowly escaped disintegration.",Who s coming?,Cuss,Mr. Thomas Marvel,NO MONOLOGUE,0,12,Anaphoric,he said,0.5825785066069484,0.1471486757096772
431,431,431,432," said Cuss, and rushed on to the window. ","Invisible Man, /newquote We d better clear out from here! He s fighting mad! Mad!",Cuss,Bunting,NO MONOLOGUE,0,12,Explicit,said Cuss,0.9996052851420222,0.2430636337251239
436,436,436,437,"The Invisible Man amused himself for a little while by breaking all the windows in the  /newquote  and then he thrust a street lamp through the parlour window of Mrs. Gribble. He it must have been who cut the telegraph wire to Adderdean just beyond Higgins  cottage on the Adderdean road. And after that, as his peculiar qualities allowed, he passed out of human perceptions altogether, and he was neither heard, seen, nor felt in Iping any more. He vanished absolutely.","Coach and Horses,",Mr. Teddy Henfrey,Bunting,NO MONOLOGUE,0,12,Explicit,said Teddy,0.99935767853987,0.6311687898047069
440,440,440,441," said the Voice, ","If you give me the slip again, /newquote if you attempt to give me the slip again ",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.990120511870143,0.768999454160698
441,441,441,442, said Mr. Marvel. ,Lord! /newquote That shoulder s a mass of bruises as it is.,Mr. Thomas Marvel,Bunting,NO MONOLOGUE,0,13,Explicit,said Mr Marvel,0.99081479041926,0.7567240220793306
442,442,442,443," said the Voice, ","On my honour, /newquote I will kill you.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9885818141386492,0.9775530712841362
443,443,443,444," said Marvel, in a voice that was not far remote from tears. ","I didn t try to give you the slip, /newquote I swear I didn t. I didn t know the blessed turning, that was all! How the devil was I to know the blessed turning? As it is, I ve been knocked about ",Mr. Thomas Marvel,Bunting,NO MONOLOGUE,0,13,Explicit,said Marvel,0.9891601967833558,0.745555211256692
444,444,444,445," said the Voice, and Mr. Marvel abruptly became silent. He blew out his cheeks, and his eyes were eloquent of despair.","You ll get knocked about a great deal more if you don t mind,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9893179745350876,0.6307952883136287
445,445,445,446,NO APPEND,"It s bad enough to let these floundering yokels explode my little secret, without _your_ cutting off with my books. It s lucky for some of them they cut and ran when they did! Here am I ... No one knew I was invisible! And now what am I to do?",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.650794462356687,0.7545653419602819
446,446,446,447," asked Marvel, _sotto voce_.",What am _I_ to do?,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,asked Marvel,0.9918536432329256,0.4454801672169512
447,447,447,448, The Voice broke off into vivid curses and ceased.,It s all about. It will be in the papers! Everybody will be looking for me; everyone on their guard ,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.5337604383133738,0.725757853517867
449,449,449,450, said the Voice.,Go on!,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9871325700023807,0.2043465417605207
451,451,451,452," said the Voice, sharply overtaking him.","Don t drop those books, stupid,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9881715800515926,0.1979548416439992
452,452,452,453," said the Voice, ","The fact is, /newquote I shall have to make use of you.... You re a poor tool, but I must.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9903212772534424,0.8264517624266504
453,453,453,454, said Marvel.,"I m a _miserable_ tool,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,said Marvel,0.9926288179619328,0.4783942175974626
454,454,454,455, said the Voice.,"You are,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9871398591264856,0.9822345744365808
455,455,455,456, said Marvel.,"I m the worst possible tool you could have,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,said Marvel,0.992348821249815,0.4797862291736372
456,456,456,457, he said after a discouraging silence.,"I m not strong,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Anaphoric,he said,0.3608448269910055,0.7635248632245795
457,457,457,458, he repeated.,"I m not over strong,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Anaphoric,he repeated,0.3782923592746244,0.2108903558304614
458,458,458,459,NO APPEND,No?,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.4620340251467524,0.2175864169425356
459,459,459,460,NO APPEND,"And my heart s weak. That little business I pulled it through, of course but bless you! I could have dropped.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.5533395277161098,0.2175864169425356
460,460,460,461,NO APPEND,Well?,Mr. Teddy Henfrey,The Invisible Man,NO MONOLOGUE,0,13,Explicit,said Teddy Henfrey,0.9777359830926428,0.4454801672169512
461,461,461,462,NO APPEND,I haven t the nerve and strength for the sort of thing you want.,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.5146597148477673,0.1979548416439992
462,462,462,463,NO APPEND,_I ll_ stimulate you.,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.477527693277043,0.2175864169425356
463,463,463,464,NO APPEND,"I wish you wouldn t. I wouldn t like to mess up your plans, you know. But I might out of sheer funk and misery.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.5550471971983333,0.2108903558304614
464,464,464,465," said the Voice, with quiet emphasis.","You d better not,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9882053806070884,0.8320834345278976
465,465,465,466, said Marvel.,"I wish I was dead,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,said Marvel,0.9918536432329256,0.4454801672169512
466,466,466,467, he said; ,"It ain t justice, /newquote you must admit.... It seems to me I ve a perfect right ",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Anaphoric,he said,0.4306797613334663,0.7336038129133351
467,467,467,468, said the Voice.,_Get_ on!,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9878787466017344,0.1917148934832212
469,469,469,470, said Mr. Marvel.,"It s devilish hard,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,said Mr Marvel,0.9923564901668316,0.0983344513367589
471,471,471,472, he began again in a tone of unendurable wrong.,What do I make by it?,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Anaphoric,he began,0.3791054939277607,0.1979548416439992
472,472,472,473," said the Voice, with sudden amazing vigour. ","Oh! _shut up_! /newquote I ll see to you all right. You do what you re told. You ll do it all right. You re a fool and all that, but you ll do ",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9928579321864168,0.143471296313976
473,473,473,474,NO APPEND,"I tell you, sir, I m not the man for it. Respectfully but it _is_ so ",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Implicit,,0.5456589153105743,0.1476597392052579
474,474,474,475, said the Invisible Man. ,"If you don t shut up I shall twist your wrist again, /newquote I want to think.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Invisible Man,0.9909237264042148,0.1563395235336936
475,475,475,476,"Presently two oblongs of yellow light appeared through the trees, and the square tower of a church loomed through the gloaming.  /newquote  said the Voice, ","I shall keep my hand on your shoulder, /newquote all through the village. Go straight through and try no foolery. It will be the worse for you if you do.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,13,Explicit,said the Voice,0.9931207117139854,0.8454289546454232
476,476,476,477," sighed Mr. Marvel, ","I know that, /newquote I know all that.",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,13,Explicit,sighed Mr Marvel,0.9927785926555358,0.2405224766012656
480,480,480,481,"When he had been sitting for the best part of an hour, however, an elderly mariner, carrying a newspaper, came out of the inn and sat down beside him.  /newquote  said the mariner.","Pleasant day,",The Mariner,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9853410584857212,0.2475074924226947
481,481,481,482,Mr. Marvel glanced about him with something very like terror.  /newquote  he said.,"Very,",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Anaphoric,he said,0.3499567811557884,0.1203819258504879
482,482,482,483," said the mariner, taking no denial.","Just seasonable weather for the time of year,",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9832869071756728,0.8221236754624663
483,483,483,484, said Mr. Marvel.,"Quite,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.9925843748306472,0.1022588714161322
485,485,485,486," he said suddenly, noisily finishing with the toothpick.",Books?,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Anaphoric,he said,0.3508160708926654,0.151948766009244
486,486,486,487,Mr. Marvel started and looked at them.  /newquote  he said. ,"Oh, yes, /newquote Yes, they re books.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Anaphoric,he said,0.378799156287357,0.143471296313976
487,487,487,488, said the mariner.,"There s some extra-ordinary things in books,",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9833551900273356,0.8454289546454232
488,488,488,489, said Mr. Marvel.,"I believe you,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.99293745044579,0.1022588714161322
489,489,489,490, said the mariner.,"And some extra-ordinary things out of  em,",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.983490933976076,0.9812144467066172
490,490,490,491," said Mr. Marvel. He eyed his interlocutor, and then glanced about him.","True likewise,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.9932261075908096,0.1022588714161322
491,491,491,492, said the mariner.,"There s some extra-ordinary things in newspapers, for example,",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9820830859488184,0.6466783346902789
492,492,492,493,NO APPEND,There are.,The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Implicit,,0.4901038881022048,0.1563395235336936
493,493,493,494, said the mariner.,"In _this_ newspaper,",The Mariner,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said the mariner,0.984914094702337,0.2405224766012656
495,495,495,496," said the mariner, fixing Mr. Marvel with an eye that was firm and deliberate; ","There s a story, /newquote there s a story about an Invisible Man, for instance.",The Mariner,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9807156660502412,0.2475074924226947
496,496,496,497,Mr. Marvel pulled his mouth askew and scratched his cheek and felt his ears glowing.  /newquote  he asked faintly. ,"What will they be writing next? /newquote Ostria, or America?",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Anaphoric,he asked,0.3994351455651925,0.151948766009244
497,497,497,498, said the mariner. ,"Neither, /newquote _Here_.",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9845383964537148,0.8540275432015048
498,498,498,499," said Mr. Marvel, starting.",Lord!,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Thomas Marvel,0.9930462121153482,0.1022588714161322
499,499,499,500," said the mariner, to Mr. Marvel s intense relief, ","When I say _here_, /newquote I don t of course mean here in this place, I mean hereabouts.",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9799123025492524,0.9835430459401568
500,500,500,501, said Mr. Marvel. ,An Invisible Man! /newquote And what s _he_ been up to?,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.9922605247994896,0.1022588714161322
501,501,501,502," said the mariner, controlling Marvel with his eye, and then amplifying, ","Everything, /newquote every blessed thing.",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.983490933976076,0.9835430459401568
502,502,502,503, said Marvel.,"I ain t seen a paper these four days,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Marvel,0.9928034498975276,0.1022588714161322
503,503,503,504, said the mariner.,"Iping s the place he started at,",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9841534923808478,0.9840793710921492
504,504,504,505, said Mr. Marvel.,In-_deed_!,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.9932726823988663,0.2475074924226947
505,505,505,506,NO APPEND,"He started there. And where he came from, nobody don t seem to know. Here it is:  Pe-culiar Story from Iping.  And it says in this paper that the evidence is extra-ordinary strong extra-ordinary.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Implicit,,0.6589948853399483,0.9840793710921492
506,506,506,507, said Mr. Marvel.,Lord!,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Thomas Marvel,0.9930462121153482,0.4776665773461774
507,507,507,508,NO APPEND,"But then, it s an extra-ordinary story. There is a clergyman and a medical gent witnesses saw  im all right and proper or leastways didn t see  im. He was staying, it says, at the  Coach an  Horses,  and no one don t seem to have been aware of his misfortune, it says, aware of his misfortune, until in an Altercation in the inn, it says, his bandages on his head was torn off. It was then ob-served that his head was invisible. Attempts were At Once made to secure him, but casting off his garments, it says, he succeeded in escaping, but not until after a desperate struggle, in which he had inflicted serious injuries, it says, on our worthy and able constable, Mr. J. A. Jaffers. Pretty straight story, eh? Names and everything.",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Implicit,,0.9362007705134672,0.9835430459401568
508,508,508,509," said Mr. Marvel, looking nervously about him, trying to count the money in his pockets by his unaided sense of touch, and full of a strange and novel idea. ",Lord! /newquote It sounds most astonishing.,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Mr Marvel,0.9927286221891972,0.4776665773461774
509,509,509,510,NO APPEND,"Don t it? Extra-ordinary, _I_ call it. Never heard tell of Invisible Men before, I haven t, but nowadays one hears such a lot of extra-ordinary things that ",The Invisible Man,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Implicit,,0.6251782801902903,0.9840793710921492
510,510,510,511," asked Marvel, trying to seem at his ease.",That all he did?,Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,asked Marvel,0.9929130527444248,0.2405224766012656
511,511,511,512, said the mariner.,"It s enough, ain t it?",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.984789871560204,0.9840793710921492
512,512,512,513, asked Marvel. ,"Didn t go Back by any chance? /newquote Just escaped and that s all, eh?",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,asked Marvel,0.992355925535742,0.1022588714161322
513,513,513,514, said the mariner. ,All! /newquote Why! ain t it enough?,The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9838916678658038,0.9840793710921492
514,514,514,515, said Marvel.,"Quite enough,",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,said Marvel,0.9930951922705168,0.1022588714161322
515,515,515,516, said the mariner. ,"I should think it was enough, /newquote I should think it was enough.",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,said the mariner,0.9815630043775392,0.9840793710921492
516,516,516,517," asked Mr. Marvel, anxious.","He didn t have any pals it don t say he had any pals, does it?",Mr. Thomas Marvel,The Invisible Man,NO MONOLOGUE,0,14,Explicit,asked Mr Marvel,0.9886071115527112,0.1022588714161322
517,517,517,518, asked the mariner. ,"Ain t one of a sort enough for you? /newquote No, thank Heaven, as one might say, he didn t.",The Mariner,Mr. Thomas Marvel,NO MONOLOGUE,0,14,Explicit,asked the mariner,0.9797477396278024,0.6389460289681205
