,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
492,492,493, protested Anne. ,"Oh, I _am_ grateful, /newquote But I'd be ever so much gratefuller if--if you'd made just one of them with puffed sleeves. Puffed sleeves are so fashionable now. It would give me such a thrill, Marilla, just to wear a dress with puffed sleeves.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Explicit,protested Anne
493,493,494,NO APPEND,"Well, you'll have to do without your thrill. I hadn't any material to waste on puffed sleeves. I think they are ridiculous-looking things anyhow. I prefer the plain, sensible ones.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Implicit,
494,494,495, persisted Anne mournfully.,"But I'd rather look ridiculous when everybody else does than plain and sensible all by myself,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Explicit,persisted Anne
495,495,496," said Marilla, disappearing downstairs in high dudgeon.","Trust you for that! Well, hang those dresses carefully up in your closet, and then sit down and learn the Sunday school lesson. I got a quarterly from Mr. Bell for you and you'll go to Sunday school tomorrow,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Explicit,said Marilla
499,499,500, she said. ,"You'll have to go down and call for Mrs. Lynde, Anne, /newquote She'll see that you get into the right class. Now, mind you behave yourself properly. Stay to preaching afterwards and ask Mrs. Lynde to show you our pew. Here's a cent for collection. Don't stare at people and don't fidget. I shall expect you to tell me the text when you come home.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Anaphoric,she said
504,504,505," Marilla wanted to know when Anne came home. Her wreath having faded, Anne had discarded it in the lane, so Marilla was spared the knowledge of that for a time.","Well, how did you like Sunday school?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Explicit,Marilla wanted to know
505,505,506,NO APPEND,I didn't like it a bit. It was horrid.,Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Implicit,
506,506,507, said Marilla rebukingly.,Anne Shirley!,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Explicit,said Marilla
508,508,509, she explained. ,"They might have been lonesome while I was away, /newquote And now about the Sunday school. I behaved well, just as you told me. Mrs. Lynde was gone, but I went right on myself. I went into the church, with a lot of other little girls, and I sat in the corner of a pew by the window while the opening exercises went on. Mr. Bell made an awfully long prayer. I would have been dreadfully tired before he got through if I hadn't been sitting by that window. But it looked right out on the Lake of Shining Waters, so I just gazed at that and imagined all sorts of splendid things.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Anaphoric,she explained
509,509,510,NO APPEND,You shouldn't have done anything of the sort. You should have listened to Mr. Bell.,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Implicit,
510,510,511, protested Anne. ,"But he wasn't talking to me, /newquote He was talking to God and he didn't seem to be very much inter-ested in it, either. I think he thought God was too far off though. There was a long row of white birches hanging over the lake and the sunshine fell down through them, ?way, ?way down, deep into the water. Oh, Marilla, it was like a beautiful dream! It gave me a thrill and I just said, ?Thank you for it, God,' two or three times.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Explicit,protested Anne
511,511,512, said Marilla anxiously.,"Not out loud, I hope,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Explicit,said Marilla
512,512,513,NO APPEND,"Oh, no, just under my breath. Well, Mr. Bell did get through at last and they told me to go into the classroom with Miss Rogerson's class. There were nine other girls in it. They all had puffed sleeves. I tried to imagine mine were puffed, too, but I couldn't. Why couldn't I? It was as easy as could be to imagine they were puffed when I was alone in the east gable, but it was awfully hard there among the others who had really truly puffs.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Implicit,
513,513,514,NO APPEND,You shouldn't have been thinking about your sleeves in Sunday school. You should have been attending to the lesson. I hope you knew it.,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,11,Implicit,
514,514,515,NO APPEND,"Oh, yes; and I answered a lot of questions. Miss Rogerson asked ever so many. I don't think it was fair for her to do all the asking. There were lots I wanted to ask her, but I didn't like to because I didn't think she was a kindred spirit. Then all the other little girls recited a paraphrase. She asked me if I knew any. I told her I didn't, but I could recite, ?The Dog at His Master's Grave' if she liked. That's in the Third Royal Reader. It isn't a really truly religious piece of poetry, but it's so sad and melancholy that it might as well be. She said it wouldn't do and she told me to learn the nineteenth paraphrase for next Sunday. I read it over in church afterwards and it's splendid. There are two lines in particular that just thrill me.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Implicit,
515,515,516,   ,?Quick as the slaughtered squadrons fell    In Midian's evil day.',Anne Shirley,Diana Barry,NO MONOLOGUE,0,11,Explicit,said Anne
516,516,517,NO APPEND,"I don't know what ?squadrons' means nor ?Midian,' either, but it sounds _so_ tragical. I can hardly wait until next Sunday to recite it. I'll practice it all the week. After Sunday school I asked Miss Rogerson--because Mrs. Lynde was too far away--to show me your pew. I sat just as still as I could and the text was Revelations, third chapter, second and third verses. It was a very long text. If I was a minister I'd pick the short, snappy ones. The sermon was awfully long, too. I suppose the minister had to match it to the text. I didn't think he was a bit interesting. The trouble with him seems to be that he hasn't enough imagination. I didn't listen to him very much. I just let my thoughts run and I thought of the most surprising things.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,11,Implicit,
519,519,520,NO APPEND,"Anne, Mrs. Rachel says you went to church last Sunday with your hat rigged out ridiculous with roses and buttercups. What on earth put you up to such a caper? A pretty-looking object you must have been!",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Implicit,
520,520,521, began Anne.,"Oh. I know pink and yellow aren't becoming to me,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Explicit,began Anne
521,521,522,NO APPEND,"Becoming fiddlesticks! It was putting flowers on your hat at all, no matter what color they were, that was ridiculous. You are the most aggravating child!",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Implicit,
522,522,523, protested Anne. ,"I don't see why it's any more ridiculous to wear flowers on your hat than on your dress, /newquote Lots of little girls there had bouquets pinned on their dresses. What's the difference?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Explicit,protested Anne
524,524,525,NO APPEND,"Don't answer me back like that, Anne. It was very silly of you to do such a thing. Never let me catch you at such a trick again. Mrs. Rachel says she thought she would sink through the floor when she saw you come in all rigged out like that. She couldn't get near enough to tell you to take them off till it was too late. She says people talked about it something dreadful. Of course they would think I had no better sense than to let you go decked out like that.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Implicit,
525,525,526," said Anne, tears welling into her eyes. ","Oh, I'm so sorry, /newquote I never thought you'd mind. The roses and buttercups were so sweet and pretty I thought they'd look lovely on my hat. Lots of the little girls had artificial flowers on their hats. I'm afraid I'm going to be a dreadful trial to you. Maybe you'd better send me back to the asylum. That would be terrible; I don't think I could endure it; most likely I would go into consumption; I'm so thin as it is, you see. But that would be better than being a trial to you.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Explicit,said Anne
526,526,527," said Marilla, vexed at herself for having made the child cry. ","Nonsense, /newquote I don't want to send you back to the asylum, I'm sure. All I want is that you should behave like other little girls and not make yourself ridiculous. Don't cry any more. I've got some news for you. Diana Barry came home this afternoon. I'm going up to see if I can borrow a skirt pattern from Mrs. Barry, and if you like you can come with me and get acquainted with Diana.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Explicit,said Marilla
528,528,529,NO APPEND,"Oh, Marilla, I'm frightened--now that it has come I'm actually frightened. What if she shouldn't like me! It would be the most tragical disappointment of my life.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Implicit,
529,529,530,NO APPEND,"Now, don't get into a fluster. And I do wish you wouldn't use such long words. It sounds so funny in a little girl. I guess Diana ?ll like you well enough. It's her mother you've got to reckon with. If she doesn't like you it won't matter how much Diana does. If she has heard about your outburst to Mrs. Lynde and going to church with buttercups round your hat I don't know what she'll think of you. You must be polite and well behaved, and don't make any of your startling speeches. For pity's sake, if the child isn't actually trembling!",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Implicit,
531,531,532, she said as she hastened to get her hat.,"Oh, Marilla, you'd be excited, too, if you were going to meet a little girl you hoped to be your bosom friend and whose mother mightn't like you,",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Anaphoric,she said
543,543,544," said Anne at last, clasping her hands and speaking almost in a whisper, ","Oh, Diana, /newquote oh, do you think you can like me a little--enough to be my bosom friend?",Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Explicit,said Anne
545,545,546, she said frankly. ,"Why, I guess so, /newquote I'm awfully glad you've come to live at Green Gables. It will be jolly to have somebody to play with. There isn't any other girl who lives near enough to play with, and I've no sisters big enough.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,12,Anaphoric,she said
546,546,547, demanded Anne eagerly.,Will you swear to be my friend forever and ever?,Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Explicit,demanded Anne
548,548,549, she said rebukingly.,"Why it's dreadfully wicked to swear,",Diana Barry,Anne Shirley,NO MONOLOGUE,0,12,Anaphoric,she said
549,549,550,NO APPEND,"Oh no, not my kind of swearing. There are two kinds, you know.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Implicit,
550,550,551, said Diana doubtfully.,"I never heard of but one kind,",Diana Barry,Anne Shirley,NO MONOLOGUE,0,12,Explicit,said Diana
551,551,552,NO APPEND,"There really is another. Oh, it isn't wicked at all. It just means vowing and promising solemnly.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Implicit,
552,552,553," agreed Diana, relieved. ","Well, I don't mind doing that, /newquote How do you do it?",Diana Barry,Anne Shirley,NO MONOLOGUE,0,12,Explicit,agreed Diana
553,553,554, said Anne gravely. ,"We must join hands--so, /newquote It ought to be over running water. We'll just imagine this path is running water. I'll repeat the oath first. I solemnly swear to be faithful to my bosom friend, Diana Barry, as long as the sun and moon shall endure. Now you say it and put my name in.",Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Explicit,said Anne
554,554,555,Diana repeated the  /newquote  with a laugh fore and aft. Then she said:,oath,Anne Shirley,Diana Barry,NO MONOLOGUE,0,12,Explicit,said Anne
555,555,556,NO APPEND,"You're a queer girl, Anne. I heard before that you were queer. But I believe I'm going to like you real well.",Diana Barry,Anne Shirley,NO MONOLOGUE,0,12,Anaphoric,she said
557,557,558, asked Marilla as they went up through the garden of Green Gables.,"Well, did you find Diana a kindred spirit?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Explicit,asked Marilla
558,558,559," sighed Anne, blissfully unconscious of any sarcasm on Marilla's part. ","Oh yes, /newquote Oh Marilla, I'm the happiest girl on Prince Edward Island this very moment. I assure you I'll say my prayers with a right good-will tonight. Diana and I are going to build a playhouse in Mr. William Bell's birch grove tomorrow. Can I have those broken pieces of china that are out in the woodshed? Diana's birthday is in February and mine is in March. Don't you think that is a very strange coincidence? Diana is going to lend me a book to read. She says it's perfectly splendid and tremendously exciting. She's going to show me a place back in the woods where rice lilies grow. Don't you think Diana has got very soulful eyes? I wish I had soulful eyes. Diana is going to teach me to sing a song called ?Nelly in the Hazel Dell.' She's going to give me a picture to put up in my room; it's a perfectly beautiful picture, she says--a lovely lady in a pale blue silk dress. A sewing-machine agent gave it to her. I wish I had something to give Diana. I'm an inch taller than Diana, but she is ever so much fatter; she says she'd like to be thin because it's so much more graceful, but I'm afraid she only said it to soothe my feelings. We're going to the shore some day to gather shells. We have agreed to call the spring down by the log bridge the Dryad's Bubble. Isn't that a perfectly elegant name? I read a story once about a spring called that. A dryad is sort of a grown-up fairy, I think.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,12,Explicit,sighed Anne
559,559,560, said Marilla. ,"Well, all I hope is you won't talk Diana to death, /newquote But remember this in all your planning, Anne. You're not going to play all the time nor most of it. You'll have your work to do and it'll have to be done first.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,12,Explicit,said Marilla
564,564,565," said Marilla when Anne had gone to her gable, ","I will say it for the child, /newquote she isn't stingy. I'm glad, for of all faults I detest stinginess in a child. Dear me, it's only three weeks since she came, and it seems as if she'd been here always. I can't imagine the place without her. Now, don't be looking I told-you-so, Matthew. That's bad enough in a woman, but it isn't to be endured in a man. I'm perfectly willing to own up that I'm glad I consented to keep the child and that I'm getting fond of her, but don't you rub it in, Matthew Cuthbert.",Marilla Cuthbert,Matthew Cuthbert,NO MONOLOGUE,0,12,Explicit,said Marilla
567,567,568," she exclaimed breathlessly, ","Oh, Marilla, /newquote there's going to be a Sunday-school picnic next week--in Mr. Harmon Andrews's field, right near the lake of Shining Waters. And Mrs. Superintendent Bell and Mrs. Rachel Lynde are going to make ice cream--think of it, Marilla--_ice cream!_ And, oh, Marilla, can I go to it?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Anaphoric,she exclaimed
568,568,569,NO APPEND,"Just look at the clock, if you please, Anne. What time did I tell you to come in?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Implicit,
569,569,570,NO APPEND,"Two o'clock--but isn't it splendid about the picnic, Marilla? Please can I go? Oh, I've never been to a picnic--I've dreamed of picnics, but I've never--",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Implicit,
570,570,571,NO APPEND,"Yes, I told you to come at two o'clock. And it's a quarter to three. I'd like to know why you didn't obey me, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Implicit,
571,571,572,NO APPEND,"Why, I meant to, Marilla, as much as could be. But you have no idea how fascinating Idlewild is. And then, of course, I had to tell Matthew about the picnic. Matthew is such a sympathetic listener. Please can I go?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Implicit,
572,572,573,NO APPEND,"You'll have to learn to resist the fascination of Idle-whatever-you-call-it. When I tell you to come in at a certain time I mean that time and not half an hour later. And you needn't stop to discourse with sympathetic listeners on your way, either. As for the picnic, of course you can go. You're a Sunday-school scholar, and it's not likely I'd refuse to let you go when all the other little girls are going.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Implicit,
573,573,574," faltered Anne, ","But--but, /newquote Diana says that everybody must take a basket of things to eat. I can't cook, as you know, Marilla, and--and--I don't mind going to a picnic without puffed sleeves so much, but I'd feel terribly humiliated if I had to go without a basket. It's been preying on my mind ever since Diana told me.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Explicit,faltered Anne
574,574,575,NO APPEND,"Well, it needn't prey any longer. I'll bake you a basket.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Implicit,
575,575,576,NO APPEND,"Oh, you dear good Marilla. Oh, you are so kind to me. Oh, I'm so much obliged to you.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Implicit,
577,577,578,NO APPEND,"There, there, never mind your kissing nonsense. I'd sooner see you doing strictly as you're told. As for cooking, I mean to begin giving you lessons in that some of these days. But you're so featherbrained, Anne, I've been waiting to see if you'd sober down a little and learn to be steady before I begin. You've got to keep your wits about you in cooking and not stop in the middle of things to let your thoughts rove all over creation. Now, get out your patchwork and have your square done before teatime.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Anaphoric,she said
578,578,579," said Anne dolefully, hunting out her workbasket and sitting down before a little heap of red and white diamonds with a sigh. ","I do _not_ like patchwork, /newquote I think some kinds of sewing would be nice; but there's no scope for imagination in patchwork. It's just one little seam after another and you never seem to be getting anywhere. But of course I'd rather be Anne of Green Gables sewing patchwork than Anne of any other place with nothing to do but play. I wish time went as quick sewing patches as it does when I'm playing with Diana, though. Oh, we do have such elegant times, Marilla. I have to furnish most of the imagination, but I'm well able to do that. Diana is simply perfect in every other way. You know that little piece of land across the brook that runs up between our farm and Mr. Barry's. It belongs to Mr. William Bell, and right in the corner there is a little ring of white birch trees--the most romantic spot, Marilla. Diana and I have our playhouse there. We call it Idlewild. Isn't that a poetical name? I assure you it took me some time to think it out. I stayed awake nearly a whole night before I invented it. Then, just as I was dropping off to sleep, it came like an inspiration. Diana was _enraptured_ when she heard it. We have got our house fixed up elegantly. You must come and see it, Marilla--won't you? We have great big stones, all covered with moss, for seats, and boards from tree to tree for shelves. And we have all our dishes on them. Of course, they're all broken but it's the easiest thing in the world to imagine that they are whole. There's a piece of a plate with a spray of red and yellow ivy on it that is especially beautiful. We keep it in the parlor and we have the fairy glass there, too. The fairy glass is as lovely as a dream. Diana found it out in the woods behind their chicken house. It's all full of rainbows--just little young rainbows that haven't grown big yet--and Diana's mother told her it was broken off a hanging lamp they once had. But it's nice to imagine the fairies lost it one night when they had a ball, so we call it the fairy glass. Matthew is going to make us a table. Oh, we have named that little round pool over in Mr. Barry's field Willowmere. I got that name out of the book Diana lent me. That was a thrilling book, Marilla. The heroine had five lovers. I'd be satisfied with one, wouldn't you? She was very handsome and she went through great tribulations. She could faint as easy as anything. I'd love to be able to faint, wouldn't you, Marilla? It's so romantic. But I'm really very healthy for all I'm so thin. I believe I'm getting fatter, though. Don't you think I am? I look at my elbows every morning when I get up to see if any dimples are coming. Diana is having a new dress made with elbow sleeves. She is going to wear it to the picnic. Oh, I do hope it will be fine next Wednesday. I don't feel that I could endure the disappointment if anything happened to prevent me from getting to the picnic. I suppose I'd live through it, but I'm certain it would be a lifelong sorrow. It wouldn't matter if I got to a hundred picnics in after years; they wouldn't make up for missing this one. They're going to have boats on the Lake of Shining Waters--and ice cream, as I told you. I have never tasted ice cream. Diana tried to explain what it was like, but I guess ice cream is one of those things that are beyond imagination.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Explicit,said Anne
579,579,580, said Marilla. ,"Anne, you have talked even on for ten minutes by the clock, /newquote Now, just for curiosity's sake, see if you can hold your tongue for the same length of time.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Explicit,said Marilla
582,582,583,NO APPEND,"Such a thrill as went up and down my back, Marilla! I don't think I'd ever really believed until then that there was honestly going to be a picnic. I couldn't help fearing I'd only imagined it. But when a minister says a thing in the pulpit you just have to believe it.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Implicit,
583,583,584," said Marilla, with a sigh. ","You set your heart too much on things, Anne, /newquote I'm afraid there'll be a great many disappointments in store for you through life.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,13,Explicit,said Marilla
584,584,585,  exclaimed Anne. ,"Oh, Marilla, looking forward to things is half the pleasure of them, /newquote You mayn't get the things themselves; but nothing can prevent you from having the fun of looking forward to them. Mrs. Lynde says, ?Blessed are they who expect nothing for they shall not be disappointed.' But I think it would be worse to expect nothing than to be disappointed.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Explicit,exclaimed Anne
587,587,588,NO APPEND,"Oh, Marilla, it's a perfectly elegant brooch. I don't know how you can pay attention to the sermon or the prayers when you have it on. I couldn't, I know. I think amethysts are just sweet. They are what I used to think diamonds were like. Long ago, before I had ever seen a diamond, I read about them and I tried to imagine what they would be like. I thought they would be lovely glimmering purple stones. When I saw a real diamond in a lady's ring one day I was so disappointed I cried. Of course, it was very lovely but it wasn't my idea of a diamond. Will you let me hold the brooch for one minute, Marilla? Do you think amethysts can be the souls of good violets?",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,13,Implicit,
589,589,590," she said to that small personage, who was shelling peas by the spotless table and singing,  /newquote  with a vigor and expression that did credit to Diana's teaching, ","Anne, /newquote Nelly of the Hazel Dell /newquote did you see anything of my amethyst brooch? I thought I stuck it in my pincushion when I came home from church yesterday evening, but I can't find it anywhere.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Anaphoric,she said to that small personage
590,590,591," said Anne, a little slowly. ","I--I saw it this afternoon when you were away at the Aid Society, /newquote I was passing your door when I saw it on the cushion, so I went in to look at it.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Anne
591,591,592, said Marilla sternly.,Did you touch it?,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Explicit,said Marilla
592,592,593," admitted Anne, ","Y-e-e-s, /newquote I took it up and I pinned it on my breast just to see how it would look.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,admitted Anne
593,593,594,NO APPEND,You had no business to do anything of the sort. It's very wrong in a little girl to meddle. You shouldn't have gone into my room in the first place and you shouldn't have touched a brooch that didn't belong to you in the second. Where did you put it?,Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
594,594,595,NO APPEND,"Oh, I put it back on the bureau. I hadn't it on a minute. Truly, I didn't mean to meddle, Marilla. I didn't think about its being wrong to go in and try on the brooch; but I see now that it was and I'll never do it again. That's one good thing about me. I never do the same naughty thing twice.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Implicit,
595,595,596, said Marilla. ,"You didn't put it back, /newquote That brooch isn't anywhere on the bureau. You've taken it out or something, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Explicit,said Marilla
596,596,597," said Anne quickly--pertly, Marilla thought. ","I did put it back, /newquote I don't just remember whether I stuck it on the pincushion or laid it in the china tray. But I'm perfectly certain I put it back.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Anne
597,597,598," said Marilla, determining to be just. ","I'll go and have another look, /newquote If you put that brooch back it's there still. If it isn't I'll know you didn't, that's all!",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Explicit,said Marilla
599,599,600,NO APPEND,"Anne, the brooch is gone. By your own admission you were the last person to handle it. Now, what have you done with it? Tell me the truth at once. Did you take it out and lose it?",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
600,600,601," said Anne solemnly, meeting Marilla's angry gaze squarely. ","No, I didn't, /newquote I never took the brooch out of your room and that is the truth, if I was to be led to the block for it--although I'm not very certain what a block is. So there, Marilla.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Anne
602,602,603, she said sharply. ,"I believe you are telling me a falsehood, Anne, /newquote I know you are. There now, don't say anything more unless you are prepared to tell the whole truth. Go to your room and stay there until you are ready to confess.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Anaphoric,she said
603,603,604, said Anne meekly.,Will I take the peas with me?,Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Anne
604,604,605,NO APPEND,"No, I'll finish shelling them myself. Do as I bid you.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
609,609,610, was the only suggestion he could offer.,You're sure it hasn't fell down behind the bureau?,Matthew Cuthbert,Marilla Cuthbert,NO MONOLOGUE,0,14,Anaphoric,was the only suggestion he could offer
610,610,611, was Marilla's positive answer. ,"I've moved the bureau and I've taken out the drawers and I've looked in every crack and cranny /newquote The brooch is gone and that child has taken it and lied about it. That's the plain, ugly truth, Matthew Cuthbert, and we might as well look it in the face.",Marilla Cuthbert,Matthew Cuthbert,NO MONOLOGUE,0,14,Explicit,was Marillas positive answer
611,611,612," Matthew asked forlornly, feeling secretly thankful that Marilla and not he had to deal with the situation. He felt no desire to put his oar in this time.","Well now, what are you going to do about it?",Matthew Cuthbert,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,Matthew asked
612,612,613," said Marilla grimly, remembering the success of this method in the former case. ","She'll stay in her room until she confesses, /newquote Then we'll see. Perhaps we'll be able to find the brooch if she'll only tell where she took it; but in any case she'll have to be severely punished, Matthew.",Marilla Cuthbert,Matthew Cuthbert,NO MONOLOGUE,0,14,Explicit,said Marilla
613,613,614," said Matthew, reaching for his hat. ","Well now, you'll have to punish her, /newquote I've nothing to do with it, remember. You warned me off yourself.",Matthew Cuthbert,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Matthew
614,614,615,"Marilla felt deserted by everyone. She could not even go to Mrs. Lynde for advice. She went up to the east gable with a very serious face and left it with a face more serious still. Anne steadfastly refused to confess. She persisted in asserting that she had not taken the brooch. The child had evidently been crying and Marilla felt a pang of pity which she sternly repressed. By night she was, as she expressed it, ",beat out.,Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Anaphoric,she expressed
615,615,616, she said firmly.,"You'll stay in this room until you confess, Anne. You can make up your mind to that,",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Anaphoric,she said
616,616,617, cried Anne. ,"But the picnic is tomorrow, Marilla, /newquote You won't keep me from going to that, will you? You'll just let me out for the afternoon, won't you? Then I'll stay here as long as you like _afterwards_ cheerfully. But I _must_ go to the picnic.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,cried Anne
617,617,618,NO APPEND,"You'll not go to picnics nor anywhere else until you've confessed, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
618,618,619, gasped Anne.,"Oh, Marilla,",Rachel Lynde,Marilla Cuthbert,NO MONOLOGUE,0,14,Implicit,
621,621,622,NO APPEND,"Marilla, I'm ready to confess.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Implicit,
622,622,623, Marilla laid down her tray. Once again her method had succeeded; but her success was very bitter to her. ,"Ah! /newquote Let me hear what you have to say then, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
623,623,624," said Anne, as if repeating a lesson she had learned. ","I took the amethyst brooch, /newquote I took it just as you said. I didn't mean to take it when I went in. But it did look so beautiful, Marilla, when I pinned it on my breast that I was overcome by an irresistible temptation. I imagined how perfectly thrilling it would be to take it to Idlewild and play I was the Lady Cordelia Fitzgerald. It would be so much easier to imagine I was the Lady Cordelia if I had a real amethyst brooch on. Diana and I make necklaces of roseberries but what are roseberries compared to amethysts? So I took the brooch. I thought I could put it back before you came home. I went all the way around by the road to lengthen out the time. When I was going over the bridge across the Lake of Shining Waters I took the brooch off to have another look at it. Oh, how it did shine in the sunlight! And then, when I was leaning over the bridge, it just slipped through my fingers--so--and went down--down--down, all purply-sparkling, and sank forevermore beneath the Lake of Shining Waters. And that's the best I can do at confessing, Marilla.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,said Anne
625,625,626," she said, trying to speak calmly. ","Anne, this is terrible, /newquote You are the very wickedest girl I ever heard of.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Anaphoric,she said
626,626,627, agreed Anne tranquilly. ,"Yes, I suppose I am, /newquote And I know I'll have to be punished. It'll be your duty to punish me, Marilla. Won't you please get it over right off because I'd like to go to the picnic with nothing on my mind.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Explicit,agreed Anne
627,627,628,NO APPEND,"Picnic, indeed! You'll go to no picnic today, Anne Shirley. That shall be your punishment. And it isn't half severe enough either for what you've done!",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
628,628,629, Anne sprang to her feet and clutched Marilla's hand. ,"Not go to the picnic! /newquote But you _promised_ me I might! Oh, Marilla, I must go to the picnic. That was why I confessed. Punish me any way you like but that. Oh, Marilla, please, please, let me go to the picnic. Think of the ice cream! For anything you know I may never have a chance to taste ice cream again.",Anne Shirley,Marilla Cuthbert,NO MONOLOGUE,0,14,Implicit,
630,630,631,NO APPEND,"You needn't plead, Anne. You are not going to the picnic and that's final. No, not a word.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
635,635,636,NO APPEND,"Come down to your dinner, Anne.",Marilla Cuthbert,Anne Shirley,NO MONOLOGUE,0,14,Implicit,
