,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
697,697,698," continued Lucy, after a few minutes silence on both sides, ","To be sure, /newquote his mother must provide for him sometime or other; but poor Edward is so cast down by it! Did you not think him dreadful low-spirited when he was at Barton? He was so miserable when he left us at Longstaple, to go to you, that I was afraid you would think him quite ill.",Lucy Steele,Elinor,NO MONOLOGUE,0,22,Explicit,continued Lucy
698,698,699,NO APPEND,"Did he come from your uncle s, then, when he visited us?",Elinor,Lucy Steele,NO MONOLOGUE,0,22,Implicit,
699,699,700,NO APPEND,"Oh, yes; he had been staying a fortnight with us. Did you think he came directly from town?",Lucy Steele,Elinor,NO MONOLOGUE,0,22,Implicit,
700,700,701," replied Elinor, most feelingly sensible of every fresh circumstance in favour of Lucy s veracity;  /newquote  She remembered too, her own surprise at the time, at his mentioning nothing farther of those friends, at his total silence with respect even to their names.","No, /newquote I remember he told us, that he had been staying a fortnight with some friends near Plymouth.",Elinor,Lucy Steele,NO MONOLOGUE,0,22,Explicit,replied Elinor
701,701,702, repeated Lucy.,Did not you think him sadly out of spirits?,Lucy Steele,Elinor,NO MONOLOGUE,0,22,Explicit,repeated Lucy
702,702,703,NO APPEND,"We did, indeed, particularly so when he first arrived.",Elinor,Lucy Steele,NO MONOLOGUE,0,22,Implicit,
703,703,704, taking a letter from her pocket and carelessly showing the direction to Elinor. ,"I begged him to exert himself for fear you should suspect what was the matter; but it made him so melancholy, not being able to stay more than a fortnight with us, and seeing me so much affected. Poor fellow! I am afraid it is just the same with him now; for he writes in wretched spirits. I heard from him just before I left Exeter; /newquote You know his hand, I dare say, a charming one it is; but that is not written so well as usual. He was tired, I dare say, for he had just filled the sheet to me as full as possible.",Lucy Steele,Elinor,NO MONOLOGUE,0,22,Implicit,
705,705,706," said Lucy, returning the letter into her pocket, ","Writing to each other, /newquote is the only comfort we have in such long separations. Yes, _I_ have one other comfort in his picture, but poor Edward has not even _that_. If he had but my picture, he says he should be easy. I gave him a lock of my hair set in a ring when he was at Longstaple last, and that was some comfort to him, he said, but not equal to a picture. Perhaps you might notice the ring when you saw him?",Lucy Steele,Elinor,NO MONOLOGUE,0,22,Explicit,said Lucy
706,706,707," said Elinor, with a composure of voice, under which was concealed an emotion and distress beyond any thing she had ever felt before. She was mortified, shocked, confounded.","I did,",Marianne,Elinor,NO MONOLOGUE,0,22,Implicit,
733,733,734,NO APPEND,"I should be undeserving of the confidence you have honoured me with, if I felt no desire for its continuance, or no farther curiosity on its subject. I will not apologize therefore for bringing it forward again.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,Elinor thus began
734,734,735," cried Lucy warmly, ","Thank you, /newquote for breaking the ice; you have set my heart at ease by it; for I was somehow or other afraid I had offended you by what I told you that Monday.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,cried Lucy
735,735,736," and Elinor spoke it with the truest sincerity, ","Offended me! How could you suppose so? Believe me, /newquote nothing could be farther from my intention than to give you such an idea. Could you have a motive for the trust, that was not honourable and flattering to me?",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,Elinor spoke
736,736,737," replied Lucy, her little sharp eyes full of meaning, ","And yet I do assure you, /newquote there seemed to me to be a coldness and displeasure in your manner that made me quite uncomfortable. I felt sure that you was angry with me; and have been quarrelling with myself ever since, for having took such a liberty as to trouble you with my affairs. But I am very glad to find it was only my own fancy, and that you really do not blame me. If you knew what a consolation it was to me to relieve my heart speaking to you of what I am always thinking of every moment of my life, your compassion would make you overlook every thing else I am sure.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,replied Lucy
737,737,738,NO APPEND,"Indeed, I can easily believe that it was a very great relief to you, to acknowledge your situation to me, and be assured that you shall never have reason to repent it. Your case is a very unfortunate one; you seem to me to be surrounded with difficulties, and you will have need of all your mutual affection to support you under them. Mr. Ferrars, I believe, is entirely dependent on his mother.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
738,738,739,NO APPEND,"He has only two thousand pounds of his own; it would be madness to marry upon that, though for my own part, I could give up every prospect of more without a sigh. I have been always used to a very small income, and could struggle with any poverty for him; but I love him too well to be the selfish means of robbing him, perhaps, of all that his mother might give him if he married to please her. We must wait, it may be for many years. With almost every other man in the world, it would be an alarming prospect; but Edward s affection and constancy nothing can deprive me of I know.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Implicit,
739,739,740,NO APPEND,"That conviction must be every thing to you; and he is undoubtedly supported by the same trust in your s. If the strength of your reciprocal attachment had failed, as between many people, and under many circumstances it naturally would during a four years  engagement, your situation would have been pitiable, indeed.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
741,741,742," said Lucy, ","Edward s love for me, /newquote has been pretty well put to the test, by our long, very long absence since we were first engaged, and it has stood the trial so well, that I should be unpardonable to doubt it now. I can safely say that he has never gave me one moment s alarm on that account from the first.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,said Lucy
743,743,744,Lucy went on. ,"I am rather of a jealous temper too by nature, and from our different situations in life, from his being so much more in the world than me, and our continual separation, I was enough inclined for suspicion, to have found out the truth in an instant, if there had been the slightest alteration in his behaviour to me when we met, or any lowness of spirits that I could not account for, or if he had talked more of one lady than another, or seemed in any respect less happy at Longstaple than he used to be. I do not mean to say that I am particularly observant or quick-sighted in general, but in such a case I am sure I could not be deceived.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,Lucy went on
745,745,746," said she after a short silence, ","But what, /newquote are your views? or have you none but that of waiting for Mrs. Ferrars s death, which is a melancholy and shocking extremity? Is her son determined to submit to this, and to all the tediousness of the many years of suspense in which it may involve you, rather than run the risk of her displeasure for a while by owning the truth?",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Anaphoric,said she
746,746,747,NO APPEND,"If we could be certain that it would be only for a while! But Mrs. Ferrars is a very headstrong proud woman, and in her first fit of anger upon hearing it, would very likely secure every thing to Robert, and the idea of that, for Edward s sake, frightens away all my inclination for hasty measures.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Implicit,
747,747,748,NO APPEND,"And for your own sake too, or you are carrying your disinterestedness beyond reason.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
749,749,750, asked Elinor.,Do you know Mr. Robert Ferrars?,Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,asked Elinor
750,750,751,NO APPEND,Not at all I never saw him; but I fancy he is very unlike his brother silly and a great coxcomb.,Lucy Steele,Elinor,NO MONOLOGUE,0,24,Implicit,
756,756,757,NO APPEND,"I will honestly tell you of one scheme which has lately come into my head, for bringing matters to bear; indeed I am bound to let you into the secret, for you are a party concerned. I dare say you have seen enough of Edward to know that he would prefer the church to every other profession; now my plan is that he should take orders as soon as he can, and then through your interest, which I am sure you would be kind enough to use out of friendship for him, and I hope out of some regard to me, your brother might be persuaded to give him Norland living; which I understand is a very good one, and the present incumbent not likely to live a great while. That would be enough for us to marry upon, and we might trust to time and chance for the rest.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,Lucy first put an end to it by saying
757,757,758," replied Elinor, ","I should always be happy, /newquote to show any mark of my esteem and friendship for Mr. Ferrars; but do you not perceive that my interest on such an occasion would be perfectly unnecessary? He is brother to Mrs. John Dashwood _that_ must be recommendation enough to her husband.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,replied Elinor
758,758,759,NO APPEND,But Mrs. John Dashwood would not much approve of Edward s going into orders.,Lucy Steele,Elinor,NO MONOLOGUE,0,24,Implicit,
759,759,760,NO APPEND,Then I rather suspect that my interest would do very little.,Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
761,761,762,NO APPEND,"I believe it would be the wisest way to put an end to the business at once by dissolving the engagement. We seem so beset with difficulties on every side, that though it would make us miserable for a time, we should be happier perhaps in the end. But you will not give me your advice, Miss Dashwood?",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,Lucy exclaimed
762,762,763," answered Elinor, with a smile, which concealed very agitated feelings, ","No, /newquote on such a subject I certainly will not. You know very well that my opinion would have no weight with you, unless it were on the side of your wishes.",Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,answered Elinor
763,763,764," replied Lucy, with great solemnity; ","Indeed you wrong me, /newquote I know nobody of whose judgment I think so highly as I do of yours; and I do really believe, that if you was to say to me,  I advise you by all means to put an end to your engagement with Edward Ferrars, it will be more for the happiness of both of you,  I should resolve upon doing it immediately.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,replied Lucy
764,764,765,"Elinor blushed for the insincerity of Edward s future wife, and replied, ",This compliment would effectually frighten me from giving any opinion on the subject had I formed one. It raises my influence much too high; the power of dividing two people so tenderly attached is too much for an indifferent person.,Elinor,Lucy Steele,NO MONOLOGUE,0,24,Explicit,Elinor blushed for the insincerity of Edward s future wife and replied
765,765,766," said Lucy, with some pique, and laying a particular stress on those words, "," Tis because you are an indifferent person, /newquote that your judgment might justly have such weight with me. If you could be supposed to be biased in any respect by your own feelings, your opinion would not be worth having.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Explicit,said Lucy
767,767,768, said she with all her accustomary complacency.,"Shall you be in town this winter, Miss Dashwood?",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Anaphoric,said she
768,768,769,NO APPEND,Certainly not.,Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
769,769,770," returned the other, while her eyes brightened at the information, ","I am sorry for that, /newquote it would have gave me such pleasure to meet you there! But I dare say you will go for all that. To be sure, your brother and sister will ask you to come to them.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Anaphoric,returned the other
770,770,771,NO APPEND,It will not be in my power to accept their invitation if they do.,Elinor,Lucy Steele,NO MONOLOGUE,0,24,Implicit,
771,771,772,NO APPEND,"How unlucky that is! I had quite depended upon meeting you there. Anne and me are to go the latter end of January to some relations who have been wanting us to visit them these several years! But I only go for the sake of seeing Edward. He will be there in February, otherwise London would have no charms for me; I have not spirits for it.",Lucy Steele,Elinor,NO MONOLOGUE,0,24,Implicit,
800,800,801,"As dinner was not to be ready in less than two hours from their arrival, Elinor determined to employ the interval in writing to her mother, and sat down for that purpose. In a few moments Marianne did the same.  /newquote  said Elinor; ","_I_ am writing home, Marianne, /newquote had not you better defer your letter for a day or two?",Elinor,Marianne,NO MONOLOGUE,0,26,Explicit,said Elinor
801,801,802," replied Marianne, hastily, and as if wishing to avoid any farther inquiry. Elinor said no more; it immediately struck her that she must then be writing to Willoughby; and the conclusion which as instantly followed was, that, however mysteriously they might wish to conduct the affair, they must be engaged. This conviction, though not entirely satisfactory, gave her pleasure, and she continued her letter with greater alacrity. Marianne s was finished in a very few minutes; in length it could be no more than a note; it was then folded up, sealed, and directed with eager rapidity. Elinor thought she could distinguish a large W in the direction; and no sooner was it complete than Marianne, ringing the bell, requested the footman who answered it to get that letter conveyed for her to the two-penny post. This decided the matter at once.","I am _not_ going to write to my mother,",Marianne,Elinor,NO MONOLOGUE,0,26,Explicit,replied Marianne
803,803,804,"It was a great satisfaction to Elinor that Mrs. Jennings, by being much engaged in her own room, could see little of what was passing. The tea things were brought in, and already had Marianne been disappointed more than once by a rap at a neighbouring door, when a loud one was suddenly heard which could not be mistaken for one at any other house, Elinor felt secure of its announcing Willoughby s approach, and Marianne, starting up, moved towards the door. Every thing was silent; this could not be borne many seconds; she opened the door, advanced a few steps towards the stairs, and after listening half a minute, returned into the room in all the agitation which a conviction of having heard him would naturally produce; in the ecstasy of her feelings at that instant she could not help exclaiming,  /newquote  and seemed almost ready to throw herself into his arms, when Colonel Brandon appeared.","Oh, Elinor, it is Willoughby, indeed it is!",Marianne,Elinor,NO MONOLOGUE,0,26,Anaphoric,she could not help exclaiming
805,805,806, said he.,Is your sister ill?,Colonel Brandon,Elinor,NO MONOLOGUE,0,26,Anaphoric,said he
808,808,809,"In this calm kind of way, with very little interest on either side, they continued to talk, both of them out of spirits, and the thoughts of both engaged elsewhere. Elinor wished very much to ask whether Willoughby were then in town, but she was afraid of giving him pain by any enquiry after his rival; and at length, by way of saying something, she asked if he had been in London ever since she had seen him last.  /newquote  he replied, with some embarrassment, ","Yes, /newquote almost ever since; I have been once or twice at Delaford for a few days, but it has never been in my power to return to Barton.",Colonel Brandon,Elinor,NO MONOLOGUE,0,26,Anaphoric,he replied
836,836,837,NO APPEND,"Don t you find it colder than it was in the morning, Elinor? There seems to me a very decided difference. I can hardly keep my hands warm even in my muff. It was not so yesterday, I think. The clouds seem parting too, the sun will be out in a moment, and we shall have a clear afternoon.",Marianne,Elinor,NO MONOLOGUE,0,27,Implicit,
841,841,842," cried Marianne,  /newquote  Elinor, rejoiced to be assured of his being in London, now ventured to say,  /newquote  But Marianne seemed hardly to hear her, and on Mrs. Jennings s entrance, escaped with the precious card.","Good God! /newquote he has been here while we were out. /newquote Depend upon it, he will call again tomorrow.",Marianne,Elinor,NO MONOLOGUE,0,27,Explicit,cried Marianne
844,844,845," cried Marianne, stepping hastily forward.",For me!,Marianne,Elinor,NO MONOLOGUE,0,27,Explicit,cried Marianne
847,847,848,NO APPEND,It is indeed for Mrs. Jennings; how provoking!,Marianne,Elinor,NO MONOLOGUE,0,27,Implicit,
848,848,849," said Elinor, unable to be longer silent.","You are expecting a letter, then?",Elinor,Marianne,NO MONOLOGUE,0,27,Explicit,said Elinor
849,849,850,NO APPEND,"Yes, a little not much.",Marianne,Elinor,NO MONOLOGUE,0,27,Implicit,
850,850,851,After a short pause. ,"You have no confidence in me, Marianne.",Elinor,Marianne,NO MONOLOGUE,0,27,Implicit,
851,851,852,NO APPEND,"Nay, Elinor, this reproach from _you_ you who have confidence in no one!",Marianne,Elinor,NO MONOLOGUE,0,27,Implicit,
852,852,853, returned Elinor in some confusion; ,"Me! /newquote indeed, Marianne, I have nothing to tell.",Elinor,Marianne,NO MONOLOGUE,0,27,Explicit,returned Elinor
853,853,854," answered Marianne with energy, ","Nor I, /newquote our situations then are alike. We have neither of us any thing to tell; you, because you do not communicate, and I, because I conceal nothing.",Marianne,Elinor,NO MONOLOGUE,0,27,Explicit,answered Marianne
867,867,868,"Her letter was scarcely finished, when a rap foretold a visitor, and Colonel Brandon was announced. Marianne, who had seen him from the window, and who hated company of any kind, left the room before he entered it. He looked more than usually grave, and though expressing satisfaction at finding Miss Dashwood alone, as if he had somewhat in particular to tell her, sat for some time without saying a word. Elinor, persuaded that he had some communication to make in which her sister was concerned, impatiently expected its opening. It was not the first time of her feeling the same kind of conviction; for, more than once before, beginning with the observation of  /newquote  or  /newquote  he had appeared on the point, either of disclosing, or of inquiring, something particular about her. After a pause of several minutes, their silence was broken, by his asking her in a voice of some agitation, when he was to congratulate her on the acquisition of a brother? Elinor was not prepared for such a question, and having no answer ready, was obliged to adopt the simple and common expedient, of asking what he meant? He tried to smile as he replied, ","your sister looks unwell to-day, /newquote your sister seems out of spirits, /newquote your sister s engagement to Mr. Willoughby is very generally known.",Colonel Brandon,Elinor,NO MONOLOGUE,0,27,Anaphoric,he replied
868,868,869," returned Elinor, ","It cannot be generally known, /newquote for her own family do not know it.",Elinor,Colonel Brandon,NO MONOLOGUE,0,27,Explicit,returned Elinor
869,869,870,"He looked surprised and said, ","I beg your pardon, I am afraid my inquiry has been impertinent; but I had not supposed any secrecy intended, as they openly correspond, and their marriage is universally talked of.",Colonel Brandon,Elinor,NO MONOLOGUE,0,27,Anaphoric,He looked surprised and said
870,870,871,NO APPEND,How can that be? By whom can you have heard it mentioned?,Elinor,Colonel Brandon,NO MONOLOGUE,0,27,Implicit,
871,871,872,NO APPEND,"By many by some of whom you know nothing, by others with whom you are most intimate, Mrs. Jennings, Mrs. Palmer, and the Middletons. But still I might not have believed it, for where the mind is perhaps rather unwilling to be convinced, it will always find something to support its doubts, if I had not, when the servant let me in today, accidentally seen a letter in his hand, directed to Mr. Willoughby in your sister s writing. I came to inquire, but I was convinced before I could ask the question. Is every thing finally settled? Is it impossible to ? But I have no right, and I could have no chance of succeeding. Excuse me, Miss Dashwood. I believe I have been wrong in saying so much, but I hardly know what to do, and on your prudence I have the strongest dependence. Tell me that it is all absolutely resolved on, that any attempt, that in short concealment, if concealment be possible, is all that remains.",Colonel Brandon,Elinor,NO MONOLOGUE,0,27,Implicit,
873,873,874,"He listened to her with silent attention, and on her ceasing to speak, rose directly from his seat, and after saying in a voice of emotion,  /newquote  took leave, and went away.","to your sister I wish all imaginable happiness; to Willoughby that he may endeavour to deserve her,",Colonel Brandon,Elinor,NO MONOLOGUE,0,27,Anaphoric,He listened to her with silent attention and on her ceasing to speak rose directly from his seat and after saying
878,878,879," she exclaimed, ",Good heavens! /newquote he is there he is there Oh! why does he not look at me? why cannot I speak to him?,Marianne,Elinor,NO MONOLOGUE,0,28,Anaphoric,she exclaimed
879,879,880," cried Elinor, ","Pray, pray be composed, /newquote and do not betray what you feel to every body present. Perhaps he has not observed you yet.",Elinor,Marianne,NO MONOLOGUE,0,28,Explicit,cried Elinor
887,887,888," she cried, as soon as she could speak, ","Go to him, Elinor, /newquote and force him to come to me. Tell him I must see him again must speak to him instantly. I cannot rest I shall not have a moment s peace till this is explained some dreadful misapprehension or other. Oh, go to him this moment.",Marianne,Elinor,NO MONOLOGUE,0,28,Anaphoric,she cried
888,888,889,NO APPEND,"How can that be done? No, my dearest Marianne, you must wait. This is not the place for explanations. Wait only till tomorrow.",Elinor,Marianne,NO MONOLOGUE,0,28,Implicit,
894,894,895,NO APPEND,"Marianne, may I ask ?",Elinor,Marianne,NO MONOLOGUE,0,29,Explicit,Elinor roused from sleep by her agitation and sobs first perceived her and after observing her for a few moments with silent anxiety said
895,895,896," she replied, ","No, Elinor, /newquote ask nothing; you will soon know all.",Marianne,Elinor,NO MONOLOGUE,0,29,Anaphoric,she replied
900,900,901,NO APPEND,"Upon my word, I never saw a young woman so desperately in love in my life! _My_ girls were nothing to her, and yet they used to be foolish enough; but as for Miss Marianne, she is quite an altered creature. I hope, from the bottom of my heart, he won t keep her waiting much longer, for it is quite grievous to see her look so ill and forlorn. Pray, when are they to be married?",Mrs. Jennings,Elinor,NO MONOLOGUE,0,29,Anaphoric,she said
901,901,902,"Elinor, though never less disposed to speak than at that moment, obliged herself to answer such an attack as this, and, therefore, trying to smile, replied, ","And have you really, Ma am, talked yourself into a persuasion of my sister s being engaged to Mr. Willoughby? I thought it had been only a joke, but so serious a question seems to imply more; and I must beg, therefore, that you will not deceive yourself any longer. I do assure you that nothing would surprise me more than to hear of their being going to be married.",Elinor,Mrs. Jennings,NO MONOLOGUE,0,29,Explicit,Elinor though never less disposed to speak than at that moment obliged herself to answer such an attack as this and therefore trying to smile replied
902,902,903,NO APPEND,"For shame, for shame, Miss Dashwood! how can you talk so? Don t we all know that it must be a match, that they were over head and ears in love with each other from the first moment they met? Did not I see them together in Devonshire every day, and all day long; and did not I know that your sister came to town with me on purpose to buy wedding clothes? Come, come, this won t do. Because you are so sly about it yourself, you think nobody else has any senses; but it is no such thing, I can tell you, for it has been known all over town this ever so long. I tell every body of it and so does Charlotte.",Mrs. Jennings,Elinor,NO MONOLOGUE,0,29,Implicit,
903,903,904," said Elinor, very seriously, ","Indeed, Ma am, /newquote you are mistaken. Indeed, you are doing a very unkind thing in spreading the report, and you will find that you have though you will not believe me now.",Elinor,Mrs. Jennings,NO MONOLOGUE,0,29,Explicit,said Elinor
905,905,906,                                    ,"Bond Street, January.",Colonel Brandon,Elinor,NO MONOLOGUE,0,29,Anaphoric,said he
906,906,907,"        MY DEAR MADAM,     ","I have just had the honour of receiving your letter, for which I     beg to return my sincere acknowledgments. I am much concerned to     find there was anything in my behaviour last night that did not     meet your approbation; and though I am quite at a loss to discover     in what point I could be so unfortunate as to offend you, I entreat     your forgiveness of what I can assure you to have been perfectly     unintentional. I shall never reflect on my former acquaintance with     your family in Devonshire without the most grateful pleasure, and     flatter myself it will not be broken by any mistake or     misapprehension of my actions. My esteem for your whole family is     very sincere; but if I have been so unfortunate as to give rise to     a belief of more than I felt, or meant to express, I shall reproach     myself for not having been more guarded in my professions of that     esteem. That I should ever have meant more you will allow to be     impossible, when you understand that my affections have been long     engaged elsewhere, and it will not be many weeks, I believe, before     this engagement is fulfilled. It is with great regret that I obey     your commands in returning the letters with which I have been     honoured from you, and the lock of hair, which you so obligingly     bestowed on me.",Colonel Brandon,Elinor,NO MONOLOGUE,0,29,Anaphoric,He looked pleased by this remembrance and added
907,907,908,Your most obedient  /newquote JOHN WILLOUGHBY.,"I am, dear Madam,  /newquote humble servant, ",Robert Ferrars,Elinor,NO MONOLOGUE,0,29,Anaphoric,he added
911,911,912,NO APPEND,Poor Elinor! how unhappy I make you!,Marianne,Elinor,NO MONOLOGUE,0,29,Anaphoric,she was at last able to express some sense of her kindness by saying
912,912,913," replied her sister, ","I only wish, /newquote there were any thing I _could_ do, which might be of comfort to you.",Elinor,Marianne,NO MONOLOGUE,0,29,Anaphoric,replied her sister
913,913,914,"This, as every thing else would have been, was too much for Marianne, who could only exclaim, in the anguish of her heart,  /newquote  before her voice was entirely lost in sobs.","Oh! Elinor, I am miserable, indeed,",Marianne,Elinor,NO MONOLOGUE,0,29,Explicit,Marianne who could only exclaim
915,915,916," she cried, ","Exert yourself, dear Marianne, /newquote if you would not kill yourself and all who love you. Think of your mother; think of her misery while _you_ suffer: for her sake you must exert yourself.",Elinor,Marianne,NO MONOLOGUE,0,29,Anaphoric,she cried
916,916,917, cried Marianne; ,"I cannot, I cannot, /newquote leave me, leave me, if I distress you; leave me, hate me, forget me! but do not torture me so. Oh! how easy for those, who have no sorrow of their own to talk of exertion! Happy, happy Elinor, _you_ cannot have an idea of what I suffer.",Marianne,Elinor,NO MONOLOGUE,0,29,Explicit,cried Marianne
917,917,918,NO APPEND,"Do you call _me_ happy, Marianne? Ah! if you knew! And can you believe me to be so, while I see you so wretched!",Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
918,918,919, throwing her arms round her sister s neck; ,"Forgive me, forgive me, /newquote I know you feel for me; I know what a heart you have; but yet you are you must be happy; Edward loves you what, oh what, can do away such happiness as that?",Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
920,920,921," cried Marianne wildly, ","No, no, no, /newquote he loves you, and only you. You _can_ have no grief.",Marianne,Elinor,NO MONOLOGUE,0,29,Explicit,cried Marianne
921,921,922,NO APPEND,I can have no pleasure while I see you in this state.,Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
922,922,923,NO APPEND,And you will never see me otherwise. Mine is a misery which nothing can do away.,Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
923,923,924,NO APPEND,"You must not talk so, Marianne. Have you no comforts? no friends? Is your loss such as leaves no opening for consolation? Much as you suffer now, think of what you would have suffered if the discovery of his character had been delayed to a later period if your engagement had been carried on for months and months, as it might have been, before he chose to put an end to it. Every additional day of unhappy confidence, on your side, would have made the blow more dreadful.",Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
924,924,925," cried Marianne, ",Engagement! /newquote there has been no engagement.,Marianne,Elinor,NO MONOLOGUE,0,29,Explicit,cried Marianne
925,925,926,NO APPEND,No engagement!,Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
926,926,927,NO APPEND,"No, he is not so unworthy as you believe him. He has broken no faith with me.",Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
927,927,928,NO APPEND,But he told you that he loved you.,Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
928,928,929,NO APPEND,"Yes no never absolutely. It was every day implied, but never professedly declared. Sometimes I thought it had been, but it never was.",Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
929,929,930,NO APPEND,Yet you wrote to him?,Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
930,930,931,NO APPEND,Yes: could that be wrong after all that had passed? But I cannot talk.,Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
933,933,934,NO APPEND,"How surprised you will be, Willoughby, on receiving this; and I think you will feel something more than surprise, when you know that I am in town. An opportunity of coming hither, though with Mrs. Jennings, was a temptation we could not resist. I wish you may receive this in time to come here to-night, but I will not depend on it. At any rate I shall expect you to-morrow. For the present, adieu.",Anne Steele,Elinor,NO MONOLOGUE,0,29,Implicit,
934,934,935,NO APPEND,M.D.,John Dashwood,Fanny,NO MONOLOGUE,0,29,Anaphoric,replied her husband
936,936,937,NO APPEND,"I cannot express my disappointment in having missed you the day before yesterday, nor my astonishment at not having received any answer to a note which I sent you above a week ago. I have been expecting to hear from you, and still more to see you, every hour of the day. Pray call again as soon as possible, and explain the reason of my having expected this in vain. You had better come earlier another time, because we are generally out by one. We were last night at Lady Middleton s, where there was a dance. I have been told that you were asked to be of the party. But could it be so? You must be very much altered indeed since we parted, if that could be the case, and you not there. But I will not suppose this possible, and I hope very soon to receive your personal assurance of its being otherwise.",Mr. Willoughby,Elinor,NO MONOLOGUE,0,29,Implicit,
937,937,938,NO APPEND,M.D.,John Dashwood,Fanny,NO MONOLOGUE,0,29,Anaphoric,replied her husband
939,939,940,NO APPEND,"What am I to imagine, Willoughby, by your behaviour last night? Again I demand an explanation of it. I was prepared to meet you with the pleasure which our separation naturally produced, with the familiarity which our intimacy at Barton appeared to me to justify. I was repulsed indeed! I have passed a wretched night in endeavouring to excuse a conduct which can scarcely be called less than insulting; but though I have not yet been able to form any reasonable apology for your behaviour, I am perfectly ready to hear your justification of it. You have perhaps been misinformed, or purposely deceived, in something concerning me, which may have lowered me in your opinion. Tell me what it is, explain the grounds on which you acted, and I shall be satisfied, in being able to satisfy you. It would grieve me indeed to be obliged to think ill of you; but if I am to do it, if I am to learn that you are not what we have hitherto believed you, that your regard for us all was insincere, that your behaviour to me was intended only to deceive, let it be told as soon as possible. My feelings are at present in a state of dreadful indecision; I wish to acquit you, but certainty on either side will be ease to what I now suffer. If your sentiments are no longer what they were, you will return my notes, and the lock of my hair which is in your possession.",Colonel Brandon,Elinor,NO MONOLOGUE,0,29,Anaphoric,He looked pleased by this remembrance and added
940,940,941,NO APPEND,M.D.,John Dashwood,Fanny,NO MONOLOGUE,0,29,Anaphoric,replied her husband
942,942,943," she added, ","I felt myself, /newquote to be as solemnly engaged to him, as if the strictest legal covenant had bound us to each other.",Marianne,Elinor,NO MONOLOGUE,0,29,Anaphoric,she added
943,943,944, said Elinor; ,"I can believe it, /newquote but unfortunately he did not feel the same.",Elinor,Marianne,NO MONOLOGUE,0,29,Explicit,said Elinor
944,944,945,NO APPEND,"He _did_ feel the same, Elinor for weeks and weeks he felt it. I know he did. Whatever may have changed him now, (and nothing but the blackest art employed against me can have done it), I was once as dear to him as my own soul could wish. This lock of hair, which now he can so readily give up, was begged of me with the most earnest supplication. Had you seen his look, his manner, had you heard his voice at that moment! Have you forgot the last evening of our being together at Barton? The morning that we parted too! When he told me that it might be many weeks before we met again his distress can I ever forget his distress?",Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
946,946,947,NO APPEND,"Elinor, I have been cruelly used; but not by Willoughby.",Marianne,Elinor,NO MONOLOGUE,0,29,Anaphoric,she added
947,947,948,NO APPEND,"Dearest Marianne, who but himself? By whom can he have been instigated?",Elinor,Marianne,NO MONOLOGUE,0,29,Implicit,
948,948,949,NO APPEND,"By all the world, rather than by his own heart. I could rather believe every creature of my acquaintance leagued together to ruin me in his opinion, than believe his nature capable of such cruelty. This woman of whom he writes whoever she be or any one, in short, but your own dear self, mama, and Edward, may have been so barbarous to bely me. Beyond you three, is there a creature in the world whom I would not rather suspect of evil than Willoughby, whose heart I know so well?",Marianne,Elinor,NO MONOLOGUE,0,29,Implicit,
