,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
275,275,275,276," cried Catherine, quite frightened. ","Good heavens! /newquote Then pray let us turn back; they will certainly meet with an accident if we go on. Do let us turn back, Mr. Thorpe; stop and speak to my brother, and tell him how very unsafe it is.",Catherine Morland,Mr. Thorpe,NO MONOLOGUE,0,9,Explicit,cried Catherine
276,276,276,277,NO APPEND,"Unsafe! Oh, lord! What is there in that? They will only get a roll if it does break down; and there is plenty of dirt; it will be excellent falling. Oh, curse it! The carriage is safe enough, if a man knows how to drive it; a thing of that sort in good hands will last above twenty years after it is fairly worn out. Lord bless you! I would undertake for five pounds to drive it to York and back again, without losing a nail.",Mr. Thorpe,Catherine Morland,NO MONOLOGUE,0,9,Implicit,
280,280,280,281,"Catherine found Mrs. Allen just returned from all the busy idleness of the morning, and was immediately greeted with,  /newquote  a truth which she had no greater inclination than power to dispute; ","Well, my dear, here you are, /newquote and I hope you have had a pleasant airing?",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Explicit,Catherine found Mrs Allen just returned from all the busy idleness of the morning and was immediately greeted
281,281,281,282,NO APPEND,"Yes, ma am, I thank you; we could not have had a nicer day.",James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
282,282,282,283,NO APPEND,So Mrs. Thorpe said; she was vastly pleased at your all going.,Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
283,283,283,284,NO APPEND,"You have seen Mrs. Thorpe, then?",James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
284,284,284,285,NO APPEND,"Yes, I went to the pump-room as soon as you were gone, and there I met her, and we had a great deal of talk together. She says there was hardly any veal to be got at market this morning, it is so uncommonly scarce.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
285,285,285,286,NO APPEND,Did you see anybody else of our acquaintance?,James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
286,286,286,287,NO APPEND,"Yes; we agreed to take a turn in the Crescent, and there we met Mrs. Hughes, and Mr. and Miss Tilney walking with her.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
287,287,287,288,NO APPEND,Did you indeed? And did they speak to you?,James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
288,288,288,289,NO APPEND,"Yes, we walked along the Crescent together for half an hour. They seem very agreeable people. Miss Tilney was in a very pretty spotted muslin, and I fancy, by what I can learn, that she always dresses very handsomely. Mrs. Hughes talked to me a great deal about the family.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
289,289,289,290,NO APPEND,And what did she tell you of them?,James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
290,290,290,291,NO APPEND,Oh! A vast deal indeed; she hardly talked of anything else.,Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
291,291,291,292,NO APPEND,Did she tell you what part of Gloucestershire they come from?,James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
292,292,292,293,NO APPEND,"Yes, she did; but I cannot recollect now. But they are very good kind of people, and very rich. Mrs. Tilney was a Miss Drummond, and she and Mrs. Hughes were schoolfellows; and Miss Drummond had a very large fortune; and, when she married, her father gave her twenty thousand pounds, and five hundred to buy wedding-clothes. Mrs. Hughes saw all the clothes after they came from the warehouse.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
293,293,293,294,NO APPEND,And are Mr. and Mrs. Tilney in Bath?,James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
294,294,294,295,NO APPEND,"Yes, I fancy they are, but I am not quite certain. Upon recollection, however, I have a notion they are both dead; at least the mother is; yes, I am sure Mrs. Tilney is dead, because Mrs. Hughes told me there was a very beautiful set of pearls that Mr. Drummond gave his daughter on her wedding-day and that Miss Tilney has got now, for they were put by for her when her mother died.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
295,295,295,296,NO APPEND,"And is Mr. Tilney, my partner, the only son?",James Morland,Mrs. Allen,NO MONOLOGUE,0,9,Implicit,
296,296,296,297,NO APPEND,"I cannot be quite positive about that, my dear; I have some idea he is; but, however, he is a very fine young man, Mrs. Hughes says, and likely to do very well.",Mrs. Allen,James Morland,NO MONOLOGUE,0,9,Implicit,
306,306,306,307," was an artless exclamation of Catherine s towards the close of their conversation, which at once surprised and amused her companion.",How well your brother dances!,Catherine Morland,[],NO MONOLOGUE,0,10,Explicit,was an artless exclamation of Catherine s
307,307,307,308, she replied with a smile. ,"Henry! /newquote Yes, he does dance very well.",,Catherine Morland,NO MONOLOGUE,0,10,Anaphoric,she replied
308,308,308,309," Miss Tilney could only bow.  /newquote  added Catherine after a moment s silence, ","He must have thought it very odd to hear me say I was engaged the other evening, when he saw me sitting down. But I really had been engaged the whole day to Mr. Thorpe. /newquote You cannot think, /newquote how surprised I was to see him again. I felt so sure of his being quite gone away.",Catherine Morland,[],NO MONOLOGUE,0,10,Explicit,added Catherine
309,309,309,310,NO APPEND,"When Henry had the pleasure of seeing you before, he was in Bath but for a couple of days. He came only to engage lodgings for us.",,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
310,310,310,311,NO APPEND,"_That_ never occurred to me; and of course, not seeing him anywhere, I thought he must be gone. Was not the young lady he danced with on Monday a Miss Smith?",Catherine Morland,[],NO MONOLOGUE,0,10,Implicit,
311,311,311,312,NO APPEND,"Yes, an acquaintance of Mrs. Hughes.",,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
312,312,312,313,NO APPEND,I dare say she was very glad to dance. Do you think her pretty?,Catherine Morland,[],NO MONOLOGUE,0,10,Implicit,
313,313,313,314,NO APPEND,Not very.,,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
314,314,314,315,NO APPEND,"He never comes to the pump-room, I suppose?",Catherine Morland,[],NO MONOLOGUE,0,10,Implicit,
315,315,315,316,NO APPEND,"Yes, sometimes; but he has rid out this morning with my father.",,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
321,321,321,322," whispered Isabella, ","Do not be frightened, my dear Catherine, /newquote but I am really going to dance with your brother again. I declare positively it is quite shocking. I tell him he ought to be ashamed of himself, but you and John must keep us in countenance. Make haste, my dear creature, and come to us. John is just walked off, but he will be back in a moment.",Isabella Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Explicit,whispered Isabella
328,328,328,329,"This was the last sentence by which he could weary Catherine s attention, for he was just then borne off by the resistless pressure of a long string of passing ladies. Her partner now drew near, and said, ","That gentleman would have put me out of patience, had he stayed with you half a minute longer. He has no business to withdraw the attention of my partner from me. We have entered into a contract of mutual agreeableness for the space of an evening, and all our agreeableness belongs solely to each other for that time. Nobody can fasten themselves on the notice of one, without injuring the rights of the other. I consider a country-dance as an emblem of marriage. Fidelity and complaisance are the principal duties of both; and those men who do not choose to dance or marry themselves, have no business with the partners or wives of their neighbours.",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Anaphoric,Her partner now drew near and said
329,329,329,330,NO APPEND,But they are such very different things!,John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
330,330,330,331,NO APPEND, That you think they cannot be compared together.,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
331,331,331,332,NO APPEND,"To be sure not. People that marry can never part, but must go and keep house together. People that dance only stand opposite each other in a long room for half an hour.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
332,332,332,333,NO APPEND,"And such is your definition of matrimony and dancing. Taken in that light certainly, their resemblance is not striking; but I think I could place them in such a view. You will allow, that in both, man has the advantage of choice, woman only the power of refusal; that in both, it is an engagement between man and woman, formed for the advantage of each; and that when once entered into, they belong exclusively to each other till the moment of its dissolution; that it is their duty, each to endeavour to give the other no cause for wishing that he or she had bestowed themselves elsewhere, and their best interest to keep their own imaginations from wandering towards the perfections of their neighbours, or fancying that they should have been better off with anyone else. You will allow all this?",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
333,333,333,334,NO APPEND,"Yes, to be sure, as you state it, all this sounds very well; but still they are so very different. I cannot look upon them at all in the same light, nor think the same duties belong to them.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
334,334,334,335,NO APPEND,"In one respect, there certainly is a difference. In marriage, the man is supposed to provide for the support of the woman, the woman to make the home agreeable to the man; he is to purvey, and she is to smile. But in dancing, their duties are exactly changed; the agreeableness, the compliance are expected from him, while she furnishes the fan and the lavender water. _That_, I suppose, was the difference of duties which struck you, as rendering the conditions incapable of comparison.",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
335,335,335,336,NO APPEND,"No, indeed, I never thought of that.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
336,336,336,337,NO APPEND,"Then I am quite at a loss. One thing, however, I must observe. This disposition on your side is rather alarming. You totally disallow any similarity in the obligations; and may I not thence infer that your notions of the duties of the dancing state are not so strict as your partner might wish? Have I not reason to fear that if the gentleman who spoke to you just now were to return, or if any other gentleman were to address you, there would be nothing to restrain you from conversing with him as long as you chose?",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
337,337,337,338,NO APPEND,"Mr. Thorpe is such a very particular friend of my brother s, that if he talks to me, I must talk to him again; but there are hardly three young men in the room besides him that I have any acquaintance with.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
338,338,338,339,NO APPEND,"And is that to be my only security? Alas, alas!",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
339,339,339,340,NO APPEND,"Nay, I am sure you cannot have a better; for if I do not know anybody, it is impossible for me to talk to them; and, besides, I do not _want_ to talk to anybody.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
340,340,340,341,NO APPEND,Now you have given me a security worth having; and I shall proceed with courage. Do you find Bath as agreeable as when I had the honour of making the inquiry before?,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
341,341,341,342,NO APPEND,"Yes, quite more so, indeed.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
342,342,342,343,NO APPEND,"More so! Take care, or you will forget to be tired of it at the proper time. You ought to be tired at the end of six weeks.",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
343,343,343,344,NO APPEND,"I do not think I should be tired, if I were to stay here six months.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
344,344,344,345,NO APPEND,"Bath, compared with London, has little variety, and so everybody finds out every year.  For six weeks, I allow Bath is pleasant enough; but beyond _that_, it is the most tiresome place in the world.  You would be told so by people of all descriptions, who come regularly every winter, lengthen their six weeks into ten or twelve, and go away at last because they can afford to stay no longer.",Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
345,345,345,346,NO APPEND,"Well, other people must judge for themselves, and those who go to London may think nothing of Bath. But I, who live in a small retired village in the country, can never find greater sameness in such a place as this than in my own home; for here are a variety of amusements, a variety of things to be seen and done all day long, which I can know nothing of there.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
346,346,346,347,NO APPEND,You are not fond of the country.,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
347,347,347,348,NO APPEND,"Yes, I am. I have always lived there, and always been very happy. But certainly there is much more sameness in a country life than in a Bath life. One day in the country is exactly like another.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
348,348,348,349,NO APPEND,But then you spend your time so much more rationally in the country.,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
349,349,349,350,NO APPEND,Do I?,John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
350,350,350,351,NO APPEND,Do you not?,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
351,351,351,352,NO APPEND,I do not believe there is much difference.,John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
352,352,352,353,NO APPEND,Here you are in pursuit only of amusement all day long.,Catherine Morland,John Thorpe,NO MONOLOGUE,0,10,Implicit,
353,353,353,354,NO APPEND,"And so I am at home only I do not find so much of it. I walk about here, and so I do there; but here I see a variety of people in every street, and there I can only go and call on Mrs. Allen.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,10,Implicit,
355,355,355,356, he repeated. ,"Only go and call on Mrs. Allen! /newquote What a picture of intellectual poverty! However, when you sink into this abyss again, you will have more to say. You will be able to talk of Bath, and of all that you did here.",Henry Tilney,"['Catherine Morland', 'Mrs. Allen']",NO MONOLOGUE,0,10,Anaphoric,he repeated
356,356,356,357,NO APPEND,"Oh! Yes. I shall never be in want of something to talk of again to Mrs. Allen, or anybody else. I really believe I shall always be talking of Bath, when I am at home again I _do_ like it so very much. If I could but have Papa and Mamma, and the rest of them here, I suppose I should be too happy! James s coming (my eldest brother) is quite delightful and especially as it turns out that the very family we are just got so intimate with are his intimate friends already. Oh! Who can ever be tired of Bath?",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,10,Implicit,
357,357,357,358," Here their conversation closed, the demands of the dance becoming now too importunate for a divided attention.","Not those who bring such fresh feelings of every sort to it as you do. But papas and mammas, and brothers, and intimate friends are a good deal gone by, to most of the frequenters of Bath and the honest relish of balls and plays, and everyday sights, is past with them.",Henry Tilney,"['Catherine Morland', 'Mrs. Allen']",NO MONOLOGUE,0,10,Implicit,
358,358,358,359,"Soon after their reaching the bottom of the set, Catherine perceived herself to be earnestly regarded by a gentleman who stood among the lookers-on, immediately behind her partner. He was a very handsome man, of a commanding aspect, past the bloom, but not past the vigour of life; and with his eye still directed towards her, she saw him presently address Mr. Tilney in a familiar whisper. Confused by his notice, and blushing from the fear of its being excited by something wrong in her appearance, she turned away her head. But while she did so, the gentleman retreated, and her partner, coming nearer, said, ","I see that you guess what I have just been asked. That gentleman knows your name, and you have a right to know his. It is General Tilney, my father.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,10,Anaphoric,her partner coming nearer said
361,361,361,362,"The morrow brought a very sober-looking morning, the sun making only a few efforts to appear, and Catherine augured from it everything most favourable to her wishes. A bright morning so early in the year, she allowed, would generally turn to rain, but a cloudy one foretold improvement as the day advanced. She applied to Mr. Allen for confirmation of her hopes, but Mr. Allen, not having his own skies and barometer about him, declined giving any absolute promise of sunshine. She applied to Mrs. Allen, and Mrs. Allen s opinion was more positive. ","She had no doubt in the world of its being a very fine day, if the clouds would only go off, and the sun keep out.",Henry Tilney,"['Catherine Morland', 'Mrs. Allen']",NO MONOLOGUE,0,11,Implicit,
362,362,362,363,"At about eleven o clock, however, a few specks of small rain upon the windows caught Catherine s watchful eye, and  /newquote  broke from her in a most desponding tone.","Oh! dear, I do believe it will be wet,",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Anaphoric,broke from her
363,363,363,364, said Mrs. Allen.,"I thought how it would be,",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Explicit,said Mrs Allen
364,364,364,365, sighed Catherine; ,"No walk for me today, /newquote but perhaps it may come to nothing, or it may hold up before twelve.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Explicit,sighed Catherine
365,365,365,366,NO APPEND,"Perhaps it may, but then, my dear, it will be so dirty.",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Implicit,
366,366,366,367,NO APPEND,Oh! That will not signify; I never mind dirt.,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Implicit,
367,367,367,368," replied her friend very placidly, ","No, /newquote I know you never mind dirt.",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Anaphoric,replied her friend
368,368,368,369,"After a short pause,  /newquote  said Catherine, as she stood watching at a window.",It comes on faster and faster!,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Explicit,said Catherine
369,369,369,370,NO APPEND,"So it does indeed. If it keeps raining, the streets will be very wet.",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Implicit,
370,370,370,371,NO APPEND,There are four umbrellas up already. How I hate the sight of an umbrella!,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Implicit,
371,371,371,372,NO APPEND,They are disagreeable things to carry. I would much rather take a chair at any time.,Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Implicit,
372,372,372,373,NO APPEND,It was such a nice-looking morning! I felt so convinced it would be dry!,Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Implicit,
373,373,373,374,NO APPEND,"Anybody would have thought so indeed. There will be very few people in the pump-room, if it rains all the morning. I hope Mr. Allen will put on his greatcoat when he goes, but I dare say he will not, for he had rather do anything in the world than walk out in a greatcoat; I wonder he should dislike it, it must be so comfortable.",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Implicit,
374,374,374,375,"The rain continued fast, though not heavy. Catherine went every five minutes to the clock, threatening on each return that, if it still kept on raining another five minutes, she would give up the matter as hopeless. The clock struck twelve, and it still rained. ","You will not be able to go, my dear.",Catherine Morland,"['Henry Tilney', 'Mrs. Allen']",NO MONOLOGUE,0,11,Implicit,
375,375,375,376,NO APPEND,"I do not quite despair yet. I shall not give it up till a quarter after twelve. This is just the time of day for it to clear up, and I do think it looks a little lighter. There, it is twenty minutes after twelve, and now I _shall_ give it up entirely. Oh! That we had such weather here as they had at Udolpho, or at least in Tuscany and the south of France! the night that poor St. Aubin died! such beautiful weather!",Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Implicit,
376,376,376,377,"At half past twelve, when Catherine s anxious attention to the weather was over and she could no longer claim any merit from its amendment, the sky began voluntarily to clear. A gleam of sunshine took her quite by surprise; she looked round; the clouds were parting, and she instantly returned to the window to watch over and encourage the happy appearance. Ten minutes more made it certain that a bright afternoon would succeed, and justified the opinion of Mrs. Allen, who had  /newquote  But whether Catherine might still expect her friends, whether there had not been too much rain for Miss Tilney to venture, must yet be a question.",always thought it would clear up.,Mrs. Allen,"['Henry Tilney', 'Catherine Morland']",NO MONOLOGUE,0,11,Explicit,Mrs Allen who had
378,378,378,379," Mrs. Allen agreed to it. John Thorpe was soon with them, and his voice was with them yet sooner, for on the stairs he was calling out to Miss Morland to be quick.  /newquote  as he threw open the door. ","Isabella, my brother, and Mr. Thorpe, I declare! They are coming for me perhaps but I shall not go I cannot go indeed, for you know Miss Tilney may still call. /newquote Make haste! Make haste! /newquote Put on your hat this moment there is no time to be lost we are going to Bristol. How d ye do, Mrs. Allen?",Catherine Morland,"['Mrs. Allen', 'James Morland', 'Isabella Thorpe', 'John Thorpe']",NO MONOLOGUE,0,11,Implicit,
396,396,396,397,NO APPEND,Yes.,Catherine Morland,"['Mrs. Allen', 'James Morland', 'Isabella Thorpe', 'John Thorpe']",NO MONOLOGUE,0,11,Implicit,
398,398,398,399,NO APPEND,Did you indeed?,Catherine Morland,"['Mrs. Allen', 'James Morland', 'Isabella Thorpe', 'John Thorpe']",NO MONOLOGUE,0,11,Implicit,
411,411,411,412,"They passed briskly down Pulteney Street, and through Laura Place, without the exchange of many words. Thorpe talked to his horse, and she meditated, by turns, on broken promises and broken arches, phaetons and false hangings, Tilneys and trap-doors. As they entered Argyle Buildings, however, she was roused by this address from her companion, ",Who is that girl who looked at you so hard as she went by?,John Thorpe,"['James Morland', 'Catherine Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Anaphoric,she was roused by this address from her companion
412,412,412,413,NO APPEND,Who? Where?,Catherine Morland,"['John Thorpe', 'James Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
413,413,413,414," Catherine looked round and saw Miss Tilney leaning on her brother s arm, walking slowly down the street. She saw them both looking back at her.  /newquote  she impatiently cried;  /newquote  But to what purpose did she speak? Thorpe only lashed his horse into a brisker trot; the Tilneys, who had soon ceased to look after her, were in a moment out of sight round the corner of Laura Place, and in another moment she was herself whisked into the marketplace. Still, however, and during the length of another street, she entreated him to stop.  /newquote  But Mr. Thorpe only laughed, smacked his whip, encouraged his horse, made odd noises, and drove on; and Catherine, angry and vexed as she was, having no power of getting away, was obliged to give up the point and submit. Her reproaches, however, were not spared.  /newquote  Thorpe defended himself very stoutly, declared he had never seen two men so much alike in his life, and would hardly give up the point of its having been Tilney himself.","On the right-hand pavement she must be almost out of sight now. /newquote Stop, stop, Mr. Thorpe, /newquote it is Miss Tilney; it is indeed. How could you tell me they were gone? Stop, stop, I will get out this moment and go to them. /newquote Pray, pray stop, Mr. Thorpe. I cannot go on. I will not go on. I must go back to Miss Tilney. /newquote How could you deceive me so, Mr. Thorpe? How could you say that you saw them driving up the Lansdown Road? I would not have had it happen so for the world. They must think it so strange, so rude of me! To go by them, too, without saying a word! You do not know how vexed I am; I shall have no pleasure at Clifton, nor in anything else. I had rather, ten thousand times rather, get out now, and walk back to them. How could you say you saw them driving out in a phaeton?",John Thorpe,"['James Morland', 'Catherine Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
416,416,416,417," said he soon afterwards, ","If your brother had not got such a d beast to drive, /newquote we might have done it very well. My horse would have trotted to Clifton within the hour, if left to himself, and I have almost broke my arm with pulling him in to that cursed broken-winded jade s pace. Morland is a fool for not keeping a horse and gig of his own.",James Morland,"['John Thorpe', 'Catherine Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Anaphoric,said he
417,417,417,418," said Catherine warmly, ","No, he is not, /newquote for I am sure he could not afford it.",Catherine Morland,"['John Thorpe', 'James Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Explicit,said Catherine
418,418,418,419,NO APPEND,And why cannot he afford it?,James Morland,"['John Thorpe', 'Catherine Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
419,419,419,420,NO APPEND,Because he has not money enough.,Catherine Morland,"['John Thorpe', 'James Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
420,420,420,421,NO APPEND,And whose fault is that?,James Morland,"['John Thorpe', 'Catherine Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
421,421,421,422," Thorpe then said something in the loud, incoherent way to which he had often recourse, about its being a d thing to be miserly; and that if people who rolled in money could not afford things, he did not know who could, which Catherine did not even endeavour to understand. Disappointed of what was to have been the consolation for her first disappointment, she was less and less disposed either to be agreeable herself or to find her companion so; and they returned to Pulteney Street without her speaking twenty words.","Nobody s, that I know of.",Catherine Morland,"['John Thorpe', 'James Morland', 'Mr. Allen']",NO MONOLOGUE,0,11,Implicit,
422,422,422,423,"As she entered the house, the footman told her that a gentleman and lady had called and inquired for her a few minutes after her setting off; that, when he told them she was gone out with Mr. Thorpe, the lady had asked whether any message had been left for her; and on his saying no, had felt for a card, but said she had none about her, and went away. Pondering over these heart-rending tidings, Catherine walked slowly upstairs. At the head of them she was met by Mr. Allen, who, on hearing the reason of their speedy return, said, ","I am glad your brother had so much sense; I am glad you are come back. It was a strange, wild scheme.",Mr. Allen,"['John Thorpe', 'James Morland', 'Catherine Morland']",NO MONOLOGUE,0,11,Explicit,Mr Allen who on hearing the reason of their speedy return said
424,424,424,425,"Catherine could almost have accused Isabella of being wanting in tenderness towards herself and her sorrows, so very little did they appear to dwell on her mind, and so very inadequate was the comfort she offered.  /newquote  she whispered. ","Do not be so dull, my dearest creature, /newquote You will quite break my heart. It was amazingly shocking, to be sure; but the Tilneys were entirely to blame. Why were not they more punctual? It was dirty, indeed, but what did that signify? I am sure John and I should not have minded it. I never mind going through anything, where a friend is concerned; that is my disposition, and John is just the same; he has amazing strong feelings. Good heavens! What a delightful hand you have got! Kings, I vow! I never was so happy in my life! I would fifty times rather you should have them than myself.",Mr. Allen,"['John Thorpe', 'James Morland', 'Catherine Morland']",NO MONOLOGUE,0,11,Anaphoric,she whispered
426,426,426,427," said Catherine the next morning, ","Mrs. Allen, /newquote will there be any harm in my calling on Miss Tilney today? I shall not be easy till I have explained everything.",Catherine Morland,Mrs. Allen,NO MONOLOGUE,0,12,Explicit,said Catherine
427,427,427,428,NO APPEND,"Go, by all means, my dear; only put on a white gown; Miss Tilney always wears white.",Mrs. Allen,Catherine Morland,NO MONOLOGUE,0,12,Implicit,
429,429,429,430,"Dejected and humbled, she had even some thoughts of not going with the others to the theatre that night; but it must be confessed that they were not of long continuance, for she soon recollected, in the first place, that she was without any excuse for staying at home; and, in the second, that it was a play she wanted very much to see. To the theatre accordingly they all went; no Tilneys appeared to plague or please her; she feared that, amongst the many perfections of the family, a fondness for plays was not to be ranked; but perhaps it was because they were habituated to the finer performances of the London stage, which she knew, on Isabella s authority, rendered everything else of the kind  /newquote  She was not deceived in her own expectation of pleasure; the comedy so well suspended her care that no one, observing her during the first four acts, would have supposed she had any wretchedness about her. On the beginning of the fifth, however, the sudden view of Mr. Henry Tilney and his father, joining a party in the opposite box, recalled her to anxiety and distress. The stage could no longer excite genuine merriment no longer keep her whole attention. Every other look upon an average was directed towards the opposite box; and, for the space of two entire scenes, did she thus watch Henry Tilney, without being once able to catch his eye. No longer could he be suspected of indifference for a play; his notice was never withdrawn from the stage during two whole scenes. At length, however, he did look towards her, and he bowed but such a bow! No smile, no continued observance attended it; his eyes were immediately returned to their former direction. Catherine was restlessly miserable; she could almost have run round to the box in which he sat and forced him to hear her explanation. Feelings rather natural than heroic possessed her; instead of considering her own dignity injured by this ready condemnation instead of proudly resolving, in conscious innocence, to show her resentment towards him who could harbour a doubt of it, to leave to him all the trouble of seeking an explanation, and to enlighten him on the past only by avoiding his sight, or flirting with somebody else she took to herself all the shame of misconduct, or at least of its appearance, and was only eager for an opportunity of explaining its cause.",quite horrid.,Isabella Thorpe,"['Mrs. Allen', 'Catherine Morland']",NO MONOLOGUE,0,12,Explicit,Isabella s authority rendered
442,442,442,443,"While talking to each other, she had observed with some surprise that John Thorpe, who was never in the same part of the house for ten minutes together, was engaged in conversation with General Tilney; and she felt something more than surprise when she thought she could perceive herself the object of their attention and discourse. What could they have to say of her? She feared General Tilney did not like her appearance: she found it was implied in his preventing her admittance to his daughter, rather than postpone his own walk a few minutes.  /newquote  was her anxious inquiry, as she pointed them out to her companion. He knew nothing about it; but his father, like every military man, had a very large acquaintance.",How came Mr. Thorpe to know your father?,Catherine Morland,John Thorpe,NO MONOLOGUE,0,12,Anaphoric,was her anxious inquiry
443,443,443,444,"When the entertainment was over, Thorpe came to assist them in getting out. Catherine was the immediate object of his gallantry; and, while they waited in the lobby for a chair, he prevented the inquiry which had travelled from her heart almost to the tip of her tongue, by asking, in a consequential manner, whether she had seen him talking with General Tilney: ","He is a fine old fellow, upon my soul! Stout, active looks as young as his son. I have a great regard for him, I assure you: a gentleman-like, good sort of fellow as ever lived.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,12,Implicit,
444,444,444,445,NO APPEND,But how came you to know him?,Catherine Morland,John Thorpe,NO MONOLOGUE,0,12,Implicit,
445,445,445,446,NO APPEND,"Know him! There are few people much about town that I do not know. I have met him forever at the Bedford; and I knew his face again today the moment he came into the billiard-room. One of the best players we have, by the by; and we had a little touch together, though I was almost afraid of him at first: the odds were five to four against me; and, if I had not made one of the cleanest strokes that perhaps ever was made in this world I took his ball exactly but I could not make you understand it without a table; however, I _did_ beat him. A very fine fellow; as rich as a Jew. I should like to dine with him; I dare say he gives famous dinners. But what do you think we have been talking of? You. Yes, by heavens! And the general thinks you the finest girl in Bath.",John Thorpe,Catherine Morland,NO MONOLOGUE,0,12,Implicit,
