,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
314,314,314,315, he said. His face flushed.,"We'd share it, and scatter it together,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
319,319,319,320," Edna said, lifting her hands instinctively to her head and pushing her straw hat up from her forehead.  /newquote  They were outside in the shadow of the church. Robert was full of solicitude.","I felt giddy and almost overcome, /newquote I couldn't have stayed through the service.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,Edna said
320,320,320,321," He took her arm and led her away, looking anxiously and continuously down into her face.","It was folly to have thought of going in the first place, let alone staying. Come over to Madame Antoine's; you can rest there.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
331,331,331,332, she inquired. ,"How many years have I slept? /newquote The whole island seems changed. A new race of beings must have sprung up, leaving only you and me as past relics. How many ages ago did Madame Antoine and Tonie die? and when did our people from Grand Isle disappear from the earth?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she inquired
333,333,333,334,NO APPEND,You have slept precisely one hundred years. I was left here to guard your slumbers; and for one hundred years I have been out under the shed reading a book. The only evil I couldn't prevent was to keep a broiled fowl from drying up.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
334,334,334,335," said Edna, moving with him into the house. ","If it has turned to stone, still will I eat it, /newquote But really, what has become of Monsieur Farival and the others?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna
335,335,335,336,NO APPEND,"Gone hours ago. When they found that you were sleeping they thought it best not to awake you. Any way, I wouldn't have let them. What was I here for?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
336,336,336,337," she speculated, as she seated herself at table.",I wonder if L once will be uneasy!,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she speculated
337,337,337,338," Robert replied, as he busied himself among sundry pans and covered dishes which had been left standing on the hearth.","Of course not; he knows you are with me,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,Robert replied
338,338,338,339, asked Edna.,Where are Madame Antoine and her son?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,asked Edna
339,339,339,340,NO APPEND,"Gone to Vespers, and to visit some friends, I believe. I am to take you back in Tonie's boat whenever you are ready to go.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
341,341,341,342," she asked, after draining her glass and brushing together the crumbs of the crusty loaf.",Shall we go right away?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she asked
342,342,342,343, he answered.,"The sun isn't as low as it will be in two hours,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he answered
343,343,343,344,NO APPEND,The sun will be gone in two hours.,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
344,344,344,345,NO APPEND,"Well, let it go; who cares!",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
357,357,357,358, she said at parting.,"Do you know we have been together the whole livelong day, Robert since early this morning?",,[],NO MONOLOGUE,0,0,Anaphoric,she said
358,358,358,359,NO APPEND,All but the hundred years when you were sleeping. Good-night.,,[],NO MONOLOGUE,0,0,Implicit,
362,362,362,363,As Edna waited for her husband she sang low a little song that Robert had sung as they crossed the bay. It began with  /newquote  and every verse ended with ,"Ah! _si tu savais_, /newquote _si tu savais_.",,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
368,368,368,369,"  /newquote   /newquote   /newquote  were some of the replies she gathered, uttered simultaneously in French and English.",To-night! /newquote This very evening! /newquote Did you ever! /newquote What possesses him!,Doctor Mandelet,"['Edna Pontellier', 'Robert Lebrun']",NO MONOLOGUE,0,0,Explicit,said the Doctor
385,385,385,386, she asked Robert.,At what time do you leave?,Edna Pontellier,[],NO MONOLOGUE,0,0,Anaphoric,she asked Robert
386,386,386,387, he told her. ,"At ten, /newquote Beaudelet wants to wait for the moon.",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he told her
387,387,387,388,NO APPEND,Are you all ready to go?,Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
388,388,388,389,NO APPEND,"Quite ready. I shall only take a hand-bag, and shall pack my trunk in the city.",,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
393,393,393,394," replied Edna, ","All that noise and confusion at the table must have upset me, /newquote and moreover, I hate shocks and surprises. The idea of Robert starting off in such a ridiculously sudden and dramatic way! As if it were a matter of life and death! Never saying a word about it all morning when he was with me.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,replied Edna
394,394,394,395, agreed Madame Ratignolle. ,"Yes, /newquote I think it was showing us all you especially very little consideration. It wouldn't have surprised me in any of the others; those Lebruns are all given to heroics. But I must say I should never have expected such a thing from Robert. Are you not coming down? Come on, dear; it doesn't look friendly.",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,agreed Madame Ratignolle
395,395,395,396," said Edna, a little sullenly. ","No, /newquote I can't go to the trouble of dressing again; I don't feel like it.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,said Edna
396,396,396,397,NO APPEND,You needn't dress; you look all right; fasten a belt around your waist. Just look at me!,Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
397,397,397,398, persisted Edna; ,"No, /newquote but you go on. Madame Lebrun might be offended if we both stayed away.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,persisted Edna
400,400,400,401, he asked.,Aren't you feeling well?,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
401,401,401,402,NO APPEND,"Oh, well enough. Are you going right away?",,"['Robert Lebrun', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
402,402,402,403,He lit a match and looked at his watch.  /newquote  he said. The sudden and brief flare of the match emphasized the darkness for a while. He sat down upon a stool which the children had left out on the porch.,"In twenty minutes,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
403,403,403,404, said Edna.,"Get a chair,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna
404,404,404,405," he replied. He put on his soft hat and nervously took it off again, and wiping his face with his handkerchief, complained of the heat.","This will do,",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he replied
405,405,405,406," said Edna, offering it to him.","Take the fan,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Explicit,said Edna
406,406,406,407,NO APPEND,"Oh, no! Thank you. It does no good; you have to stop fanning some time, and feel all the more uncomfortable afterward.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
407,407,407,408,NO APPEND,That's one of the ridiculous things which men always say. I have never known one to speak otherwise of fanning. How long will you be gone?,Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
408,408,408,409,NO APPEND,"Forever, perhaps. I don't know. It depends upon a good many things.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
409,409,409,410,NO APPEND,"Well, in case it shouldn't be forever, how long will it be?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
410,410,410,411,NO APPEND,I don't know.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
411,411,411,412," He remained silent, not offering to defend himself. He only said, after a moment:","This seems to me perfectly preposterous and uncalled for. I don't like it. I don't understand your motive for silence and mystery, never saying a word to me about it this morning.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
412,412,412,413,NO APPEND,Don't part from me in any ill humor. I never knew you to be out of patience with me before.,Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,He only said
413,413,413,414, she said. ,"I don't want to part in any ill humor, /newquote But can't you understand? I've grown used to seeing you, to having you with me all the time, and your action seems unfriendly, even unkind. You don't even offer an excuse for it. Why, I was planning to be together, thinking of how pleasant it would be to see you in the city next winter.",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she said
414,414,414,415," he blurted.  /newquote  He stood up suddenly and held out his hand.  /newquote  She clung to his hand, striving to detain him.","So was I, /newquote Perhaps that's the  /newquote Good-by, my dear Mrs. Pontellier; good-by. You won't I hope you won't completely forget me.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he blurted
415,415,415,416, she entreated.,"Write to me when you get there, won't you, Robert?",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Anaphoric,she entreated
416,416,416,417,NO APPEND,"I will, thank you. Good-by.",Robert Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
417,417,417,418,How unlike Robert! The merest acquaintance would have said something more emphatic than  /newquote  to such a request.,"I will, thank you; good-by,",Edna Pontellier,Robert Lebrun,NO MONOLOGUE,0,0,Implicit,
422,422,422,423," asked Mademoiselle Reisz one morning as she came creeping up behind Edna, who had just left her cottage on her way to the beach. She spent much of her time in the water since she had acquired finally the art of swimming. As their stay at Grand Isle drew near its close, she felt that she could not give too much time to a diversion which afforded her the only real pleasurable moments that she knew. When Mademoiselle Reisz came and touched her upon the shoulder and spoke to her, the woman seemed to echo the thought which was ever in Edna's mind; or, better, the feeling which constantly possessed her.",Do you miss your friend greatly?,Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,asked Mademoiselle Reisz
425,425,425,426," explained Madame Lebrun. She had a letter from him, written before he left New Orleans. Edna wished to see the letter, and Madame Lebrun told her to look for it either on the table or the dresser, or perhaps it was on the mantelpiece.","Oh, Robert stopped having his pictures taken when he had to pay for them himself! He found wiser use for his money, he says,",Madame Lebrun,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,explained Madame Lebrun
428,428,428,429, he asked.,"How do you get on without him, Edna?",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
429,429,429,430," she admitted. Mr. Pontellier had seen Robert in the city, and Edna asked him a dozen questions or more. Where had they met? On Carondelet Street, in the morning. They had gone  /newquote  and had a drink and a cigar together. What had they talked about? Chiefly about his prospects in Mexico, which Mr. Pontellier thought were promising. How did he look? How did he seem grave, or gay, or how? Quite cheerful, and wholly taken up with the idea of his trip, which Mr. Pontellier found altogether natural in a young fellow about to seek fortune and adventure in a strange, queer country.","It's very dull without him, /newquote in",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,she admitted
432,432,432,433,NO APPEND,"I would give up the unessential; I would give my money, I would give my life for my children; but I wouldn't give myself. I can't make it more clear; it's only something which I am beginning to comprehend, which is revealing itself to me.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,Edna tried to appease her friend to explain
433,433,433,434," said Madame Ratignolle, cheerfully; ","I don't know what you would call the essential, or what you mean by the unessential, /newquote but a woman who would give her life for her children could do no more than that your Bible tells you so. I'm sure I couldn't do more than that.",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Madame Ratignolle
434,434,434,435, laughed Edna.,"Oh, yes you could!",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,laughed Edna
436,436,436,437,NO APPEND,"Oh, good morning, Mademoiselle; is it you? Why, of course I miss Robert. Are you going down to bathe?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
437,437,437,438," replied the woman, disagreeably.","Why should I go down to bathe at the very end of the season when I haven't been in the surf all summer,",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,replied the woman
438,438,438,439," offered Edna, in some embarrassment, for she should have remembered that Mademoiselle Reisz's avoidance of the water had furnished a theme for much pleasantry. Some among them thought it was on account of her false hair, or the dread of getting the violets wet, while others attributed it to the natural aversion for water sometimes believed to accompany the artistic temperament. Mademoiselle offered Edna some chocolates in a paper bag, which she took from her pocket, by way of showing that she bore no ill feeling. She habitually ate chocolates for their sustaining quality; they contained much nutriment in small compass, she said. They saved her from starvation, as Madame Lebrun's table was utterly impossible; and no one save so impertinent a woman as Madame Lebrun could think of offering such food to people and requiring them to pay for it.","I beg your pardon,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,offered Edna
439,439,439,440," said Edna, desiring to change the subject. ","She must feel very lonely without her son, /newquote Her favorite son, too. It must have been quite hard to let him go.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,said Edna
441,441,441,442,NO APPEND,"Her favorite son! Oh, dear! Who could have been imposing such a tale upon you? Aline Lebrun lives for Victor, and for Victor alone. She has spoiled him into the worthless creature he is. She worships him and the ground he walks on. Robert is very well in a way, to give up all the money he can earn to the family, and keep the barest pittance for himself. Favorite son, indeed! I miss the poor fellow myself, my dear. I liked to see him and to hear him about the place the only Lebrun who is worth a pinch of salt. He comes to see me often in the city. I like to play to him. That Victor! hanging would be too good for him. It's a wonder Robert hasn't beaten him to death long ago.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Implicit,
442,442,442,443," offered Edna, glad to be talking about Robert, no matter what was said.","I thought he had great patience with his brother,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,offered Edna
443,443,443,444, said Mademoiselle. ,"Oh! he thrashed him well enough a year or two ago, /newquote It was about a Spanish girl, whom Victor considered that he had some sort of claim upon. He met Robert one day talking to the girl, or walking with her, or bathing with her, or carrying her basket I don't remember what; and he became so insulting and abusive that Robert gave him a thrashing on the spot that has kept him comparatively in order for a good while. It's about time he was getting another.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Mademoiselle
444,444,444,445, asked Edna.,Was her name Mariequita?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,asked Edna
445,445,445,446,NO APPEND,"Mariequita yes, that was it; Mariequita. I had forgotten. Oh, she's a sly one, and a bad one, that Mariequita!",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
448,448,448,449, asked Edna.,When do you leave?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,asked Edna
449,449,449,450,NO APPEND,Next Monday; and you?,,"['Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
450,450,450,451," answered Edna, adding, ","The following week, /newquote It has been a pleasant summer, hasn't it, Mademoiselle?",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,answered Edna
451,451,451,452," agreed Mademoiselle Reisz, with a shrug, ","Well, /newquote rather pleasant, if it hadn't been for the mosquitoes and the Farival twins.",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,agreed Mademoiselle Reisz
459,459,459,460," he asked. He tasted his soup and began to season it with pepper, salt, vinegar, mustard everything within reach.","Tired out, Edna? Whom did you have? Many callers?",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he asked
460,460,460,461," replied Edna, who was eating her soup with evident satisfaction. ","There were a good many, /newquote I found their cards when I got home; I was out.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,replied Edna
461,461,461,462," exclaimed her husband, with something like genuine consternation in his voice as he laid down the vinegar cruet and looked at her through his glasses. ","Out! /newquote Why, what could have taken you out on Tuesday? What did you have to do?",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,exclaimed her husband
462,462,462,463,NO APPEND,"Nothing. I simply felt like going out, and I went out.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
463,463,463,464," said her husband, somewhat appeased, as he added a dash of cayenne pepper to the soup.","Well, I hope you left some suitable excuse,",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,said her husband
464,464,464,465,NO APPEND,"No, I left no excuse. I told Joe to say I was out, that was all.",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
465,465,465,466,NO APPEND,"Why, my dear, I should think you'd understand by this time that people don't do such things; we've got to observe _les convenances_ if we ever expect to get on and keep up with the procession. If you felt that you had to leave home this afternoon, you should have left some suitable explanation for your absence.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
466,466,466,467,NO APPEND,This soup is really impossible; it's strange that woman hasn't learned yet to make a decent soup. Any free-lunch stand in town serves a better one. Was Mrs. Belthrop here?,Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
467,467,467,468,NO APPEND,"Bring the tray with the cards, Joe. I don't remember who was here.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
469,469,469,470, she said.,"Give it to Mr. Pontellier,",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,she said
472,472,472,473, He pushed the cards aside.," The Misses Delasidas.' I worked a big deal in futures for their father this morning; nice girls; it's time they were getting married.  Mrs. Belthrop.' I tell you what it is, Edna; you can't afford to snub Mrs. Belthrop. Why, Belthrop could buy and sell us ten times over. His business is worth a good, round sum to me. You'd better write her a note.  Mrs. James Highcamp.' Hugh! the less you have to do with Mrs. Highcamp, the better.  Madame Laforc .' Came all the way from Carrolton, too, poor old soul.  Miss Wiggs,'  Mrs. Eleanor Boltons.'",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he read
473,473,473,474," exclaimed Edna, who had been fuming. ",Mercy! /newquote Why are you taking the thing so seriously and making such a fuss over it?,Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,exclaimed Edna
474,474,474,475,NO APPEND,I'm not making any fuss over it. But it's just such seeming trifles that we've got to take seriously; such things count.,Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
476,476,476,477," he said, ","It seems to me, /newquote we spend money enough in this house to procure at least one meal a day which a man could eat and retain his self-respect.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
477,477,477,478," returned Edna, indifferently.","You used to think the cook was a treasure,",Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Explicit,returned Edna
478,478,478,479,NO APPEND,"Perhaps she was when she first came; but cooks are only human. They need looking after, like any other class of persons that you employ. Suppose I didn't look after the clerks in my office, just let them run things their own way; they'd soon make a nice mess of me and my business.",Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
479,479,479,480," asked Edna, seeing that her husband arose from table without having eaten a morsel except a taste of the highly-seasoned soup.",Where are you going?,Edna Pontellier,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
480,480,480,481," He went into the hall, took his hat and stick from the stand, and left the house.",I'm going to get my dinner at the club. Good night.,Leonce Pontellier,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
486,486,486,487, said Edna. ,"A vase fell upon the hearth, /newquote Never mind; leave it till morning.",Edna Pontellier,[],NO MONOLOGUE,0,0,Explicit,said Edna
487,487,487,488," insisted the young woman, picking up bits of the broken vase that were scattered upon the carpet. ","Oh! you might get some of the glass in your feet, ma'am, /newquote And here's your ring, ma'am, under the chair.",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,insisted the young woman
491,491,491,492,NO APPEND,"I hardly think we need new fixtures, L once. Don't let us get anything new; you are too extravagant. I don't believe you ever think of saving or putting by.",,Leonce Pontellier,NO MONOLOGUE,0,0,Implicit,
492,492,492,493," he said. He regretted that she did not feel inclined to go with him and select new fixtures. He kissed her good-by, and told her she was not looking well and must take care of herself. She was unusually pale and very quiet.","The way to become rich is to make money, my dear Edna, not to save it,",,Leonce Pontellier,NO MONOLOGUE,0,0,Anaphoric,he said
500,500,500,501," she explained to Edna, who apologized for interrupting her. And she summoned a young black woman, whom she instructed, in French, to be very careful in checking off the list which she handed her. She told her to notice particularly if a fine linen handkerchief of Monsieur Ratignolle's, which was missing last week, had been returned; and to be sure to set to one side such pieces as required mending and darning.","'Cit  can do it as well as I; it is really her business,",,Edna Pontellier,NO MONOLOGUE,0,0,Anaphoric,she explained to Edna
503,503,503,504, said Edna with a smile when they were seated. She produced the roll of sketches and started to unfold them. ,"Perhaps I shall be able to paint your picture some day, /newquote I believe I ought to work again. I feel as if I wanted to be doing something. What do you think of them? Do you think it worth while to take it up again and study some more? I might study for a while with Laidpore.",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Explicit,said Edna
505,505,505,506,NO APPEND,"Your talent is immense, dear!",Edna Pontellier,Madame Ratignolle,NO MONOLOGUE,0,0,Implicit,
506,506,506,507," protested Edna, well pleased.",Nonsense!,Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Implicit,
507,507,507,508," persisted Madame Ratignolle, surveying the sketches one by one, at close range, then holding them at arm's length, narrowing her eyes, and dropping her head on one side. ","Immense, I tell you, /newquote Surely, this Bavarian peasant is worthy of framing; and this basket of apples! never have I seen anything more lifelike. One might almost be tempted to reach out a hand and take one.",Madame Ratignolle,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,persisted Madame Ratignolle
516,516,516,517,NO APPEND,"It seems to me the utmost folly for a woman at the head of a household, and the mother of children, to spend in an atelier days which would be better employed contriving for the comfort of her family.",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
517,517,517,518, answered Edna. ,"I feel like painting, /newquote Perhaps I shan't always feel like it.",Edna Pontellier,[],NO MONOLOGUE,0,0,Explicit,answered Edna
518,518,518,519,NO APPEND,"Then in God's name paint! but don't let the family go to the devil. There's Madame Ratignolle; because she keeps up her music, she doesn't let everything else go to chaos. And she's more of a musician than you are a painter.",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
519,519,519,520,NO APPEND,"She isn't a musician, and I'm not a painter. It isn't on account of painting that I let things go.",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
520,520,520,521,NO APPEND,"On account of what, then?",Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
521,521,521,522,NO APPEND,Oh! I don't know. Let me alone; you bother me.,Edna Pontellier,[],NO MONOLOGUE,0,0,Implicit,
543,543,543,544, said Madame Lebrun to her son.,How handsome Mrs. Pontellier looked!,Madame Lebrun,[],NO MONOLOGUE,0,0,Explicit,said Madame Lebrun to her son
544,544,544,545, he admitted. ,Ravishing! /newquote The city atmosphere has improved her. Some way she doesn't seem like the same woman.,,Madame Lebrun,NO MONOLOGUE,0,0,Anaphoric,he admitted
548,548,548,549, said Mademoiselle. ,"So you remembered me at last, /newquote I had said to myself,  Ah, bah! she will never come.'",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,said Mademoiselle
549,549,549,550, asked Edna with a smile.,Did you want me to come?,Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,asked Edna
550,550,550,551," answered Mademoiselle. The two had seated themselves on a little bumpy sofa which stood against the wall.  /newquote  She took Edna's hand between her strong wiry fingers, holding it loosely without warmth, and executing a sort of double theme upon the back and palm.","I had not thought much about it, /newquote I am glad, however, that you came. I have the water boiling back there, and was just about to make some coffee. You will drink a cup with me. And how is _la belle dame?_ Always handsome! always healthy! always contented!",Mademoiselle Reisz,Edna Pontellier,NO MONOLOGUE,0,0,Explicit,answered Mademoiselle
551,551,551,552, she went on; ,"Yes, /newquote I sometimes thought:  She will never come. She promised as those women in society always do, without meaning it. She will not come.' For I really don't believe you like me, Mrs. Pontellier.",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Anaphoric,she went on
552,552,552,553," replied Edna, gazing down at the little woman with a quizzical look.","I don't know whether I like you or not,",Edna Pontellier,Mademoiselle Reisz,NO MONOLOGUE,0,0,Explicit,replied Edna
554,554,554,555," she remarked, as she poured a little cream into Edna's cup and handed it to her.","I have had a letter from your friend,",Mademoiselle Reisz,"['Leonce Pontellier', 'Doctor Mandelet', 'Edna Pontellier']",NO MONOLOGUE,0,0,Anaphoric,she remarked
555,555,555,556,NO APPEND,My friend?,Leonce Pontellier,"['Doctor Mandelet', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
556,556,556,557,NO APPEND,"Yes, your friend Robert. He wrote to me from the City of Mexico.",Mademoiselle Reisz,"['Leonce Pontellier', 'Doctor Mandelet', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
557,557,557,558," repeated Edna in amazement, stirring her coffee absently.",Wrote to _you_?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Explicit,repeated Edna
558,558,558,559,NO APPEND,"Yes, to me. Why not? Don't stir all the warmth out of your coffee; drink it. Though the letter might as well have been sent to you; it was nothing but Mrs. Pontellier from beginning to end.",Mademoiselle Reisz,"['Leonce Pontellier', 'Doctor Mandelet', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
559,559,559,560," requested the young woman, entreatingly.","Let me see it,",Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Anaphoric,requested the young woman
560,560,560,561,NO APPEND,No; a letter concerns no one but the person who writes it and the one to whom it is written.,Mademoiselle Reisz,"['Leonce Pontellier', 'Doctor Mandelet', 'Edna Pontellier']",NO MONOLOGUE,0,0,Implicit,
561,561,561,562,NO APPEND,Haven't you just said it concerned me from beginning to end?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
562,562,562,563,NO APPEND,"It was written about you, not to you.  Have you seen Mrs. Pontellier? How is she looking?' he asks.  As Mrs. Pontellier says,' or  as Mrs. Pontellier once said.'  If Mrs. Pontellier should call upon you, play for her that Impromptu of Chopin's, my favorite. I heard it here a day or two ago, but not as you play it. I should like to know how it affects her,' and so on, as if he supposed we were constantly in each other's society.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Explicit,said the Doctor
563,563,563,564,NO APPEND,Let me see the letter.,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
564,564,564,565,NO APPEND,"Oh, no.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
565,565,565,566,NO APPEND,Have you answered it?,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
566,566,566,567,NO APPEND,No.,Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
567,567,567,568,NO APPEND,Let me see the letter.,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
568,568,568,569,NO APPEND,"No, and again, no.",Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
569,569,569,570,NO APPEND,Then play the Impromptu for me.,Edna Pontellier,"['Leonce Pontellier', 'Doctor Mandelet', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
570,570,570,571,NO APPEND,It is growing late; what time do you have to be home?,Doctor Mandelet,"['Leonce Pontellier', 'Edna Pontellier', 'Mademoiselle Reisz']",NO MONOLOGUE,0,0,Implicit,
