,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
387,387,387,388, laughed Dorian. ,"Well, he seemed to think they were beyond his means, /newquote By this time, however, the lights were being put out in the theatre, and I had to go. He wanted me to try some cigars that he strongly recommended. I declined. The next night, of course, I arrived at the place again. When he saw me, he made me a low bow and assured me that I was a munificent patron of art. He was a most offensive brute, though he had an extraordinary passion for Shakespeare. He told me once, with an air of pride, that his five bankruptcies were entirely due to  The Bard,  as he insisted on calling him. He seemed to think it a distinction.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Explicit,laughed Dorian
388,388,388,389,NO APPEND,"It was a distinction, my dear Dorian a great distinction. Most people become bankrupt through having invested too heavily in the prose of life. To have ruined one s self over poetry is an honour. But when did you first speak to Miss Sibyl Vane?",Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
389,389,389,390,NO APPEND,"The third night. She had been playing Rosalind. I could not help going round. I had thrown her some flowers, and she had looked at me at least I fancied that she had. The old Jew was persistent. He seemed determined to take me behind, so I consented. It was curious my not wanting to know her, wasn t it?",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
390,390,390,391,NO APPEND,No; I don t think so.,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
391,391,391,392,NO APPEND,"My dear Harry, why?",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
392,392,392,393,NO APPEND,I will tell you some other time. Now I want to know about the girl.,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
394,394,394,395,NO APPEND,"Upon my word, Dorian, Miss Sibyl knows how to pay compliments.",Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
395,395,395,396,NO APPEND,"You don t understand her, Harry. She regarded me merely as a person in a play. She knows nothing of life. She lives with her mother, a faded tired woman who played Lady Capulet in a sort of magenta dressing-wrapper on the first night, and looks as if she had seen better days.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
396,396,396,397," murmured Lord Henry, examining his rings.","I know that look. It depresses me,",Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Explicit,murmured Lord Henry
397,397,397,398,NO APPEND,"The Jew wanted to tell me her history, but I said it did not interest me.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
398,398,398,399,NO APPEND,You were quite right. There is always something infinitely mean about other people s tragedies.,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
399,399,399,400,NO APPEND,"Sibyl is the only thing I care about. What is it to me where she came from? From her little head to her little feet, she is absolutely and entirely divine. Every night of my life I go to see her act, and every night she is more marvellous.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
400,400,400,401,NO APPEND,"That is the reason, I suppose, that you never dine with me now. I thought you must have some curious romance on hand. You have; but it is not quite what I expected.",Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
401,401,401,402," said Dorian, opening his blue eyes in wonder.","My dear Harry, we either lunch or sup together every day, and I have been to the opera with you several times,",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Explicit,said Dorian
402,402,402,403,NO APPEND,You always come dreadfully late.,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
403,403,403,404," he cried, ","Well, I can t help going to see Sibyl play, /newquote even if it is only for a single act. I get hungry for her presence; and when I think of the wonderful soul that is hidden away in that little ivory body, I am filled with awe.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Anaphoric,he cried
404,404,404,405,NO APPEND,"You can dine with me to-night, Dorian, can t you?",Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
405,405,405,406,"He shook his head.  /newquote  he answered, ","To-night she is Imogen, /newquote and to-morrow night she will be Juliet.",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Anaphoric,he answered
406,406,406,407,NO APPEND,When is she Sibyl Vane?,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
407,407,407,408,NO APPEND,Never.,Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
408,408,408,409,NO APPEND,I congratulate you.,Lord Henry,"['Lady Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
409,409,409,410, He was walking up and down the room as he spoke. Hectic spots of red burned on his cheeks. He was terribly excited.,"How horrid you are! She is all the great heroines of the world in one. She is more than an individual. You laugh, but I tell you she has genius. I love her, and I must make her love me. You, who know all the secrets of life, tell me how to charm Sibyl Vane to love me! I want to make Romeo jealous. I want the dead lovers of the world to hear our laughter and grow sad. I want a breath of our passion to stir their dust into consciousness, to wake their ashes into pain. My God, Harry, how I worship her!",Prince Charming,"['Lady Henry', 'Lord Henry']",NO MONOLOGUE,0,4,Implicit,
411,411,411,412, said Lord Henry at last.,And what do you propose to do?,Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Explicit,said Lord Henry
412,412,412,413,NO APPEND,"I want you and Basil to come with me some night and see her act. I have not the slightest fear of the result. You are certain to acknowledge her genius. Then we must get her out of the Jew s hands. She is bound to him for three years at least for two years and eight months from the present time. I shall have to pay him something, of course. When all that is settled, I shall take a West End theatre and bring her out properly. She will make the world as mad as she has made me.",Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
413,413,413,414,NO APPEND,"That would be impossible, my dear boy.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
414,414,414,415,NO APPEND,"Yes, she will. She has not merely art, consummate art-instinct, in her, but she has personality also; and you have often told me that it is personalities, not principles, that move the age.",Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
415,415,415,416,NO APPEND,"Well, what night shall we go?",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
416,416,416,417,NO APPEND,Let me see. To-day is Tuesday. Let us fix to-morrow. She plays Juliet to-morrow.,Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
417,417,417,418,NO APPEND,All right. The Bristol at eight o clock; and I will get Basil.,Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
418,418,418,419,NO APPEND,"Not eight, Harry, please. Half-past six. We must be there before the curtain rises. You must see her in the first act, where she meets Romeo.",Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
419,419,419,420,NO APPEND,"Half-past six! What an hour! It will be like having a meat-tea, or reading an English novel. It must be seven. No gentleman dines before seven. Shall you see Basil between this and then? Or shall I write to him?",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
420,420,420,421,NO APPEND,"Dear Basil! I have not laid eyes on him for a week. It is rather horrid of me, as he has sent me my portrait in the most wonderful frame, specially designed by himself, and, though I am a little jealous of the picture for being a whole month younger than I am, I must admit that I delight in it. Perhaps you had better write to him. I don t want to see him alone. He says things that annoy me. He gives me good advice.",Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
421,421,421,422,Lord Henry smiled. ,People are very fond of giving away what they need most themselves. It is what I call the depth of generosity.,Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
422,422,422,423,NO APPEND,"Oh, Basil is the best of fellows, but he seems to me to be just a bit of a Philistine. Since I have known you, Harry, I have discovered that.",Basil Hallward,"['Lord Henry', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
423,423,423,424,NO APPEND,"Basil, my dear boy, puts everything that is charming in him into his work. The consequence is that he has nothing left for life but his prejudices, his principles, and his common sense. The only artists I have ever known who are personally delightful are bad artists. Good artists exist simply in what they make, and consequently are perfectly uninteresting in what they are. A great poet, a really great poet, is the most unpoetical of all creatures. But inferior poets are absolutely fascinating. The worse their rhymes are, the more picturesque they look. The mere fact of having published a book of second-rate sonnets makes a man quite irresistible. He lives the poetry that he cannot write. The others write the poetry that they dare not realize.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,4,Implicit,
424,424,424,425," said Dorian Gray, putting some perfume on his handkerchief out of a large, gold-topped bottle that stood on the table. ","I wonder is that really so, Harry? /newquote It must be, if you say it. And now I am off. Imogen is waiting for me. Don t forget about to-morrow. Good-bye.",Prince Charming,"['Basil Hallward', 'Lord Henry']",NO MONOLOGUE,0,4,Explicit,said Dorian Gray
433,433,433,434," whispered the girl, burying her face in the lap of the faded, tired-looking woman who, with back turned to the shrill intrusive light, was sitting in the one arm-chair that their dingy sitting-room contained.  /newquote  she repeated, ","Mother, Mother, I am so happy! /newquote I am so happy! /newquote and you must be happy, too!",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she repeated
434,434,434,435,"Mrs. Vane winced and put her thin, bismuth-whitened hands on her daughter s head.  /newquote  she echoed, ","Happy! /newquote I am only happy, Sibyl, when I see you act. You must not think of anything but your acting. Mr. Isaacs has been very good to us, and we owe him money.",,Sibyl Vane,NO MONOLOGUE,0,5,Anaphoric,she echoed
435,435,435,436,"The girl looked up and pouted.  /newquote  she cried, ","Money, Mother? /newquote what does money matter? Love is more than money.",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she cried
436,436,436,437,NO APPEND,"Mr. Isaacs has advanced us fifty pounds to pay off our debts and to get a proper outfit for James. You must not forget that, Sibyl. Fifty pounds is a very large sum. Mr. Isaacs has been most considerate.",,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
437,437,437,438," said the girl, rising to her feet and going over to the window.","He is not a gentleman, Mother, and I hate the way he talks to me,",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,said the girl
438,438,438,439, answered the elder woman querulously.,"I don t know how we could manage without him,",,Sibyl Vane,NO MONOLOGUE,0,5,Anaphoric,answered the elder woman
439,439,439,440,Sibyl Vane tossed her head and laughed.  /newquote  Then she paused. A rose shook in her blood and shadowed her cheeks. Quick breath parted the petals of her lips. They trembled. Some southern wind of passion swept over her and stirred the dainty folds of her dress.  /newquote  she said simply.,"We don t want him any more, Mother. Prince Charming rules life for us now. /newquote I love him,",Sibyl Vane,[],NO MONOLOGUE,0,5,Implicit,
440,440,440,441," was the parrot-phrase flung in answer. The waving of crooked, false-jewelled fingers gave grotesqueness to the words.",Foolish child! foolish child!,,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
444,444,444,445,"Suddenly she felt the need to speak. The wordy silence troubled her.  /newquote  she cried, ","Mother, Mother, /newquote why does he love me so much? I know why I love him. I love him because he is like what love himself should be. But what does he see in me? I am not worthy of him. And yet why, I cannot tell though I feel so much beneath him, I don t feel humble. I feel proud, terribly proud. Mother, did you love my father as I love Prince Charming?",,[],NO MONOLOGUE,0,5,Anaphoric,she cried
445,445,445,446,"The elder woman grew pale beneath the coarse powder that daubed her cheeks, and her dry lips twitched with a spasm of pain. Sybil rushed to her, flung her arms round her neck, and kissed her. ","Forgive me, Mother. I know it pains you to talk about our father. But it only pains you because you loved him so much. Don t look so sad. I am as happy to-day as you were twenty years ago. Ah! let me be happy for ever!",,[],NO MONOLOGUE,0,5,Implicit,
446,446,446,447,NO APPEND,"My child, you are far too young to think of falling in love. Besides, what do you know of this young man? You don t even know his name. The whole thing is most inconvenient, and really, when James is going away to Australia, and I have so much to think of, I must say that you should have shown more consideration. However, as I said before, if he is rich ...",,[],NO MONOLOGUE,0,5,Implicit,
447,447,447,448,NO APPEND,"Ah! Mother, Mother, let me be happy!",,[],NO MONOLOGUE,0,5,Implicit,
460,460,460,461,He walked up and down the room two or three times. Then he turned to the still figure in the chair.  /newquote  he asked.,"Mother, are my things ready?",Sibyl Vane,"['Mrs. Vane', 'James Vane']",NO MONOLOGUE,0,5,Anaphoric,he asked
461,461,461,462," she answered, keeping her eyes on her work. For some months past she had felt ill at ease when she was alone with this rough stern son of hers. Her shallow secret nature was troubled when their eyes met. She used to wonder if he suspected anything. The silence, for he made no other observation, became intolerable to her. She began to complain. Women defend themselves by attacking, just as they attack by sudden and strange surrenders.  /newquote  she said. ","Quite ready, James, /newquote I hope you will be contented, James, with your sea-faring life, /newquote You must remember that it is your own choice. You might have entered a solicitor s office. Solicitors are a very respectable class, and in the country often dine with the best families.",James Vane,"['Mrs. Vane', 'Sibyl Vane']",NO MONOLOGUE,0,5,Anaphoric,she said
462,462,462,463, he replied. ,"I hate offices, and I hate clerks, /newquote But you are quite right. I have chosen my own life. All I say is, watch over Sibyl. Don t let her come to any harm. Mother, you must watch over her.",Sibyl Vane,"['Mrs. Vane', 'James Vane']",NO MONOLOGUE,0,5,Anaphoric,he replied
463,463,463,464,NO APPEND,"James, you really talk very strangely. Of course I watch over Sibyl.",James Vane,"['Mrs. Vane', 'Sibyl Vane']",NO MONOLOGUE,0,5,Implicit,
464,464,464,465,NO APPEND,I hear a gentleman comes every night to the theatre and goes behind to talk to her. Is that right? What about that?,Sibyl Vane,"['Mrs. Vane', 'James Vane']",NO MONOLOGUE,0,5,Implicit,
465,465,465,466,NO APPEND,"You are speaking about things you don t understand, James. In the profession we are accustomed to receive a great deal of most gratifying attention. I myself used to receive many bouquets at one time. That was when acting was really understood. As for Sibyl, I do not know at present whether her attachment is serious or not. But there is no doubt that the young man in question is a perfect gentleman. He is always most polite to me. Besides, he has the appearance of being rich, and the flowers he sends are lovely.",James Vane,"['Mrs. Vane', 'Sibyl Vane']",NO MONOLOGUE,0,5,Implicit,
466,466,466,467, said the lad harshly.,"You don t know his name, though,",Sibyl Vane,"['Mrs. Vane', 'James Vane']",NO MONOLOGUE,0,5,Anaphoric,said the lad
467,467,467,468, answered his mother with a placid expression in her face. ,"No, /newquote He has not yet revealed his real name. I think it is quite romantic of him. He is probably a member of the aristocracy.",James Vane,"['Mrs. Vane', 'Sibyl Vane']",NO MONOLOGUE,0,5,Anaphoric,answered his mother
468,468,468,469,"James Vane bit his lip.  /newquote  he cried, ","Watch over Sibyl, Mother, /newquote watch over her.",Sibyl Vane,"['Mrs. Vane', 'James Vane']",NO MONOLOGUE,0,5,Anaphoric,he cried
469,469,469,470,NO APPEND,"My son, you distress me very much. Sibyl is always under my special care. Of course, if this gentleman is wealthy, there is no reason why she should not contract an alliance with him. I trust he is one of the aristocracy. He has all the appearance of it, I must say. It might be a most brilliant marriage for Sibyl. They would make a charming couple. His good looks are really quite remarkable; everybody notices them.",James Vane,"['Mrs. Vane', 'Sibyl Vane']",NO MONOLOGUE,0,5,Implicit,
483,483,483,484," cried Sibyl, ","You are not listening to a word I am saying, Jim, /newquote and I am making the most delightful plans for your future. Do say something.",Sibyl Vane,[],NO MONOLOGUE,0,5,Explicit,cried Sibyl
484,484,484,485,NO APPEND,What do you want me to say?,,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
485,485,485,486," she answered, smiling at him.","Oh! that you will be a good boy and not forget us,",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she answered
486,486,486,487,He shrugged his shoulders. ,"You are more likely to forget me than I am to forget you, Sibyl.",,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
487,487,487,488,She flushed.  /newquote  she asked.,"What do you mean, Jim?",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she asked
488,488,488,489,NO APPEND,"You have a new friend, I hear. Who is he? Why have you not told me about him? He means you no good.",,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
489,489,489,490, she exclaimed. ,"Stop, Jim! /newquote You must not say anything against him. I love him.",Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she exclaimed
490,490,490,491, answered the lad. ,"Why, you don t even know his name, /newquote Who is he? I have a right to know.",,Sibyl Vane,NO MONOLOGUE,0,5,Anaphoric,answered the lad
491,491,491,492,NO APPEND,"He is called Prince Charming. Don t you like the name. Oh! you silly boy! you should never forget it. If you only saw him, you would think him the most wonderful person in the world. Some day you will meet him when you come back from Australia. You will like him so much. Everybody likes him, and I ... love him. I wish you could come to the theatre to-night. He is going to be there, and I am to play Juliet. Oh! how I shall play it! Fancy, Jim, to be in love and play Juliet! To have him sitting there! To play for his delight! I am afraid I may frighten the company, frighten or enthrall them. To be in love is to surpass one s self. Poor dreadful Mr. Isaacs will be shouting  genius  to his loafers at the bar. He has preached me as a dogma; to-night he will announce me as a revelation. I feel it. And it is all his, his only, Prince Charming, my wonderful lover, my god of graces. But I am poor beside him. Poor? What does that matter? When poverty creeps in at the door, love flies in through the window. Our proverbs want rewriting. They were made in winter, and it is summer now; spring-time for me, I think, a very dance of blossoms in blue skies.",Sibyl Vane,[],NO MONOLOGUE,0,5,Implicit,
492,492,492,493, said the lad sullenly.,"He is a gentleman,",,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
493,493,493,494, she cried musically. ,A prince! /newquote What more do you want?,Sibyl Vane,[],NO MONOLOGUE,0,5,Anaphoric,she cried
494,494,494,495,NO APPEND,He wants to enslave you.,,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
495,495,495,496,NO APPEND,I shudder at the thought of being free.,Sibyl Vane,[],NO MONOLOGUE,0,5,Implicit,
496,496,496,497,NO APPEND,I want you to beware of him.,,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
497,497,497,498,NO APPEND,To see him is to worship him; to know him is to trust him.,Sibyl Vane,[],NO MONOLOGUE,0,5,Implicit,
498,498,498,499,NO APPEND,"Sibyl, you are mad about him.",,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
499,499,499,500,She laughed and took his arm. ,"You dear old Jim, you talk as if you were a hundred. Some day you will be in love yourself. Then you will know what it is. Don t look so sulky. Surely you should be glad to think that, though you are going away, you leave me happier than I have ever been before. Life has been hard for us both, terribly hard and difficult. But it will be different now. You are going to a new world, and I have found one. Here are two chairs; let us sit down and see the smart people go by.",Sibyl Vane,[],NO MONOLOGUE,0,5,Implicit,
502,502,502,503,She started to her feet.  /newquote  she cried.,There he is!,Basil Hallward,"['Sibyl Vane', 'James Vane']",NO MONOLOGUE,0,5,Anaphoric,said the painter
503,503,503,504, said Jim Vane.,Who?,James Vane,"['Basil Hallward', 'Sibyl Vane']",NO MONOLOGUE,0,5,Explicit,said Jim Vane
504,504,504,505," she answered, looking after the victoria.","Prince Charming,",Basil Hallward,"['Sibyl Vane', 'James Vane']",NO MONOLOGUE,0,5,Implicit,
505,505,505,506,"He jumped up and seized her roughly by the arm.  /newquote  he exclaimed; but at that moment the Duke of Berwick s four-in-hand came between, and when it had left the space clear, the carriage had swept out of the park.",Show him to me. Which is he? Point him out. I must see him!,James Vane,"['Basil Hallward', 'Sibyl Vane']",NO MONOLOGUE,0,5,Anaphoric,he exclaimed
506,506,506,507, murmured Sibyl sadly. ,"He is gone, /newquote I wish you had seen him.",Sibyl Vane,"['Basil Hallward', 'James Vane']",NO MONOLOGUE,0,5,Explicit,murmured Sibyl
507,507,507,508,NO APPEND,"I wish I had, for as sure as there is a God in heaven, if he ever does you any wrong, I shall kill him.",James Vane,"['Basil Hallward', 'Sibyl Vane']",NO MONOLOGUE,0,5,Implicit,
509,509,509,510, she whispered. He followed her doggedly as she passed through the crowd. He felt glad at what he had said.,"Come away, Jim; come away,",Sibyl Vane,James Vane,NO MONOLOGUE,0,5,Anaphoric,she whispered
510,510,510,511,"When they reached the Achilles Statue, she turned round. There was pity in her eyes that became laughter on her lips. She shook her head at him. ","You are foolish, Jim, utterly foolish; a bad-tempered boy, that is all. How can you say such horrible things? You don t know what you are talking about. You are simply jealous and unkind. Ah! I wish you would fall in love. Love makes people good, and what you said was wicked.",James Vane,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
511,511,511,512," he answered, ","I am sixteen, /newquote and I know what I am about. Mother is no help to you. She doesn t understand how to look after you. I wish now that I was not going to Australia at all. I have a great mind to chuck the whole thing up. I would, if my articles hadn t been signed.",Sibyl Vane,James Vane,NO MONOLOGUE,0,5,Anaphoric,he answered
512,512,512,513,NO APPEND,"Oh, don t be so serious, Jim. You are like one of the heroes of those silly melodramas Mother used to be so fond of acting in. I am not going to quarrel with you. I have seen him, and oh! to see him is perfect happiness. We won t quarrel. I know you would never harm any one I love, would you?",James Vane,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
513,513,513,514, was the sullen answer.,"Not as long as you love him, I suppose,",Sibyl Vane,James Vane,NO MONOLOGUE,0,5,Implicit,
514,514,514,515, she cried.,I shall love him for ever!,James Vane,Sibyl Vane,NO MONOLOGUE,0,5,Anaphoric,she cried
515,515,515,516,NO APPEND,And he?,Sibyl Vane,James Vane,NO MONOLOGUE,0,5,Implicit,
516,516,516,517,NO APPEND,"For ever, too!",James Vane,Sibyl Vane,NO MONOLOGUE,0,5,Implicit,
517,517,517,518,NO APPEND,He had better.,Sibyl Vane,James Vane,NO MONOLOGUE,0,5,Implicit,
523,523,523,524, he said. Her eyes wandered vaguely about the room. She made no answer. ,"Mother, I have something to ask you, /newquote Tell me the truth. I have a right to know. Were you married to my father?",James Vane,Mrs. Vane,NO MONOLOGUE,0,5,Anaphoric,he said
525,525,525,526," she answered, wondering at the harsh simplicity of life.","No,",Basil Hallward,James Vane,NO MONOLOGUE,0,5,Anaphoric,he answered
526,526,526,527," cried the lad, clenching his fists.",My father was a scoundrel then!,James Vane,Basil Hallward,NO MONOLOGUE,0,5,Anaphoric,cried the lad
527,527,527,528,She shook her head. ,"I knew he was not free. We loved each other very much. If he had lived, he would have made provision for us. Don t speak against him, my son. He was your father, and a gentleman. Indeed, he was highly connected.",Basil Hallward,James Vane,NO MONOLOGUE,0,5,Implicit,
528,528,528,529,"An oath broke from his lips.  /newquote  he exclaimed, ","I don t care for myself, /newquote but don t let Sibyl.... It is a gentleman, isn t it, who is in love with her, or says he is? Highly connected, too, I suppose.",James Vane,Basil Hallward,NO MONOLOGUE,0,5,Anaphoric,he exclaimed
529,529,529,530,For a moment a hideous sense of humiliation came over the woman. Her head drooped. She wiped her eyes with shaking hands.  /newquote  she murmured; ,"Sibyl has a mother, /newquote I had none.",Basil Hallward,James Vane,NO MONOLOGUE,0,5,Anaphoric,she murmured
530,530,530,531,"The lad was touched. He went towards her, and stooping down, he kissed her.  /newquote  he said, ","I am sorry if I have pained you by asking about my father, /newquote but I could not help it. I must go now. Good-bye. Don t forget that you will have only one child now to look after, and believe me that if this man wrongs my sister, I will find out who he is, track him down, and kill him like a dog. I swear it.",James Vane,Basil Hallward,NO MONOLOGUE,0,5,Anaphoric,he said
532,532,532,533, said Lord Henry that evening as Hallward was shown into a little private room at the Bristol where dinner had been laid for three.,"I suppose you have heard the news, Basil?",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Explicit,said Lord Henry
533,533,533,534," answered the artist, giving his hat and coat to the bowing waiter. ","No, Harry, /newquote What is it? Nothing about politics, I hope! They don t interest me. There is hardly a single person in the House of Commons worth painting, though many of them would be the better for a little whitewashing.",Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Anaphoric,answered the artist
534,534,534,535," said Lord Henry, watching him as he spoke.","Dorian Gray is engaged to be married,",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Explicit,said Lord Henry
535,535,535,536,Hallward started and then frowned.  /newquote  he cried. ,Dorian engaged to be married! /newquote Impossible!,Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Anaphoric,he cried
536,536,536,537,NO APPEND,It is perfectly true.,Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
537,537,537,538,NO APPEND,To whom?,Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
538,538,538,539,NO APPEND,To some little actress or other.,Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
539,539,539,540,NO APPEND,I can t believe it. Dorian is far too sensible.,Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
540,540,540,541,NO APPEND,"Dorian is far too wise not to do foolish things now and then, my dear Basil.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
541,541,541,542,NO APPEND,"Marriage is hardly a thing that one can do now and then, Harry.",Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
542,542,542,543, rejoined Lord Henry languidly. ,"Except in America, /newquote But I didn t say he was married. I said he was engaged to be married. There is a great difference. I have a distinct remembrance of being married, but I have no recollection at all of being engaged. I am inclined to think that I never was engaged.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Explicit,rejoined Lord Henry
543,543,543,544,NO APPEND,"But think of Dorian s birth, and position, and wealth. It would be absurd for him to marry so much beneath him.",Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
544,544,544,545,NO APPEND,"If you want to make him marry this girl, tell him that, Basil. He is sure to do it, then. Whenever a man does a thoroughly stupid thing, it is always from the noblest motives.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
545,545,545,546,NO APPEND,"I hope the girl is good, Harry. I don t want to see Dorian tied to some vile creature, who might degrade his nature and ruin his intellect.",Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
546,546,546,547," murmured Lord Henry, sipping a glass of vermouth and orange-bitters. ","Oh, she is better than good she is beautiful, /newquote Dorian says she is beautiful, and he is not often wrong about things of that kind. Your portrait of him has quickened his appreciation of the personal appearance of other people. It has had that excellent effect, amongst others. We are to see her to-night, if that boy doesn t forget his appointment.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Explicit,murmured Lord Henry
547,547,547,548,NO APPEND,Are you serious?,Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Implicit,
548,548,548,549,NO APPEND,"Quite serious, Basil. I should be miserable if I thought I should ever be more serious than I am at the present moment.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
549,549,549,550," asked the painter, walking up and down the room and biting his lip. ","But do you approve of it, Harry? /newquote You can t approve of it, possibly. It is some silly infatuation.",Basil Hallward,"['Prince Charming', 'Lord Henry']",NO MONOLOGUE,0,6,Anaphoric,asked the painter
550,550,550,551,NO APPEND,"I never approve, or disapprove, of anything now. It is an absurd attitude to take towards life. We are not sent into the world to air our moral prejudices. I never take any notice of what common people say, and I never interfere with what charming people do. If a personality fascinates me, whatever mode of expression that personality selects is absolutely delightful to me. Dorian Gray falls in love with a beautiful girl who acts Juliet, and proposes to marry her. Why not? If he wedded Messalina, he would be none the less interesting. You know I am not a champion of marriage. The real drawback to marriage is that it makes one unselfish. And unselfish people are colourless. They lack individuality. Still, there are certain temperaments that marriage makes more complex. They retain their egotism, and add to it many other egos. They are forced to have more than one life. They become more highly organized, and to be highly organized is, I should fancy, the object of man s existence. Besides, every experience is of value, and whatever one may say against marriage, it is certainly an experience. I hope that Dorian Gray will make this girl his wife, passionately adore her for six months, and then suddenly become fascinated by some one else. He would be a wonderful study.",Lord Henry,"['Basil Hallward', 'Prince Charming']",NO MONOLOGUE,0,6,Implicit,
