,Unnamed: 0.1,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
297,297,297,298," cried Mary to Anne, as soon as he was out of the room, ","Charles may say what he pleases, /newquote but it would be shocking to have Henrietta marry Charles Hayter; a very bad thing for her, and still worse for me; and therefore it is very much to be wished that Captain Wentworth may soon put him quite out of her head, and I have very little doubt that he has.  She took hardly any notice of Charles Hayter yesterday.  I wish you had been there to see her behaviour.  And as to Captain Wentworth's liking Louisa as well as Henrietta, it is nonsense to say so; for he certainly does like Henrietta a great deal the best.  But Charles is so positive!  I wish you had been with us yesterday, for then you might have decided between us; and I am sure you would have thought as I did, unless you had been determined to give it against me.",Mary Musgrove,Mary,NO MONOLOGUE,0,9,Explicit,cried Mary to Anne
321,321,321,322," said Mary, as she went up stairs.  ","I cannot imagine why they should suppose I should not like a long walk, /newquote Everybody is always supposing that I am not a good walker; and yet they would not have been pleased, if we had refused to join them.  When people come in this manner on purpose to ask us, how can one say no?",Mary Musgrove,[],NO MONOLOGUE,0,10,Explicit,said Mary
335,335,335,336,NO APPEND,"It is very unpleasant, having such connexions!  But, I assure you, I have never been in the house above twice in my life.",Mary Musgrove,Captain Wentworth,NO MONOLOGUE,0,10,Explicit,Mary took the opportunity of looking scornfully around her and saying to Captain Wentworth
339,339,339,340,NO APPEND,"And so, I made her go.  I could not bear that she should be frightened from the visit by such nonsense.  What! would I be turned back from doing a thing that I had determined to do, and that I knew to be right, by the airs and interference of such a person, or of any person I may say?  No, I have no idea of being so easily persuaded.  When I have made up my mind, I have made it; and Henrietta seemed entirely to have made up hers to call at Winthrop to-day; and yet, she was as near giving it up, out of nonsensical complaisance!",Louisa Musgrove,[],NO MONOLOGUE,0,10,Implicit,
340,340,340,341,NO APPEND,"She would have turned back then, but for you?",,Louisa Musgrove,NO MONOLOGUE,0,10,Implicit,
341,341,341,342,NO APPEND,She would indeed.  I am almost ashamed to say it.,Louisa Musgrove,[],NO MONOLOGUE,0,10,Implicit,
342,342,342,343," said he, catching one down from an upper bough,  /newquote  he continued, with playful solemnity,  /newquote   Then returning to his former earnest tone--","Happy for her, to have such a mind as yours at hand!  After the hints you gave just now, which did but confirm my own observations, the last time I was in company with him,  I need not affect to have no comprehension of what is going on.  I see that more than a mere dutiful morning visit to your aunt was in question; and woe betide him, and her too, when it comes to things of consequence, when they are placed in circumstances requiring fortitude and strength of mind, if she have not resolution enough to resist idle interference in such a trifle as this. Your sister is an amiable creature; but yours is the character of decision and firmness, I see.  If you value her conduct or happiness, infuse as much of your own spirit into her as you can.  But this, no doubt, you have been always doing.  It is the worst evil of too yielding and indecisive a character, that no influence over it can be depended on.  You are never sure of a good impression being durable; everybody may sway it.  Let those who would be happy be firm.  Here is a nut, /newquote to exemplify: a beautiful glossy nut, which, blessed with original strength, has outlived all the storms of autumn.  Not a puncture, not a weak spot anywhere.  This nut, /newquote while so many of his brethren have fallen and been trodden under foot, is still in possession of all the happiness that a hazel nut can be supposed capable of. /newquote My first wish for all whom I am interested in, is that they should be firm.  If Louisa Musgrove would be beautiful and happy in her November of life, she will cherish all her present powers of mind.",,Louisa Musgrove,NO MONOLOGUE,0,10,Anaphoric,said he
344,344,344,345, said she; ,"Mary is good-natured enough in many respects, /newquote but she does sometimes provoke me excessively, by her nonsense and pride--the Elliot pride.  She has a great deal too much of the Elliot pride.  We do so wish that Charles had married Anne instead.  I suppose you know he wanted to marry Anne?",Louisa Musgrove,Captain Wentworth,NO MONOLOGUE,0,10,Anaphoric,said she
346,346,346,347,NO APPEND,Do you mean that she refused him?,Captain Wentworth,[],NO MONOLOGUE,0,10,Explicit,Captain Wentworth said
347,347,347,348,NO APPEND,Oh! yes; certainly.,,Captain Wentworth,NO MONOLOGUE,0,10,Implicit,
348,348,348,349,NO APPEND,When did that happen?,Captain Wentworth,[],NO MONOLOGUE,0,10,Implicit,
349,349,349,350,NO APPEND,"I do not exactly know, for Henrietta and I were at school at the time; but I believe about a year before he married Mary.  I wish she had accepted him.  We should all have liked her a great deal better; and papa and mamma always think it was her great friend Lady Russell's doing, that she did not.  They think Charles might not be learned and bookish enough to please Lady Russell, and that therefore, she persuaded Anne to refuse him.",,Captain Wentworth,NO MONOLOGUE,0,10,Implicit,
359,359,359,360,"Her answers to the kindness and the remarks of her companions were at first unconsciously given.  They had travelled half their way along the rough lane, before she was quite awake to what they said.  She then found them talking of ",Frederick.,Admiral Croft,Sophia Croft,NO MONOLOGUE,0,10,Implicit,
360,360,360,361, said the Admiral; ,"He certainly means to have one or other of those two girls, Sophy, /newquote but there is no saying which.  He has been running after them, too, long enough, one would think, to make up his mind. Ay, this comes of the peace.  If it were war now, he would have settled it long ago.  We sailors, Miss Elliot, cannot afford to make long courtships in time of war.  How many days was it, my dear, between the first time of my seeing you and our sitting down together in our lodgings at North Yarmouth?",Admiral Croft,Sophia Croft,NO MONOLOGUE,0,10,Explicit,said the Admiral
361,361,361,362," replied Mrs Croft, pleasantly; ","We had better not talk about it, my dear, /newquote for if Miss Elliot were to hear how soon we came to an understanding, she would never be persuaded that we could be happy together.  I had known you by character, however, long before.",Sophia Croft,Admiral Croft,NO MONOLOGUE,0,10,Explicit,replied Mrs Croft
362,362,362,363,NO APPEND,"Well, and I had heard of you as a very pretty girl, and what were we to wait for besides?  I do not like having such things so long in hand. I wish Frederick would spread a little more canvass, and bring us home one of these young ladies to Kellynch.  Then there would always be company for them.  And very nice young ladies they both are; I hardly know one from the other.",Admiral Croft,Sophia Croft,NO MONOLOGUE,0,10,Implicit,
363,363,363,364," said Mrs Croft, in a tone of calmer praise, such as made Anne suspect that her keener powers might not consider either of them as quite worthy of her brother; ","Very good humoured, unaffected girls, indeed, /newquote and a very respectable family.  One could not be connected with better people.  My dear Admiral, that post!  we shall certainly take that post.",Sophia Croft,Admiral Croft,NO MONOLOGUE,0,10,Explicit,said Mrs Croft
378,378,378,379," said Anne to herself, as they now moved forward to meet the party, ","And yet, /newquote he has not, perhaps, a more sorrowing heart than I have.  I cannot believe his prospects so blighted for ever.  He is younger than I am; younger in feeling, if not in fact; younger as a man.  He will rally again, and be happy with another.",Anne Elliot,Anne Elliot,NO MONOLOGUE,0,11,Explicit,said Anne to herself
385,385,385,386,"They went back to dress and dine; and so well had the scheme answered already, that nothing was found amiss; though its being  /newquote  and the  /newquote  and the  /newquote  had brought many apologies from the heads of the inn.","so entirely out of season, /newquote no thoroughfare of Lyme, /newquote no expectation of company,",,Captain Wentworth,NO MONOLOGUE,0,11,Implicit,
394,394,394,395,NO APPEND,"Oh! yes,--I am quite convinced that, with very few exceptions, the sea-air always does good.  There can be no doubt of its having been of the greatest service to Dr Shirley, after his illness, last spring twelve-month.  He declares himself, that coming to Lyme for a month, did him more good than all the medicine he took; and, that being by the sea, always makes him feel young again.  Now, I cannot help thinking it a pity that he does not live entirely by the sea.  I do think he had better leave Uppercross entirely, and fix at Lyme.  Do not you, Anne? Do not you agree with me, that it is the best thing he could do, both for himself and Mrs Shirley?  She has cousins here, you know, and many acquaintance, which would make it cheerful for her, and I am sure she would be glad to get to a place where she could have medical attendance at hand, in case of his having another seizure.  Indeed I think it quite melancholy to have such excellent people as Dr and Mrs Shirley, who have been doing good all their lives, wearing out their last days in a place like Uppercross, where, excepting our family, they seem shut out from all the world.  I wish his friends would propose it to him.  I really think they ought.  And, as to procuring a dispensation, there could be no difficulty at his time of life, and with his character.  My only doubt is, whether anything could persuade him to leave his parish. He is so very strict and scrupulous in his notions; over-scrupulous I must say.  Do not you think, Anne, it is being over-scrupulous?  Do not you think it is quite a mistaken point of conscience, when a clergyman sacrifices his health for the sake of duties, which may be just as well performed by another person?  And at Lyme too, only seventeen miles off, he would be near enough to hear, if people thought there was anything to complain of.",Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,12,Explicit,Henrietta suddenly began again with
396,396,396,397," said Henrietta, very well pleased with her companion, ","I wish, /newquote I wish Lady Russell lived at Uppercross, and were intimate with Dr Shirley.  I have always heard of Lady Russell as a woman of the greatest influence with everybody!  I always look upon her as able to persuade a person to anything!  I am afraid of her, as I have told you before, quite afraid of her, because she is so very clever; but I respect her amazingly, and wish we had such a neighbour at Uppercross.",Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,12,Explicit,said Henrietta
398,398,398,399,"When they came to the steps, leading upwards from the beach, a gentleman, at the same moment preparing to come down, politely drew back, and stopped to give them way.  They ascended and passed him; and as they passed, Anne's face caught his eye, and he looked at her with a degree of earnest admiration, which she could not be insensible of. She was looking remarkably well; her very regular, very pretty features, having the bloom and freshness of youth restored by the fine wind which had been blowing on her complexion, and by the animation of eye which it had also produced.  It was evident that the gentleman, (completely a gentleman in manner) admired her exceedingly.  Captain Wentworth looked round at her instantly in a way which shewed his noticing of it.  He gave her a momentary glance, a glance of brightness, which seemed to say, ","That man is struck with you, and even I, at this moment, see something like Anne Elliot again.",Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,12,Anaphoric,he did perceive and acknowledge her
413,413,413,414," said Mary, ","Of course, /newquote you will mention our seeing Mr Elliot, the next time you write to Bath.  I think my father certainly ought to hear of it; do mention all about him.",Mary Musgrove,Anne Elliot,NO MONOLOGUE,0,12,Explicit,said Mary
417,417,417,418," said he, speaking rather low, ","Miss Elliot, /newquote you have done a good deed in making that poor fellow talk so much.  I wish he could have such company oftener.  It is bad for him, I know, to be shut up as he is; but what can we do?  We cannot part.",,Anne Elliot,NO MONOLOGUE,0,12,Anaphoric,said he
418,418,418,419," said Anne, ","No, /newquote that I can easily believe to be impossible; but in time, perhaps--we know what time does in every case of affliction, and you must remember, Captain Harville, that your friend may yet be called a young mourner--only last summer, I understand.",Anne Elliot,[],NO MONOLOGUE,0,12,Explicit,said Anne
419,419,419,420, (with a deep sigh) ,"Ay, true enough, /newquote only June.",,Anne Elliot,NO MONOLOGUE,0,12,Implicit,
420,420,420,421,NO APPEND,"And not known to him, perhaps, so soon.",Anne Elliot,[],NO MONOLOGUE,0,12,Implicit,
421,421,421,422, (pointing to Captain Wentworth.)  ,"Not till the first week of August, when he came home from the Cape, just made into the Grappler.  I was at Plymouth dreading to hear of him; he sent in letters, but the Grappler was under orders for Portsmouth.  There the news must follow him, but who was to tell it? not I.  I would as soon have been run up to the yard-arm.  Nobody could do it, but that good fellow /newquote The Laconia had come into Plymouth the week before; no danger of her being sent to sea again.  He stood his chance for the rest; wrote up for leave of absence, but without waiting the return, travelled night and day till he got to Portsmouth, rowed off to the Grappler that instant, and never left the poor fellow for a week.  That's what he did, and nobody else could have saved poor James.  You may think, Miss Elliot, whether he is dear to us!",,Anne Elliot,NO MONOLOGUE,0,12,Implicit,
424,424,424,425,"Anne found Captain Benwick again drawing near her.  Lord Byron's  /newquote  could not fail of being brought forward by their present view, and she gladly gave him all her attention as long as attention was possible.  It was soon drawn, perforce another way.",dark blue seas,Sir Walter Elliot,"['Mary Musgrove', 'Captain Wentworth', 'Anne Elliot']",NO MONOLOGUE,0,12,Anaphoric,he observed
425,425,425,426,"There was too much wind to make the high part of the new Cobb pleasant for the ladies, and they agreed to get down the steps to the lower, and all were contented to pass quietly and carefully down the steep flight, excepting Louisa; she must be jumped down them by Captain Wentworth. In all their walks, he had had to jump her from the stiles; the sensation was delightful to her.  The hardness of the pavement for her feet, made him less willing upon the present occasion; he did it, however.  She was safely down, and instantly, to show her enjoyment, ran up the steps to be jumped down again.  He advised her against it, thought the jar too great; but no, he reasoned and talked in vain, she smiled and said,  /newquote  he put out his hands; she was too precipitate by half a second, she fell on the pavement on the Lower Cobb, and was taken up lifeless!  There was no wound, no blood, no visible bruise; but her eyes were closed, she breathed not, her face was like death.  The horror of the moment to all who stood around!",I am determined I will:,,"['Sir Walter Elliot', 'Mary Musgrove', 'Captain Wentworth', 'Anne Elliot']",NO MONOLOGUE,0,12,Anaphoric,she smiled and said
448,448,448,449,"It now became necessary for the party to consider what was best to be done, as to their general situation.  They were now able to speak to each other and consult.  That Louisa must remain where she was, however distressing to her friends to be involving the Harvilles in such trouble, did not admit a doubt.  Her removal was impossible.  The Harvilles silenced all scruples; and, as much as they could, all gratitude.  They had looked forward and arranged everything before the others began to reflect.  Captain Benwick must give up his room to them, and get another bed elsewhere; and the whole was settled.  They were only concerned that the house could accommodate no more; and yet perhaps, by  /newquote  they could hardly bear to think of not finding room for two or three besides, supposing they might wish to stay; though, with regard to any attendance on Miss Musgrove, there need not be the least uneasiness in leaving her to Mrs Harville's care entirely.  Mrs Harville was a very experienced nurse, and her nursery-maid, who had lived with her long, and gone about with her everywhere, was just such another.  Between these two, she could want no possible attendance by day or night.  And all this was said with a truth and sincerity of feeling irresistible.","putting the children away in the maid's room, or swinging a cot somewhere,",Sophia Croft,"['Mrs Smith', 'Captain Wentworth']",NO MONOLOGUE,0,12,Implicit,
449,449,449,450,"Charles, Henrietta, and Captain Wentworth were the three in consultation, and for a little while it was only an interchange of perplexity and terror.   /newquote  At first, they were capable of nothing more to the purpose than such exclamations; but, after a while, Captain Wentworth, exerting himself, said--","Uppercross, the necessity of some one's going to Uppercross; the news to be conveyed; how it could be broken to Mr and Mrs Musgrove; the lateness of the morning; an hour already gone since they ought to have been off; the impossibility of being in tolerable time.",Mrs Smith,"['Sophia Croft', 'Captain Wentworth']",NO MONOLOGUE,0,12,Anaphoric,she continued
455,455,455,456," cried he, turning to her and speaking with a glow, and yet a gentleness, which seemed almost restoring the past.  She coloured deeply, and he recollected himself and moved away.  She expressed herself most willing, ready, happy to remain.  ","You will stay, I am sure; you will stay and nurse her; /newquote It was what she had been thinking of, and wishing to be allowed to do.  A bed on the floor in Louisa's room would be sufficient for her, if Mrs Harville would but think so.",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,12,Anaphoric,said he
466,466,466,467,NO APPEND,"I have been considering what we had best do.  She must not appear at first.  She could not stand it.  I have been thinking whether you had not better remain in the carriage with her, while I go in and break it to Mr and Mrs Musgrove.  Do you think this is a good plan?",Captain Wentworth,Anne Elliot,NO MONOLOGUE,0,12,Anaphoric,he said
472,472,472,473,"They had an early account from Lyme the next morning.  Louisa was much the same.  No symptoms worse than before had appeared.  Charles came a few hours afterwards, to bring a later and more particular account.  He was tolerably cheerful.  A speedy cure must not be hoped, but everything was going on as well as the nature of the case admitted.  In speaking of the Harvilles, he seemed unable to satisfy his own sense of their kindness, especially of Mrs Harville's exertions as a nurse. ","She really left nothing for Mary to do.  He and Mary had been persuaded to go early to their inn last night.  Mary had been hysterical again this morning.  When he came away, she was going to walk out with Captain Benwick, which, he hoped, would do her good.  He almost wished she had been prevailed on to come home the day before; but the truth was, that Mrs Harville left nothing for anybody to do.",Mrs Smith,Anne Elliot,NO MONOLOGUE,0,13,Anaphoric,she continued
475,475,475,476,"Anne was to leave them on the morrow, an event which they all dreaded.  /newquote   And so much was said in this way, that Anne thought she could not do better than impart among them the general inclination to which she was privy, and persuaded them all to go to Lyme at once.  She had little difficulty; it was soon determined that they would go; go to-morrow, fix themselves at the inn, or get into lodgings, as it suited, and there remain till dear Louisa could be moved.  They must be taking off some trouble from the good people she was with; they might at least relieve Mrs Harville from the care of her own children; and in short, they were so happy in the decision, that Anne was delighted with what she had done, and felt that she could not spend her last morning at Uppercross better than in assisting their preparations, and sending them off at an early hour, though her being left to the solitary range of the house was the consequence.",What should they do without her?  They were wretched comforters for one another.,Mrs Musgrove,Anne Elliot,NO MONOLOGUE,0,13,Explicit,Mrs Musgrove took the first opportunity of being alone with Anne to say
484,484,484,485,"The first three or four days passed most quietly, with no circumstance to mark them excepting the receipt of a note or two from Lyme, which found their way to Anne, she could not tell how, and brought a rather improving account of Louisa.  At the end of that period, Lady Russell's politeness could repose no longer, and the fainter self-threatenings of the past became in a decided tone, ","I must call on Mrs Croft; I really must call upon her soon.  Anne, have you courage to go with me, and pay a visit in that house?  It will be some trial to us both.",Lady Russell,Anne Elliot,NO MONOLOGUE,0,13,Explicit,Lady Russells politeness could repose no longer and the fainter selfthreatenings of the past became in a decided tone
486,486,486,487,NO APPEND,"I think you are very likely to suffer the most of the two; your feelings are less reconciled to the change than mine.  By remaining in the neighbourhood, I am become inured to it.",Anne Elliot,Lady Russell,NO MONOLOGUE,0,13,Anaphoric,she said
535,535,535,536," said Lady Russell, as soon as they were reseated in the carriage, ","I hope I shall remember, in future, /newquote not to call at Uppercross in the Christmas holidays.",Lady Russell,Anne Elliot,NO MONOLOGUE,0,14,Explicit,said Lady Russell
538,538,538,539,"Elizabeth's last letter had communicated a piece of news of some interest.  Mr Elliot was in Bath.  He had called in Camden Place; had called a second time, a third; had been pointedly attentive.  If Elizabeth and her father did not deceive themselves, had been taking much pains to seek the acquaintance, and proclaim the value of the connection, as he had formerly taken pains to shew neglect.  This was very wonderful if it were true; and Lady Russell was in a state of very agreeable curiosity and perplexity about Mr Elliot, already recanting the sentiment she had so lately expressed to Mary, of his being  /newquote   She had a great wish to see him.  If he really sought to reconcile himself like a dutiful branch, he must be forgiven for having dismembered himself from the paternal tree.",a man whom she had no wish to see.,Henrietta Musgrove,Anne Elliot,NO MONOLOGUE,0,14,Explicit,Henrietta suddenly began again with
543,543,543,544,"Anne entered it with a sinking heart, anticipating an imprisonment of many months, and anxiously saying to herself,  /newquote   A degree of unexpected cordiality, however, in the welcome she received, did her good.  Her father and sister were glad to see her, for the sake of shewing her the house and furniture, and met her with kindness.  Her making a fourth, when they sat down to dinner, was noticed as an advantage.",Oh! when shall I leave you again?,Anne Elliot,Anne Elliot,NO MONOLOGUE,0,15,Explicit,Anne entered it with a sinking heart anticipating an imprisonment of many months and anxiously saying to herself
553,553,553,554,"Anne mentioned the glimpses she had had of him at Lyme, but without being much attended to.   /newquote   They could not listen to her description of him.  They were describing him themselves; Sir Walter especially.  He did justice to his very gentlemanlike appearance, his air of elegance and fashion, his good shaped face, his sensible eye; but, at the same time,  /newquote  but Sir Walter had ","Oh! yes, perhaps, it had been Mr Elliot. They did not know.  It might be him, perhaps. /newquote must lament his being very much under-hung, a defect which time seemed to have increased; nor could he pretend to say that ten years had not altered almost every feature for the worse.  Mr Elliot appeared to think that he (Sir Walter) was looking exactly as he had done when they last parted; /newquote not been able to return the compliment entirely, which had embarrassed him.  He did not mean to complain, however.  Mr Elliot was better to look at than most men, and he had no objection to being seen with him anywhere.",,"['Sir Walter Elliot', 'Henrietta Musgrove']",NO MONOLOGUE,0,15,Anaphoric,she continued
554,554,554,555,"Mr Elliot, and his friends in Marlborough Buildings, were talked of the whole evening.   /newquote  and there was a Mrs Wallis, at present known only to them by description, as she was in daily expectation of her confinement; but Mr Elliot spoke of her as  /newquote  and as soon as she recovered they were to be acquainted.  Sir Walter thought much of Mrs Wallis; she was said to be an excessively pretty woman, beautiful.   /newquote   Modest Sir Walter!  He was not allowed to escape, however. His daughter and Mrs Clay united in hinting that Colonel Wallis's companion might have as good a figure as Colonel Wallis, and certainly was not sandy-haired.","Colonel Wallis had been so impatient to be introduced to them! and Mr Elliot so anxious that he should! /newquote a most charming woman, quite worthy of being known in Camden Place, /newquote He longed to see her.  He hoped she might make some amends for the many very plain faces he was continually passing in the streets.  The worst of Bath was the number of its plain women.  He did not mean to say that there were no pretty women, but the number of the plain was out of all proportion.  He had frequently observed, as he walked, that one handsome face would be followed by thirty, or five-and-thirty frights; and once, as he had stood in a shop on Bond Street, he had counted eighty-seven women go by, one after another, without there being a tolerable face among them.  It had been a frosty morning, to be sure, a sharp frost, which hardly one woman in a thousand could stand the test of.  But still, there certainly were a dreadful multitude of ugly women in Bath; and as for the men!  they were infinitely worse.  Such scarecrows as the streets were full of! It was evident how little the women were used to the sight of anything tolerable, by the effect which a man of decent appearance produced.  He had never walked anywhere arm-in-arm with Colonel Wallis (who was a fine military figure, though sandy-haired) without observing that every woman's eye was upon him; every woman's eye was sure to be upon Colonel Wallis.",,"['Sir Walter Elliot', 'Henrietta Musgrove']",NO MONOLOGUE,0,15,Anaphoric,she continued
558,558,558,559,"Anne was considering whether she should venture to suggest that a gown, or a cap, would not be liable to any such misuse, when a knock at the door suspended everything.   /newquote   Mrs Clay was right.  With all the state which a butler and foot-boy could give, Mr Elliot was ushered into the room.",A knock at the door! and so late!  It was ten o'clock.  Could it be Mr Elliot?  They knew he was to dine in Lansdown Crescent.  It was possible that he might stop in his way home to ask them how they did.  They could think of no one else.  Mrs Clay decidedly thought it Mr Elliot's knock.,,"['Sir Walter Elliot', 'Henrietta Musgrove']",NO MONOLOGUE,0,15,Anaphoric,she continued
559,559,559,560,"It was the same, the very same man, with no difference but of dress. Anne drew a little back, while the others received his compliments, and her sister his apologies for calling at so unusual an hour, but  /newquote  &c. &c; which was all as politely done, and as politely taken, as possible, but her part must follow then.  Sir Walter talked of his youngest daughter;  /newquote  (there was no occasion for remembering Mary); and Anne, smiling and blushing, very becomingly shewed to Mr Elliot the pretty features which he had by no means forgotten, and instantly saw, with amusement at his little start of surprise, that he had not been at all aware of who she was.  He looked completely astonished, but not more astonished than pleased; his eyes brightened! and with the most perfect alacrity he welcomed the relationship, alluded to the past, and entreated to be received as an acquaintance already.  He was quite as good-looking as he had appeared at Lyme, his countenance improved by speaking, and his manners were so exactly what they ought to be, so polished, so easy, so particularly agreeable, that she could compare them in excellence to only one person's manners.  They were not the same, but they were, perhaps, equally good.","he could not be so near without wishing to know that neither she nor her friend had taken cold the day before, /newquote Mr Elliot must give him leave to present him to his youngest daughter",Henrietta Musgrove,"['Sir Walter Elliot', ', nan]']",NO MONOLOGUE,0,15,Explicit,Henrietta suddenly began again with
560,560,560,561,"He sat down with them, and improved their conversation very much. There could be no doubt of his being a sensible man.  Ten minutes were enough to certify that.  His tone, his expressions, his choice of subject, his knowing where to stop; it was all the operation of a sensible, discerning mind.  As soon as he could, he began to talk to her of Lyme, wanting to compare opinions respecting the place, but especially wanting to speak of the circumstance of their happening to be guests in the same inn at the same time; to give his own route, understand something of hers, and regret that he should have lost such an opportunity of paying his respects to her.  She gave him a short account of her party and business at Lyme.  His regret increased as he listened.  He had spent his whole solitary evening in the room adjoining theirs; had heard voices, mirth continually; thought they must be a most delightful set of people, longed to be with them, but certainly without the smallest suspicion of his possessing the shadow of a right to introduce himself.  If he had but asked who the party were!  The name of Musgrove would have told him enough.  ","Well, it would serve to cure him of an absurd practice of never asking a question at an inn, which he had adopted, when quite a young man, on the principal of its being very ungenteel to be curious.",Henrietta Musgrove,"['Sir Walter Elliot', ', nan]']",NO MONOLOGUE,0,15,Explicit,Henrietta suddenly began again with
563,563,563,564,"His enquiries, however, produced at length an account of the scene she had been engaged in there, soon after his leaving the place.  Having alluded to  /newquote   he must hear the whole.  When he questioned, Sir Walter and Elizabeth began to question also, but the difference in their manner of doing it could not be unfelt.  She could only compare Mr Elliot to Lady Russell, in the wish of really comprehending what had passed, and in the degree of concern for what she must have suffered in witnessing it.","an accident,",Lady Russell,Mr Shepherd,NO MONOLOGUE,0,15,Explicit,said Lady Russell
569,569,569,570,"In the course of the same morning, Anne and her father chancing to be alone together, he began to compliment her on her improved looks; he thought her  /newquote    /newquote    /newquote  he supposed.  /newquote    /newquote  and added, ","less thin in her person, in her cheeks; her skin, her complexion, greatly improved; clearer, fresher.  Had she been using any thing in particular? /newquote No, nothing. /newquote Merely Gowland, /newquote No, nothing at all. /newquote Ha! he was surprised at that; /newquote certainly you cannot do better than to continue as you are; you cannot be better than well; or I should recommend Gowland, the constant use of Gowland, during the spring months.  Mrs Clay has been using it at my recommendation, and you see what it has done for her.  You see how it has carried away her freckles.",Elizabeth,Anne Elliot,NO MONOLOGUE,0,16,Implicit,
573,573,573,574,"It was now some years since Anne had begun to learn that she and her excellent friend could sometimes think differently; and it did not surprise her, therefore, that Lady Russell should see nothing suspicious or inconsistent, nothing to require more motives than appeared, in Mr Elliot's great desire of a reconciliation.  In Lady Russell's view, it was perfectly natural that Mr Elliot, at a mature time of life, should feel it a most desirable object, and what would very generally recommend him among all sensible people, to be on good terms with the head of his family; the simplest process in the world of time upon a head naturally clear, and only erring in the heyday of youth.  Anne presumed, however, still to smile about it, and at last to mention  /newquote   Lady Russell listened, and looked, and made only this cautious reply:--",Elizabeth. /newquote Elizabeth! very well; time will explain.,Lady Russell,"['Mary Musgrove', 'Mrs Clay']",NO MONOLOGUE,0,16,Explicit,Lady Russell listened and looked and made only this cautious reply
577,577,577,578,"Anne had never seen her father and sister before in contact with nobility, and she must acknowledge herself disappointed.  She had hoped better things from their high ideas of their own situation in life, and was reduced to form a wish which she had never foreseen; a wish that they had more pride; for  /newquote   /newquote  sounded in her ears all day long.","our cousins Lady Dalrymple and Miss Carteret; /newquote our cousins, the Dalrymples,",Mrs Musgrove,"['Mrs Smith', 'William Walter Elliot', 'Anne Elliot', 'Admiral Croft']",NO MONOLOGUE,0,16,Explicit,Mrs Musgrove took the first opportunity of being alone with Anne to say
578,578,578,579,"Sir Walter had once been in company with the late viscount, but had never seen any of the rest of the family; and the difficulties of the case arose from there having been a suspension of all intercourse by letters of ceremony, ever since the death of that said late viscount, when, in consequence of a dangerous illness of Sir Walter's at the same time, there had been an unlucky omission at Kellynch.  No letter of condolence had been sent to Ireland.  The neglect had been visited on the head of the sinner; for when poor Lady Elliot died herself, no letter of condolence was received at Kellynch, and, consequently, there was but too much reason to apprehend that the Dalrymples considered the relationship as closed.  How to have this anxious business set to rights, and be admitted as cousins again, was the question:  and it was a question which, in a more rational manner, neither Lady Russell nor Mr Elliot thought unimportant.  ","Family connexions were always worth preserving, good company always worth seeking; Lady Dalrymple had taken a house, for three months, in Laura Place, and would be living in style.  She had been at Bath the year before, and Lady Russell had heard her spoken of as a charming woman.  It was very desirable that the connexion should be renewed, if it could be done, without any compromise of propriety on the side of the Elliots.",Mrs Smith,"['Mrs Musgrove', 'William Walter Elliot', 'Anne Elliot', 'Admiral Croft']",NO MONOLOGUE,0,16,Explicit,said Mrs Smith
580,580,580,581,"Anne was ashamed.  Had Lady Dalrymple and her daughter even been very agreeable, she would still have been ashamed of the agitation they created, but they were nothing.  There was no superiority of manner, accomplishment, or understanding.  Lady Dalrymple had acquired the name of  /newquote  because she had a smile and a civil answer for everybody.  Miss Carteret, with still less to say, was so plain and so awkward, that she would never have been tolerated in Camden Place but for her birth.","a charming woman,",William Walter Elliot,"['Mrs Musgrove', 'Mrs Smith', 'Anne Elliot', 'Admiral Croft']",NO MONOLOGUE,0,16,Explicit,Mr Elliot spoke of her as
