,Unnamed: 0,paragraph,append,dialogue,speaker,addressee,subject,sentiment,chapter,syntactic,referringExpression
139,139,140,"Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor, and a bright idea came into her head.  /newquote  she thought, ","If I eat one of these cakes, /newquote it's sure to make _some_ change in my size; and as it can't possibly make me larger, it must make me smaller, I suppose.",Alice,,NO MONOLOGUE,0,4,Anaphoric,she thought
140,140,141,"So she swallowed one of the cakes, and was delighted to find that she began shrinking directly. As soon as she was small enough to get through the door, she ran out of the house, and found quite a crowd of little animals and birds waiting outside. The poor little Lizard, Bill, was in the middle, being held up by two guinea-pigs, who were giving it something out of a bottle. They all made a rush at Alice the moment she appeared; but she ran off as hard as she could, and soon found herself safe in a thick wood.",NO QUOTE,,,,0,4,1.0,1.0
141,141,142," said Alice to herself, as she wandered about in the wood, ","The first thing I've got to do, /newquote is to grow to my right size again; and the second thing is to find my way into that lovely garden. I think that will be the best plan.",Alice,Alice,NO MONOLOGUE,0,4,Explicit,said Alice to herself
142,142,143,"It sounded an excellent plan, no doubt, and very neatly and simply arranged; the only difficulty was, that she had not the smallest idea how to set about it; and while she was peering about anxiously among the trees, a little sharp bark just over her head made her look up in a great hurry.",NO QUOTE,,,,0,4,1.0,1.0
143,143,144,"An enormous puppy was looking down at her with large round eyes, and feebly stretching out one paw, trying to touch her.  /newquote  said Alice, in a coaxing tone, and she tried hard to whistle to it; but she was terribly frightened all the time at the thought that it might be hungry, in which case it would be very likely to eat her up in spite of all her coaxing.",Poor little thing!,Alice,An Enormous Puppy,NO MONOLOGUE,0,4,Explicit,said Alice
144,144,145,"Hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at the stick, and made believe to worry it; then Alice dodged behind a great thistle, to keep herself from being run over; and the moment she appeared on the other side, the puppy made another rush at the stick, and tumbled head over heels in its hurry to get hold of it; then Alice, thinking it was very like having a game of play with a cart-horse, and expecting every moment to be trampled under its feet, ran round the thistle again; then the puppy began a series of short charges at the stick, running a very little way forwards each time and a long way back, and barking hoarsely all the while, till at last it sat down a good way off, panting, with its tongue hanging out of its mouth, and its great eyes half shut.",NO QUOTE,,,,0,4,1.0,1.0
145,145,146,"This seemed to Alice a good opportunity for making her escape; so she set off at once, and ran till she was quite tired and out of breath, and till the puppy's bark sounded quite faint in the distance.",NO QUOTE,,,,0,4,1.0,1.0
146,146,147," said Alice, as she leant against a buttercup to rest herself, and fanned herself with one of the leaves: ","And yet what a dear little puppy it was! /newquote I should have liked teaching it tricks very much, if--if I'd only been the right size to do it! Oh dear! I'd nearly forgotten that I've got to grow up again! Let me see--how _is_ it to be managed? I suppose I ought to eat or drink something or other; but the great question is, what?",Alice,,NO MONOLOGUE,0,4,Explicit,said Alice
147,147,148,"The great question certainly was, what? Alice looked all round her at the flowers and the blades of grass, but she did not see anything that looked like the right thing to eat or drink under the circumstances. There was a large mushroom growing near her, about the same height as herself; and when she had looked under it, and on both sides of it, and behind it, it occurred to her that she might as well look and see what was on the top of it.",NO QUOTE,,,,0,4,1.0,1.0
148,148,149,"She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large caterpillar, that was sitting on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.",NO QUOTE,,,,0,4,1.0,1.0
149,149,150,Advice from a Caterpillar,NO QUOTE,,,,0,5,1.0,1.0
150,150,151,"The Caterpillar and Alice looked at each other for some time in silence: at last the Caterpillar took the hookah out of its mouth, and addressed her in a languid, sleepy voice.",NO QUOTE,,,,0,5,1.0,1.0
151,151,152, said the Caterpillar.,Who are _you?_,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
152,152,153,"This was not an encouraging opening for a conversation. Alice replied, rather shyly, ","I--I hardly know, sir, just at present--at least I know who I _was_ when I got up this morning, but I think I must have been changed several times since then.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,Alice replied
153,153,154, said the Caterpillar sternly. ,What do you mean by that? /newquote Explain yourself!,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
154,154,155," said Alice, ","I can't explain _myself_, I'm afraid, sir, /newquote because I'm not myself, you see.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
155,155,156, said the Caterpillar.,"I don't see,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
156,156,157," Alice replied very politely, ","I'm afraid I can't put it more clearly, /newquote for I can't understand it myself to begin with; and being so many different sizes in a day is very confusing.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,Alice replied
157,157,158, said the Caterpillar.,"It isn't,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
158,158,159, said Alice; ,"Well, perhaps you haven't found it so yet, /newquote but when you have to turn into a chrysalis--you will some day, you know--and then after that into a butterfly, I should think you'll feel it a little queer, won't you?",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
159,159,160, said the Caterpillar.,"Not a bit,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
160,160,161, said Alice; ,"Well, perhaps your feelings may be different, /newquote all I know is, it would feel very queer to _me_.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
161,161,162, said the Caterpillar contemptuously. ,You! /newquote Who are _you?_,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
162,162,163,"Which brought them back again to the beginning of the conversation. Alice felt a little irritated at the Caterpillar's making such _very_ short remarks, and she drew herself up and said, very gravely, ","I think, you ought to tell me who _you_ are, first.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Anaphoric,she drew herself up and said
163,163,164, said the Caterpillar.,Why?,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
164,164,165,"Here was another puzzling question; and as Alice could not think of any good reason, and as the Caterpillar seemed to be in a _very_ unpleasant state of mind, she turned away.",NO QUOTE,,,,0,5,1.0,1.0
165,165,166, the Caterpillar called after her. ,Come back! /newquote I've something important to say!,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,the Caterpillar called
166,166,167,"This sounded promising, certainly: Alice turned and came back again.",NO QUOTE,,,,0,5,1.0,1.0
167,167,168, said the Caterpillar.,"Keep your temper,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
168,168,169," said Alice, swallowing down her anger as well as she could.",Is that all?,Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
169,169,170, said the Caterpillar.,"No,",Alice,,NO MONOLOGUE,0,5,Anaphoric,she began
170,170,171,"Alice thought she might as well wait, as she had nothing else to do, and perhaps after all it might tell her something worth hearing. For some minutes it puffed away without speaking, but at last it unfolded its arms, took the hookah out of its mouth again, and said, ","So you think you're changed, do you?",The Caterpillar,Alice,NO MONOLOGUE,0,5,Anaphoric,it unfolded its arms took the hookah out of its mouth again and said
171,171,172, said Alice; ,"I'm afraid I am, sir, /newquote I can't remember things as I used--and I don't keep the same size for ten minutes together!",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
172,172,173, said the Caterpillar.,Can't remember _what_ things?,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
173,173,174,"How doth the little busy bee, /newquote  Alice replied in a very melancholy voice.","Well, I've tried to say  /newquote  but it all came different!",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,Alice replied
174,174,175, said the Caterpillar.,"Repeat, '_You are old, Father William_,'",Alice,Alice,NO MONOLOGUE,0,5,Explicit,Alice began to get rather sleepy and went on saying to herself
175,175,176,"Alice folded her hands, and began:--",NO QUOTE,,,,0,5,1.0,1.0
176,176,177," the young man said,     ","You are old, Father William, /newquote And your hair has become very white; And yet you incessantly stand on your head--     Do you think, at your age, it is right?",Alice,The Mouse,NO MONOLOGUE,0,5,Explicit,said Alice
177,177,178," Father William replied to his son,     ","In my youth, /newquote I feared it might injure the brain; But, now that I'm perfectly sure I have none,     Why, I do it again and again.",Alice,,NO MONOLOGUE,0,5,Anaphoric,she said
178,178,179," said the youth, ","You are old, /newquote as I mentioned before,     And have grown most uncommonly fat; Yet you turned a back-somersault in at the door--     Pray, what is the reason of that?",Alice,,NO MONOLOGUE,0,5,Explicit,thought poor Alice
179,179,180," said the sage, as he shook his grey locks,     ","In my youth, /newquote I kept all my limbs very supple By the use of this ointment--one shilling the box--     Allow me to sell you a couple?",Alice,Alice,NO MONOLOGUE,0,5,Explicit,Alice began to get rather sleepy and went on saying to herself
180,180,181," said the youth, ","You are old, /newquote and your jaws are too weak     For anything tougher than suet; Yet you finished the goose, with the bones and the beak--     Pray, how did you manage to do it?",The Hatter,,NO MONOLOGUE,0,5,Explicit,said the Hatter
181,181,182," said his father, ","In my youth, /newquote I took to the law,     And argued each case with my wife; And the muscular strength, which it gave to my jaw,     Has lasted the rest of my life.",The Mouse,,NO MONOLOGUE,0,5,Explicit,The Mouse did not notice this question but hurriedly went on
182,182,183," said the youth, ","You are old, /newquote one would hardly suppose     That your eye was as steady as ever; Yet you balanced an eel on the end of your nose--     What made you so awfully clever?",The Frog-Footman,Alice,NO MONOLOGUE,0,5,Explicit,said the Footman
183,183,184,     Said his father; ,"I have answered three questions, and that is enough, /newquote don't give yourself airs! Do you think I can listen all day to such stuff?     Be off, or I'll kick you down stairs!",Alice,,NO MONOLOGUE,0,5,Anaphoric,she began
184,184,185, said the Caterpillar.,"That is not said right,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
185,185,186," said Alice, timidly; ","Not _quite_ right, I'm afraid, /newquote some of the words have got altered.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
186,186,187," said the Caterpillar decidedly, and there was silence for some minutes.","It is wrong from beginning to end,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
187,187,188,The Caterpillar was the first to speak.,NO QUOTE,,,,0,5,1.0,1.0
188,188,189, it asked.,What size do you want to be?,The Caterpillar,Alice,NO MONOLOGUE,0,5,Anaphoric,it asked
189,189,190, Alice hastily replied; ,"Oh, I'm not particular as to size, /newquote only one doesn't like changing so often, you know.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,Alice hastily replied
190,190,191, said the Caterpillar.,"I _don't_ know,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
191,191,192,"Alice said nothing: she had never been so much contradicted in her life before, and she felt that she was losing her temper.",NO QUOTE,,,,0,5,1.0,1.0
192,192,193, said the Caterpillar.,Are you content now?,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
193,193,194, said Alice: ,"Well, I should like to be a _little_ larger, sir, if you wouldn't mind, /newquote three inches is such a wretched height to be.",Alice,The Caterpillar,NO MONOLOGUE,0,5,Explicit,said Alice
194,194,195," said the Caterpillar angrily, rearing itself upright as it spoke (it was exactly three inches high).",It is a very good height indeed!,The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
195,195,196," pleaded poor Alice in a piteous tone. And she thought of herself, ",But I'm not used to it! /newquote I wish the creatures wouldn't be so easily offended!,Alice,Alice,NO MONOLOGUE,0,5,Explicit,
196,196,197, said the Caterpillar; and it put the hookah into its mouth and began smoking again.,"You'll get used to it in time,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
197,197,198,"This time Alice waited patiently until it chose to speak again. In a minute or two the Caterpillar took the hookah out of its mouth and yawned once or twice, and shook itself. Then it got down off the mushroom, and crawled away in the grass, merely remarking as it went, ","One side will make you grow taller, and the other side will make you grow shorter.",The Caterpillar,Alice,NO MONOLOGUE,0,5,Anaphoric,it got down off the mushroom and crawled away in the grass merely remarking
198,198,199, thought Alice to herself.,One side of _what?_ The other side of _what?_,Alice,Alice,NO MONOLOGUE,0,5,Explicit,thought Alice to herself
199,199,200," said the Caterpillar, just as if she had asked it aloud; and in another moment it was out of sight.","Of the mushroom,",The Caterpillar,Alice,NO MONOLOGUE,0,5,Explicit,said the Caterpillar
200,200,201,"Alice remained looking thoughtfully at the mushroom for a minute, trying to make out which were the two sides of it; and as it was perfectly round, she found this a very difficult question. However, at last she stretched her arms round it as far as they would go, and broke off a bit of the edge with each hand.",NO QUOTE,,,,0,5,1.0,1.0
201,201,202," she said to herself, and nibbled a little of the right-hand bit to try the effect: the next moment she felt a violent blow underneath her chin: it had struck her foot!",And now which is which?,Alice,Alice,NO MONOLOGUE,0,5,Anaphoric,she said to herself
202,202,203,"She was a good deal frightened by this very sudden change, but she felt that there was no time to be lost, as she was shrinking rapidly; so she set to work at once to eat some of the other bit. Her chin was pressed so closely against her foot, that there was hardly room to open her mouth; but she did it at last, and managed to swallow a morsel of the lefthand bit.",NO QUOTE,,,,0,5,1.0,1.0
203,203,204,*      *      *      *      *      *      *,NO QUOTE,,,,0,5,1.0,1.0
204,204,205,    *      *      *      *      *      *,NO QUOTE,,,,0,5,1.0,1.0
205,205,206,*      *      *      *      *      *      *,NO QUOTE,,,,0,5,1.0,1.0
206,206,207," said Alice in a tone of delight, which changed into alarm in another moment, when she found that her shoulders were nowhere to be found: all she could see, when she looked down, was an immense length of neck, which seemed to rise like a stalk out of a sea of green leaves that lay far below her.","Come, my head's free at last!",Alice,,NO MONOLOGUE,0,5,Explicit,said Alice
207,207,208," said Alice.  /newquote  She was moving them about as she spoke, but no result seemed to follow, except a little shaking among the distant green leaves.","What _can_ all that green stuff be? /newquote And where _have_ my shoulders got to? And oh, my poor hands, how is it I can't see you?",Alice,,NO MONOLOGUE,0,5,Explicit,said Alice
208,208,209,"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent. She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a large pigeon had flown into her face, and was beating her violently with its wings.",NO QUOTE,,,,0,5,1.0,1.0
209,209,210, screamed the Pigeon.,Serpent!,The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,screamed the Pigeon
210,210,211, said Alice indignantly. ,I'm _not_ a serpent! /newquote Let me alone!,Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
211,211,212," repeated the Pigeon, but in a more subdued tone, and added with a kind of sob, ","Serpent, I say again! /newquote I've tried every way, and nothing seems to suit them!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,repeated the Pigeon
212,212,213, said Alice.,"I haven't the least idea what you're talking about,",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
213,213,214," the Pigeon went on, without attending to her; ","I've tried the roots of trees, and I've tried banks, and I've tried hedges, /newquote but those serpents! There's no pleasing them!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,the Pigeon went on
214,214,215,"Alice was more and more puzzled, but she thought there was no use in saying anything more till the Pigeon had finished.",NO QUOTE,,,,0,5,1.0,1.0
215,215,216, said the Pigeon; ,"As if it wasn't trouble enough hatching the eggs, /newquote but I must be on the look-out for serpents night and day! Why, I haven't had a wink of sleep these three weeks!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,said the Pigeon
216,216,217," said Alice, who was beginning to see its meaning.","I'm very sorry you've been annoyed,",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
217,217,218," continued the Pigeon, raising its voice to a shriek, ","And just as I'd taken the highest tree in the wood, /newquote and just as I was thinking I should be free of them at last, they must needs come wriggling down from the sky! Ugh, Serpent!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,continued the Pigeon
218,218,219, said Alice. ,"But I'm _not_ a serpent, I tell you! /newquote I'm a--I'm a--",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
219,219,220, said the Pigeon. ,Well! _What_ are you? /newquote I can see you're trying to invent something!,The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,said the Pigeon
220,220,221," said Alice, rather doubtfully, as she remembered the number of changes she had gone through that day.","I--I'm a little girl,",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
221,221,222, said the Pigeon in a tone of the deepest contempt. ,"A likely story indeed! /newquote I've seen a good many little girls in my time, but never _one_ with such a neck as that! No, no! You're a serpent; and there's no use denying it. I suppose you'll be telling me next that you never tasted an egg!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,said the Pigeon
222,222,223," said Alice, who was a very truthful child; ","I _have_ tasted eggs, certainly, /newquote but little girls eat eggs quite as much as serpents do, you know.",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
223,223,224, said the Pigeon; ,"I don't believe it, /newquote but if they do, why then they're a kind of serpent, that's all I can say.",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,said the Pigeon
224,224,225,"This was such a new idea to Alice, that she was quite silent for a minute or two, which gave the Pigeon the opportunity of adding, ","You're looking for eggs, I know _that_ well enough; and what does it matter to me whether you're a little girl or a serpent?",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,the Pigeon the opportunity of adding
225,225,226, said Alice hastily; ,"It matters a good deal to _me_, /newquote but I'm not looking for eggs, as it happens; and if I was, I shouldn't want _yours_: I don't like them raw.",Alice,The Pigeon,NO MONOLOGUE,0,5,Explicit,said Alice
226,226,227," said the Pigeon in a sulky tone, as it settled down again into its nest. Alice crouched down among the trees as well as she could, for her neck kept getting entangled among the branches, and every now and then she had to stop and untwist it. After a while she remembered that she still held the pieces of mushroom in her hands, and she set to work very carefully, nibbling first at one and then at the other, and growing sometimes taller and sometimes shorter, until she had succeeded in bringing herself down to her usual height.","Well, be off, then!",The Pigeon,Alice,NO MONOLOGUE,0,5,Explicit,said the Pigeon
227,227,228,"It was so long since she had been anything near the right size, that it felt quite strange at first; but she got used to it in a few minutes, and began talking to herself, as usual.  /newquote  As she said this, she came suddenly upon an open place, with a little house in it about four feet high.  /newquote  thought Alice,  /newquote  So she began nibbling at the righthand bit again, and did not venture to go near the house till she had brought herself down to nine inches high.","Come, there's half my plan done now! How puzzling all these changes are! I'm never sure what I'm going to be, from one minute to another! However, I've got back to my right size: the next thing is, to get into that beautiful garden--how _is_ that to be done, I wonder? /newquote Whoever lives there, /newquote it'll never do to come upon them _this_ size: why, I should frighten them out of their wits!",Alice,Alice,NO MONOLOGUE,0,5,Anaphoric,got used to it in a few minutes and began talking to herself
228,228,229,Pig and Pepper,NO QUOTE,,,,0,6,1.0,1.0
229,229,230,"For a minute or two she stood looking at the house, and wondering what to do next, when suddenly a footman in livery came running out of the wood--(she considered him to be a footman because he was in livery: otherwise, judging by his face only, she would have called him a fish)--and rapped loudly at the door with his knuckles. It was opened by another footman in livery, with a round face, and large eyes like a frog; and both footmen, Alice noticed, had powdered hair that curled all over their heads. She felt very curious to know what it was all about, and crept a little way out of the wood to listen.",NO QUOTE,,,,0,6,1.0,1.0
230,230,231,"The Fish-Footman began by producing from under his arm a great letter, nearly as large as himself, and this he handed over to the other, saying, in a solemn tone,  /newquote  The Frog-Footman repeated, in the same solemn tone, only changing the order of the words a little, ",For the Duchess. An invitation from the Queen to play croquet. /newquote From the Queen. An invitation for the Duchess to play croquet.,The Fish-Footman,The Frog-Footman,NO MONOLOGUE,0,6,Anaphoric,he handed over to the other saying
231,231,232,"Then they both bowed low, and their curls got entangled together.",NO QUOTE,,,,0,6,1.0,1.0
232,232,233,"Alice laughed so much at this, that she had to run back into the wood for fear of their hearing her; and when she next peeped out the Fish-Footman was gone, and the other was sitting on the ground near the door, staring stupidly up into the sky.",NO QUOTE,,,,0,6,1.0,1.0
233,233,234,"Alice went timidly up to the door, and knocked.",NO QUOTE,,,,0,6,1.0,1.0
234,234,235," said the Footman,  /newquote  And certainly there _was_ a most extraordinary noise going on within--a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.","There's no sort of use in knocking, /newquote and that for two reasons. First, because I'm on the same side of the door as you are; secondly, because they're making such a noise inside, no one could possibly hear you.",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,said the Footman
235,235,236," said Alice, ","Please, then, /newquote how am I to get in?",Alice,The Frog-Footman,NO MONOLOGUE,0,6,Explicit,said Alice
236,236,237," the Footman went on without attending to her,  /newquote  He was looking up into the sky all the time he was speaking, and this Alice thought decidedly uncivil.  /newquote  she said to herself;  /newquote  she repeated, aloud.","There might be some sense in your knocking, /newquote if we had the door between us. For instance, if you were _inside_, you might knock, and I could let you out, you know. /newquote But perhaps he can't help it, /newquote his eyes are so _very_ nearly at the top of his head. But at any rate he might answer questions.--How am I to get in?",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,the Footman went on
237,237,238," the Footman remarked, ","I shall sit here, /newquote till tomorrow--",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,the Footman remarked
238,238,239,"At this moment the door of the house opened, and a large plate came skimming out, straight at the Footman's head: it just grazed his nose, and broke to pieces against one of the trees behind him.",NO QUOTE,,,,0,6,1.0,1.0
239,239,240," the Footman continued in the same tone, exactly as if nothing had happened.","--or next day, maybe,",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,the Footman continued
240,240,241," asked Alice again, in a louder tone.",How am I to get in?,Alice,The Frog-Footman,NO MONOLOGUE,0,6,Anaphoric,she repeated
241,241,242, said the Footman. ,"_Are_ you to get in at all? /newquote That's the first question, you know.",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,said the Footman
242,242,243,"It was, no doubt: only Alice did not like to be told so.  /newquote  she muttered to herself, ","It's really dreadful, /newquote the way all the creatures argue. It's enough to drive one crazy!",Alice,Alice,NO MONOLOGUE,0,6,Anaphoric,she muttered to herself
243,243,244,"The Footman seemed to think this a good opportunity for repeating his remark, with variations.  /newquote  he said, ","I shall sit here, /newquote on and off, for days and days.",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Anaphoric,he said
244,244,245, said Alice.,But what am _I_ to do?,Alice,The Frog-Footman,NO MONOLOGUE,0,6,Explicit,said Alice
245,245,246," said the Footman, and began whistling.","Anything you like,",The Frog-Footman,Alice,NO MONOLOGUE,0,6,Explicit,said the Footman
246,246,247, said Alice desperately:  /newquote  And she opened the door and went in.,"Oh, there's no use in talking to him, /newquote he's perfectly idiotic!",Alice,The Frog-Footman,NO MONOLOGUE,0,6,Explicit,said Alice
247,247,248,"The door led right into a large kitchen, which was full of smoke from one end to the other: the Duchess was sitting on a three-legged stool in the middle, nursing a baby; the cook was leaning over the fire, stirring a large cauldron which seemed to be full of soup.",NO QUOTE,,,,0,6,1.0,1.0
248,248,249," Alice said to herself, as well as she could for sneezing.",There's certainly too much pepper in that soup!,Alice,Alice,NO MONOLOGUE,0,6,Explicit,Alice said to herself
249,249,250,"There was certainly too much of it in the air. Even the Duchess sneezed occasionally; and as for the baby, it was sneezing and howling alternately without a moment's pause. The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the hearth and grinning from ear to ear.",NO QUOTE,,,,0,6,1.0,1.0
250,250,251," said Alice, a little timidly, for she was not quite sure whether it was good manners for her to speak first, ","Please would you tell me, /newquote why your cat grins like that?",Alice,,NO MONOLOGUE,0,6,Explicit,said Alice
251,251,252," said the Duchess, ","It's a Cheshire cat, /newquote and that's why. Pig!",The Duchess,,NO MONOLOGUE,0,6,Explicit,said the Duchess
252,252,253,"She said the last word with such sudden violence that Alice quite jumped; but she saw in another moment that it was addressed to the baby, and not to her, so she took courage, and went on again:--",NO QUOTE,,,,0,6,1.0,1.0
253,253,254,NO APPEND,"I didn't know that Cheshire cats always grinned; in fact, I didn't know that cats _could_ grin.",Alice,,NO MONOLOGUE,0,6,Anaphoric,she took courage and went on
254,254,255, said the Duchess; ,"They all can, /newquote and most of 'em do.",The Duchess,,NO MONOLOGUE,0,6,Explicit,said the Duchess
255,255,256," Alice said very politely, feeling quite pleased to have got into a conversation.","I don't know of any that do,",Alice,,NO MONOLOGUE,0,6,Explicit,Alice said
256,256,257, said the Duchess; ,"You don't know much, /newquote and that's a fact.",The Duchess,,NO MONOLOGUE,0,6,Explicit,said the Duchess
257,257,258,"Alice did not at all like the tone of this remark, and thought it would be as well to introduce some other subject of conversation. While she was trying to fix on one, the cook took the cauldron of soup off the fire, and at once set to work throwing everything within her reach at the Duchess and the baby--the fire-irons came first; then followed a shower of saucepans, plates, and dishes. The Duchess took no notice of them even when they hit her; and the baby was howling so much already, that it was quite impossible to say whether the blows hurt it or not.",NO QUOTE,,,,0,6,1.0,1.0
258,258,259," cried Alice, jumping up and down in an agony of terror.  /newquote  as an unusually large saucepan flew close by it, and very nearly carried it off.","Oh, _please_ mind what you're doing! /newquote Oh, there goes his _precious_ nose!",Alice,,NO MONOLOGUE,0,6,Explicit,cried Alice
259,259,260," the Duchess said in a hoarse growl, ","If everybody minded their own business, /newquote the world would go round a deal faster than it does.",The Duchess,,NO MONOLOGUE,0,6,Explicit,the Duchess said
260,260,261," said Alice, who felt very glad to get an opportunity of showing off a little of her knowledge. ","Which would _not_ be an advantage, /newquote Just think of what work it would make with the day and night! You see the earth takes twenty-four hours to turn round on its axis--",Alice,,NO MONOLOGUE,0,6,Explicit,said Alice
261,261,262," said the Duchess, ","Talking of axes, /newquote chop off her head!",The Duchess,,NO MONOLOGUE,0,6,Explicit,said the Duchess
262,262,263,"Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: ","Twenty-four hours, I _think_; or is it twelve? I--",Alice,,NO MONOLOGUE,0,6,Anaphoric,she went on
263,263,264," said the Duchess;  /newquote  And with that she began nursing her child again, singing a sort of lullaby to it as she did so, and giving it a violent shake at the end of every line:","Oh, don't bother _me_, /newquote I never could abide figures!",The Duchess,,NO MONOLOGUE,0,6,Explicit,said the Duchess
264,264,265,NO APPEND,"Speak roughly to your little boy,     And beat him when he sneezes: He only does it to annoy,     Because he knows it teases.",The Duchess,,NO MONOLOGUE,0,6,Anaphoric,she began nursing her child again singing a sort of lullaby to it
265,265,266,CHORUS. (In which the cook and the baby joined):,NO QUOTE,,,,0,6,1.0,1.0
266,266,267,NO APPEND,Wow! wow! wow!,Alice,,NO MONOLOGUE,0,6,Explicit,thought Alice
267,267,268,"While the Duchess sang the second verse of the song, she kept tossing the baby violently up and down, and the poor little thing howled so, that Alice could hardly hear the words:--",NO QUOTE,,,,0,6,1.0,1.0
268,268,269,NO APPEND,"I speak severely to my boy,     I beat him when he sneezes; For he can thoroughly enjoy     The pepper when he pleases!",The Duchess,,NO MONOLOGUE,0,6,Explicit,the Duchess sang
269,269,270,CHORUS.,NO QUOTE,,,,0,6,1.0,1.0
270,270,271,NO APPEND,Wow! wow! wow!,Alice,,NO MONOLOGUE,0,6,Explicit,thought Alice
271,271,272," the Duchess said to Alice, flinging the baby at her as she spoke.  /newquote  and she hurried out of the room. The cook threw a frying-pan after her as she went out, but it just missed her.","Here! you may nurse it a bit, if you like! /newquote I must go and get ready to play croquet with the Queen,",The Duchess,,NO MONOLOGUE,0,6,Explicit,the Duchess said to Alice
272,272,273,"Alice caught the baby with some difficulty, as it was a queer-shaped little creature, and held out its arms and legs in all directions,  /newquote  thought Alice. The poor little thing was snorting like a steam-engine when she caught it, and kept doubling itself up and straightening itself out again, so that altogether, for the first minute or two, it was as much as she could do to hold it.","just like a star-fish,",Alice,,NO MONOLOGUE,0,6,Explicit,thought Alice
